No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
35;朱利叶斯-兰德尔;Julius Randle;4;5;10;75;87;83;79;87;67;88;66;86;81;77;87;81;84;28;8;尼克斯;3;3;23760000;0;201407;252;0;0;0;0;0;1;0
36;德里克-罗斯;Derrick Rose;1;2;9;75;78;77;80;78;50;63;70;77;76;75;80;67;74;34;14;尼克斯;3;2;14520730;0;200801;50;0;0;1;0;1;0;0
37;RJ-巴雷特;RJ Barrett;3;2;9;73;82;79;82;86;65;70;80;84;83;77;83;78;82;22;3;尼克斯;3;5;20880000;0;201903;184;0;0;0;0;0;0;0
38;埃文-富尼耶;Evan Fournier;3;2;8;63;76;77;78;83;45;66;66;70;80;75;74;65;71;30;10;尼克斯;3;3;18000000;0;201220;470;0;0;0;0;0;0;0
39;伊曼纽尔-奎克利;Immanuel Quickley;1;2;8;78;77;77;80;79;55;70;60;73;82;75;82;66;75;23;2;尼克斯;3;2;2310000;0;202025;563;0;0;0;0;0;0;0
40;约什-哈特;Josh Hart;3;2;7;73;81;79;76;80;63;81;79;70;74;74;78;79;79;27;5;尼克斯;3;1;6390000;0;201730;493;0;0;0;0;0;0;0
41;昆汀-格莱姆斯;Quentin Grimes;2;1;6;70;70;75;76;78;65;70;67;65;76;67;72;71;72;22;1;尼克斯;3;3;2280000;0;202125;987;0;0;0;0;0;0;0
42;米切尔-罗宾逊;Mitchell Robinson;5;0;9;55;78;55;67;80;85;85;60;80;47;58;64;84;74;24;4;尼克斯;3;4;15000000;0;201836;263;0;0;0;0;0;0;0
43;杰伦-布伦森;Jalen Brunson;1;2;9;85;78;88;87;81;64;69;90;80;87;78;90;82;86;26;4;尼克斯;3;4;25000000;0;201833;419;0;0;0;0;0;0;0
44;奥比-托平;Obi Toppin;4;3;8;60;83;65;73;81;74;75;54;74;64;66;71;74;72;24;2;尼克斯;3;2;4860000;0;202008;700;0;0;0;0;0;0;0
45;迈尔斯-麦克布莱德;Miles McBride;1;2;6;71;72;73;76;72;60;52;61;64;75;65;72;59;66;21;1;尼克斯;3;2;15600000;0;202136;1283;0;0;0;0;0;0;0
46;以赛亚-哈尔滕施泰因;Isaiah Hartenstein;4;5;7;70;78;73;70;79;74;79;55;69;72;65;73;75;74;24;4;尼克斯;3;2;7800000;0;201743;484;0;0;0;0;0;0;0
47;杜安-华盛顿;Duane Washington Jr.;1;0;6;72;77;77;78;75;53;52;51;65;79;68;76;54;66;22;1;尼克斯;3;1;53176;0;202100;1858;0;0;0;0;0;0;0
48;杰里科-西姆斯;Jericho Sims;5;4;6;53;78;50;56;75;74;74;49;66;41;30;53;71;63;23;1;尼克斯;3;4;1640000;0;202158;1568;0;0;0;0;0;0;0
49;达匡-杰弗里斯;DaQuan Jeffries;2;3;6;63;67;71;70;69;59;59;66;61;68;61;64;62;63;25;1;尼克斯;3;1;53176;0;201900;1089;0;0;0;0;0;0;0
50;特雷弗-基尔斯;Trevor Keels;2;0;6;70;64;71;66;70;53;65;63;62;72;45;64;61;63;18;0;尼克斯;3;1;53176;0;202242;1875;0;0;0;0;0;0;0
51;乔尔-恩比德;Joel Embiid;5;4;10;73;94;80;88;95;84;90;70;91;79;87;92;93;92;28;8;76人;4;5;33300000;0;201403;100;0;0;0;0;0;4;0
52;詹姆斯-哈登;James Harden;1;2;10;96;88;87;85;85;65;74;72;84;86;85;96;77;88;33;13;76人;4;2;33000000;0;200903;33;0;0;1;0;6;0;1
53;托拜厄斯-哈里斯;Tobias Harris;3;4;9;63;83;86;81;83;68;75;73;81;84;79;81;77;80;30;11;76人;4;2;34360000;0;201119;487;0;0;0;0;0;0;0
54;乔治-尼昂;Georges Niang;4;3;6;71;79;76;80;78;67;61;68;66;74;75;77;69;73;29;6;76人;4;1;3350000;0;201650;1357;0;0;0;0;0;0;0
55;杰登-斯普林格;Jaden Springer;2;1;7;65;75;76;78;79;75;64;79;68;77;68;73;77;75;19;1;76人;4;3;3000000;0;202128;1467;0;0;0;0;0;0;0
56;泰雷斯-马克西;Tyrese Maxey;2;1;9;78;80;83;85;79;57;65;70;75;85;81;85;69;77;21;2;76人;4;2;2480000;0;202021;603;0;0;0;0;0;0;0
57;PJ-塔克;P.J. Tucker;4;5;8;65;73;83;75;80;65;75;73;70;72;74;75;75;75;37;16;76人;4;3;11060000;0;200635;690;0;1;0;0;0;0;0
58;谢克-米尔顿;Shake Milton;2;3;7;68;76;80;76;76;73;64;76;68;81;67;75;74;75;26;4;76人;4;1;1900000;0;201824;1310;0;0;0;0;0;0;0
59;蒙特雷斯-哈雷尔;Montrezl Harrell;5;4;7;59;80;59;74;86;71;73;53;71;52;68;68;75;71;29;7;76人;4;2;2600000;0;201532;485;0;0;0;0;0;0;0
60;路易斯-金;Louis King;3;2;6;61;75;75;76;72;59;61;70;64;75;67;70;65;68;23;3;76人;4;1;53176;0;201900;1899;0;0;0;0;0;0;0
61;德安东尼-梅尔顿;De'Anthony Melton;2;1;7;81;70;81;77;76;63;71;82;67;75;69;77;76;76;24;4;76人;4;2;8750000;0;201846;1300;0;0;0;0;0;0;0
62;丹纽尔-豪斯;Danuel House Jr.;2;3;6;58;72;79;74;78;45;60;67;65;79;62;69;62;66;29;6;76人;4;2;4250000;0;201600;1042;0;0;0;0;0;0;0
63;富尔坎-科尔克马兹;Furkan Korkmaz;2;3;6;64;76;74;72;76;50;54;56;65;75;62;70;57;64;25;5;76人;4;2;5000000;0;201626;1133;0;0;0;0;0;0;0
64;德维恩-戴德蒙;Dewayne Dedmon ;5;0;7;50;76;50;75;80;71;81;60;69;37;66;60;77;69;33;9;76人;4;1;1600000;0;201300;911;0;0;0;0;0;0;0
65;杰伦-麦克丹尼尔斯;Jalen McDaniels;4;5;6;60;78;70;73;78;71;78;59;66;69;66;70;74;72;25;2;76人;4;1;1000000;0;202028;1286;0;0;0;0;0;0;0
66;保罗-里德;Paul Reed;5;4;6;50;76;50;59;80;81;75;45;66;39;34;53;76;65;23;2;76人;4;1;1740000;0;202058;1212;0;0;0;0;0;0;0
67;马克-麦克朗;Mac McClung;2;1;6;73;78;71;69;79;61;67;69;64;73;64;71;70;71;24;1;76人;4;1;53176;0;202100;2021;0;0;0;0;0;0;0
68;帕斯卡尔-西亚卡姆;Pascal Siakam;4;5;10;85;89;79;83;88;75;84;71;89;80;83;91;84;88;28;6;猛龙;5;2;30560000;0;201627;157;0;1;0;0;0;1;1
69;威尔-巴顿;Will Barton;2;3;7;68;74;77;80;83;59;73;70;77;77;71;76;73;75;32;10;猛龙;5;1;3400000;0;201240;364;0;0;0;0;0;0;0
70;弗雷德-范弗利特;Fred VanVleet;1;2;10;85;78;86;83;85;62;73;83;76;88;81;89;81;85;28;6;猛龙;5;2;21250000;0;201600;210;0;1;0;0;0;0;0
71;奥托-波特;Otto Porter Jr.;3;4;8;61;76;79;78;80;51;78;73;75;75;72;74;72;74;29;9;猛龙;5;2;6200000;0;201303;394;0;1;0;0;0;0;0
72;OG-阿奴诺比;OG Anunoby;3;4;9;55;83;81;80;84;73;75;85;75;81;74;76;83;80;25;5;猛龙;5;2;18000000;0;201723;344;0;1;0;0;0;0;0
73;克里斯-布歇;Chris Boucher;4;5;8;60;83;76;71;85;79;73;60;80;71;65;74;78;76;30;5;猛龙;5;3;11750000;0;201700;420;0;2;0;0;0;0;0
74;小加里-特伦特;Gary Trent Jr.;2;3;7;70;78;81;82;80;60;66;76;69;79;73;78;73;76;24;4;猛龙;5;2;18000000;0;201837;1493;0;0;0;0;0;0;0
75;马拉奇-弗林;Malachi Flynn;2;1;6;69;75;72;76;75;51;69;78;65;73;67;72;70;71;24;2;猛龙;5;2;3200000;0;202029;975;0;0;0;0;0;0;0
76;赛迪斯-杨;Thaddeus Young;4;3;8;64;82;72;72;83;60;80;72;74;71;66;73;76;75;34;15;猛龙;5;2;8500000;0;200712;729;0;0;0;0;0;0;0
77;斯科蒂-巴恩斯;Scottie Barnes;3;4;9;75;79;70;69;80;77;76;77;75;62;64;72;81;77;21;1;猛龙;5;3;9000000;0;202104;182;0;0;0;0;0;0;0
78;达拉诺-班顿;Dalano Banton;1;0;6;75;71;65;70;76;68;70;66;64;68;60;70;70;70;20;1;猛龙;5;2;1700000;0;202146;835;0;0;0;0;0;0;0
79;大卫-约翰逊;David Johnson;1;2;6;71;72;72;76;70;55;65;72;63;74;65;72;66;69;21;1;猛龙;5;2;1650000;0;202147;2262;0;0;0;0;0;0;0
80;普雷舍斯-阿丘瓦;Precious Achiuwa;5;4;7;65;82;76;70;79;78;81;45;70;73;66;75;76;76;22;2;猛龙;5;2;3300000;0;202020;767;0;0;0;0;0;0;0
81;雅各布-珀尔特尔;Jakob Poeltl;5;4;8;50;77;50;64;80;88;87;65;72;34;43;56;87;72;27;6;猛龙;5;1;8100000;0;201609;650;0;0;0;0;0;0;0
82;乔-维斯坎普;Joe Wieskamp;2;3;6;60;70;85;70;70;55;50;60;63;84;53;70;56;63;22;1;猛龙;5;1;53176;0;202141;2203;0;0;0;0;0;0;0
83;克里斯蒂安-科洛科;Christian Koloko;5;0;6;58;74;53;71;70;68;70;64;64;45;65;61;68;65;22;0;猛龙;5;3;1780000;0;202233;1138;0;0;0;0;0;0;0
84;小罗恩-哈珀;Ron Harper Jr.;4;3;6;59;72;68;60;76;68;72;66;65;68;37;61;72;66;22;0;猛龙;5;1;53176;0;202200;1022;0;0;0;0;0;0;0
85;扎克-拉文;Zach LaVine;2;3;10;82;84;88;85;90;66;71;73;87;88;84;90;78;85;27;8;公牛;6;5;43000000;0;201413;119;0;0;0;0;0;0;0
86;尼古拉-武切维奇;Nikola Vucevic;5;0;9;70;83;80;76;82;67;89;71;84;78;79;84;81;82;32;11;公牛;6;1;26000000;0;201116;322;0;0;0;0;0;0;0
87;德马尔-德罗赞;DeMar DeRozan;3;2;10;78;91;75;94;85;65;74;76;89;75;93;90;78;85;33;13;公牛;6;2;27300000;0;200909;98;0;0;0;0;0;2;1
88;朗佐-鲍尔;Lonzo Ball;1;2;9;84;72;83;71;76;70;81;83;72;84;65;81;82;82;25;5;公牛;6;3;21250000;0;201702;191;0;0;0;0;0;0;1
89;帕特里克-贝弗利;Patrick Beverly;1;2;8;74;71;74;68;86;60;75;83;68;78;67;73;82;77;34;13;公牛;6;1;2300000;0;200942;382;0;0;0;0;0;0;0
90;科比-怀特;Coby White;1;2;7;75;76;74;75;80;56;62;77;76;80;69;78;72;75;22;3;公牛;6;1;6500000;0;201907;508;0;0;0;0;0;0;0
91;亚历克斯-卡鲁索;Alex Caruso;2;1;8;78;78;76;72;80;79;68;87;71;77;66;76;83;79;28;5;公牛;6;3;9250000;0;201600;1108;0;1;0;0;0;0;0
92;阿约-多桑姆;Ayo Dosunmu;2;3;8;71;82;77;81;78;60;64;67;67;77;73;77;68;73;22;1;公牛;6;2;2100000;0;202138;951;0;0;0;0;0;0;0
93;安德烈-德拉蒙德;Andre Drummond;5;4;9;53;81;51;70;79;75;90;56;76;42;63;63;81;72;29;10;公牛;6;2;3300000;0;201209;206;0;0;0;0;0;0;1
94;贾文特-格林;Javonte Green;2;3;6;59;74;72;75;76;60;71;70;65;73;64;67;70;69;29;3;公牛;6;1;590000;0;201900;993;0;0;0;0;0;0;0
95;小德里克-琼斯;Derrick Jones Jr.;3;4;7;50;77;66;74;90;68;74;75;72;66;62;65;80;73;25;6;公牛;6;2;3300000;0;201600;657;0;0;0;0;0;0;0
96;帕特里克-威廉姆斯;Patrick Williams;4;3;8;65;76;78;72;81;65;70;83;69;76;66;74;76;75;21;2;公牛;6;2;7500000;0;202004;711;0;0;0;0;0;0;0
97;马尔科-西蒙诺维奇;Marko Simonovic;4;5;6;58;71;68;72;65;71;70;55;62;68;64;65;65;65;23;2;公牛;6;1;2180000;0;202044;1566;0;0;0;0;0;0;0
98;泰瑞-泰勒;Terry Taylor ;3;4;6;61;78;70;76;76;62;73;60;66;70;67;69;68;69;23;1;公牛;6;1;53176;0;202100;1484;0;0;0;0;0;0;0
99;达伦-特里;Dalen Terry;2;1;8;62;77;69;73;79;64;67;70;72;71;63;68;71;70;19;0;公牛;6;4;5500000;0;202218;697;0;0;0;0;0;0;0
100;卡利克-琼斯;Carlik Jones;1;0;6;78;63;72;69;68;60;64;69;61;74;60;71;65;68;25;1;公牛;6;1;53176;0;202200;1833;2020-21赛季ACC第一阵容/2020-21ACC年度新秀/2019-20赛季NCAA一级分区唯一的场均20+5+5球员/两届大南联盟第一阵容/2017-18赛季大南联盟年度新秀;0;0;0;0;0;0
101;贾斯汀-刘易斯;Justin Lewis;4;0;6;57;72;70;65;69;65;73;70;63;69;57;64;69;66;20;0;公牛;6;1;53176;0;202200;1879;贾斯汀-刘易斯是一位臂展不错、能力全面的前锋， 他身高臂长，力量很足，具备不错的投篮能力，无论是三分线外还是中远投抑或是篮下进攻能力都具备，防守端也有着不错的篮板球和协防能力，是一个攻防两端都相对比较全面的球员。;0;0;0;0;0;0
102;多诺万-米切尔;Donovan Mitchell;2;1;10;81;89;92;84;89;71;70;76;88;91;82;92;80;87;26;5;骑士;7;3;32600000;0;201713;131;0;0;0;0;0;0;0
103;卡里斯-勒韦尔;Caris LeVert;3;2;7;70;80;83;82;82;58;64;68;82;82;74;81;68;76;28;6;骑士;7;1;18150000;0;201620;576;0;0;0;0;0;0;0
104;丹尼-格林;Danny Green;2;3;8;65;70;83;76;78;58;68;68;72;80;76;75;69;72;35;13;骑士;7;1;1800000;0;200946;221;0;3;0;0;0;0;0
105;里基-卢比奥;Ricky Rubio;1;2;8;81;76;70;79;76;45;73;71;71;73;71;78;68;74;32;11;骑士;7;3;6200000;0;200905;262;0;0;0;0;0;0;0
106;达里厄斯-加兰;Darius Garland;1;2;9;87;81;84;83;83;55;71;75;82;86;81;90;74;83;23;3;骑士;7;6;38600000;0;201905;234;0;0;0;0;0;0;0
107;切迪-奥斯曼;Cedi Osman;3;2;7;72;79;78;72;82;62;72;64;70;77;66;75;71;74;27;5;骑士;7;2;8840000;0;201531;359;0;0;0;0;0;0;0
108;艾萨克-奥科罗;Isaac Okoro;2;3;8;67;76;78;71;81;71;67;83;69;78;62;72;79;75;21;2;骑士;7;2;6400000;0;202005;810;0;0;0;0;0;0;0
109;埃文-莫布里;Evan Mobley;4;5;10;69;84;71;75;83;81;80;66;81;70;66;77;82;80;21;1;骑士;7;3;9500000;0;202103;624;0;0;0;0;0;0;0
110;迪恩-韦德;Dean Wade;3;4;6;60;78;72;76;71;71;76;60;65;72;67;70;70;71;26;3;骑士;7;1;1800000;0;201900;1540;0;0;0;0;0;0;0
111;罗宾-洛佩斯;Robin Lopez;5;0;7;58;85;50;79;81;75;86;45;71;30;73;66;78;72;34;14;骑士;7;1;3000000;0;200815;599;0;0;0;0;0;0;0
112;贾勒特-阿伦;Jarrett Allen;5;4;9;52;87;60;70;87;85;88;59;80;53;64;69;88;79;24;5;骑士;7;4;20000000;0;201722;342;0;0;0;0;0;0;0
113;萨姆-梅里尔;Sam Merrill;2;0;6;64;78;79;78;72;50;64;60;65;79;68;74;60;67;26;2;骑士;7;3;1050000;0;202060;2028;0;0;0;0;0;0;0
114;劳尔-内托;Raul Neto;1;0;6;70;73;79;79;77;45;65;67;65;80;68;76;64;71;30;7;骑士;7;1;3000000;0;201347;1356;0;0;0;0;0;0;0
115;迪伦-温德勒;Dylan Windler;3;2;6;62;74;70;68;76;52;68;64;65;70;55;65;64;66;26;3;骑士;7;1;2130000;0;201926;1547;0;0;0;0;0;0;0
116;拉马尔-斯蒂文斯;Lamar Stevens;3;4;6;65;73;69;75;70;55;60;60;64;70;67;69;59;65;25;2;骑士;7;2;1750000;0;202000;1458;0;0;0;0;0;0;0
117;以赛亚-莫布里;Isaiah Mobley;4;0;7;56;74;63;69;71;60;68;59;64;61;58;63;64;63;23;0;骑士;7;2;1550000;0;202249;1323;0;0;0;0;0;0;0
118;凯德-康宁汉姆;Cade Cunningham;1;2;10;85;80;79;85;80;65;73;80;81;82;85;88;79;84;21;1;活塞;8;3;10500000;0;202101;117;0;0;0;0;0;0;0
119;哈米杜-迪亚洛;Hamidou Diallo;2;1;7;71;78;68;74;80;66;70;79;77;70;71;72;77;74;24;4;活塞;8;1;5200000;0;201845;937;0;0;0;0;0;0;0
120;博扬-博格达诺维奇;Bojan Bogdanovic;3;4;9;62;78;87;84;81;50;73;75;75;87;81;80;71;77;33;8;活塞;8;3;17850000;0;201131;198;0;0;0;0;0;0;0
121;亚历克-伯克斯;Alec Burks;1;2;7;63;80;81;82;83;51;69;73;71;81;72;77;72;75;31;11;活塞;8;2;10000000;0;201112;398;0;0;0;0;0;0;0
122;科里-约瑟夫;Cory Joseph;1;2;7;73;79;75;77;83;45;65;64;70;77;68;77;65;71;31;11;活塞;8;1;5000000;0;201129;1620;0;0;0;0;0;0;0
123;马文-巴格利;Marvin Bagley;4;5;8;57;78;72;77;81;77;77;56;73;71;69;72;76;74;23;4;活塞;8;3;12000000;0;201802;183;0;0;0;0;0;0;0
124;RJ-汉普顿;R.J. Hampton;2;3;7;59;70;70;78;78;62;70;76;69;72;66;67;74;70;21;2;活塞;8;2;2190000;0;202024;495;0;0;0;0;0;0;0
125;詹姆斯-怀斯曼;James Wiseman;5;0;8;54;75;70;76;84;78;70;57;75;68;68;71;76;74;22;2;活塞;8;2;8500000;0;202002;506;0;1;0;0;0;0;0
126;基利安-海斯;Killian Hayes;2;1;7;76;76;74;79;69;51;49;70;66;75;72;76;58;68;21;2;活塞;8;2;6000000;0;202007;494;0;0;0;0;0;0;0
127;以赛亚-里维尔斯;Isaiah Livers;3;4;6;59;77;78;82;75;60;70;61;65;77;72;73;66;71;23;1;活塞;8;2;1900000;0;202142;1219;0;0;0;0;0;0;0
128;尤金-奥莫鲁伊;Eugene Omoruyi;3;4;6;66;72;68;74;74;54;64;59;64;69;66;68;61;65;25;1;活塞;8;1;970000;0;202100;817;0;0;0;0;0;0;0
129;以赛亚-斯图尔特;Isaiah Stewart;5;0;8;57;79;70;70;86;83;81;55;74;68;64;71;83;77;21;2;活塞;8;2;3700000;0;202016;684;0;0;0;0;0;0;0
130;罗德尼-麦格鲁德;Rodney McGruder;2;3;6;54;72;76;70;76;51;60;59;65;77;50;65;60;63;31;6;活塞;8;1;2200000;0;201300;1278;0;0;0;0;0;0;0
131;贾登-艾维;Jaden Ivey;2;0;9;73;79;75;77;81;62;65;67;76;76;69;76;70;73;20;0;活塞;8;4;8750000;0;202205;175;0;0;0;0;0;0;0
132;杰伦-杜伦;Jalen Duren;5;4;8;55;77;50;62;81;80;83;60;74;41;41;57;82;70;18;0;活塞;8;4;6750000;0;202213;448;0;0;0;0;0;0;0
133;巴迪-伯海姆;Buddy Boeheim;3;0;6;63;66;71;60;70;69;69;70;62;71;36;59;70;65;22;0;活塞;8;1;53176;0;202200;862;0;0;0;0;0;0;0
134;贾里德-罗登;Jared Rhoden;1;2;6;73;65;70;64;62;58;61;71;57;72;68;68;63;66;23;0;活塞;8;1;53176;0;202200;1239;0;0;0;0;0;0;0
135;乔治-希尔;George Hill;1;2;7;73;71;71;79;78;50;67;72;69;75;75;75;69;72;36;14;步行者;9;1;4000000;0;200826;326;0;0;0;0;0;0;0
136;巴迪-希尔德;Buddy Hield;2;3;8;65;79;89;80;78;60;70;73;75;90;76;81;72;77;30;6;步行者;9;2;24430000;0;201606;720;0;0;0;0;0;0;0
137;阿隆-内史密斯;Aaron Nesmith;2;3;7;51;79;84;78;79;70;67;70;69;83;65;72;73;72;22;2;步行者;9;2;3900000;0;202014;1353;0;0;0;0;0;0;0
138;TJ-麦康奈尔;T.J. McConnell;1;0;6;77;75;79;78;77;45;71;69;65;80;69;79;67;74;30;7;步行者;9;3;8750000;0;201500;609;0;0;0;0;0;0;0
139;泰雷斯-哈利伯顿;Tyrese Haliburton;1;0;10;97;81;87;87;80;55;73;80;85;82;74;94;76;86;22;2;步行者;9;2;4250000;0;202012;226;0;0;0;0;0;0;0
140;克里斯-杜阿尔特;Chris Duarte;2;3;8;68;84;83;78;70;60;64;78;68;80;70;77;69;74;25;1;步行者;9;3;6750000;0;202113;942;0;0;0;0;0;0;0
141;迈尔斯-特纳;Myles Turner;5;0;9;50;87;75;70;84;87;85;61;83;75;69;75;87;81;26;7;步行者;9;3;17000000;0;201511;307;0;0;0;0;0;0;0
142;丹尼尔-泰斯;Daniel Theis;4;5;7;57;82;69;81;74;67;76;56;69;68;73;72;69;71;30;8;步行者;9;3;9000000;0;201300;691;0;0;0;0;0;0;0
143;奥谢-布里塞特;Oshae Brissett;3;2;6;55;72;68;71;71;71;70;66;64;69;59;63;70;67;24;3;步行者;9;1;1800000;0;201900;897;0;0;0;0;0;0;0
