No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
0053;丹-加祖里奇;Dan Gadzuric;5;4;5;60;67;58;64;70;68;70;59;60;58;58;60;67;64;33;9;尼克斯;3;2;2345275;0;200234;1885;0;0;0;0;0;0;0
0054;安德烈-伊戈达拉;Andre Iguodala;2;3;9;80;81;77;73;86;76;78;89;77;80;66;79;87;83;27;7;76人;4;4;11247686;0;200409;332;0;0;0;0;0;0;0
0055;路易斯-威廉姆斯;Lou Williams;1;2;8;78;76;82;78;80;68;71;71;72;83;69;81;75;78;25;6;76人;4;4;8286646;0;200545;313;0;0;0;0;0;0;0
0056;朱-霍乐迪;Jrue Holiday;1;2;9;78;74;75;79;83;76;75;81;76;81;70;80;83;81;21;2;76人;4;4;8867996;0;200917;111;0;0;0;0;0;0;0
0057;赛迪斯-杨;Thaddeus Young;4;0;8;70;79;75;78;79;78;75;73;72;73;73;77;79;78;23;4;76人;4;4;8115917;0;200712;729;0;0;0;0;0;0;0
0058;埃尔顿-布兰德;Elton Brand;4;5;9;65;81;62;75;79;79;79;73;76;63;74;73;81;77;32;12;76人;4;4;10042934;0;199901;95;0;0;0;0;0;1;0
0059;约迪-米克斯;Jodie Meeks;2;0;7;69;67;78;79;75;64;65;68;66;78;69;73;68;71;24;2;76人;4;3;4501926;0;200941;1313;0;0;0;0;0;0;0
0060;埃文-特纳;Evan Turner;2;3;8;70;75;76;79;78;67;73;70;71;77;70;75;74;74;23;1;76人;4;3;6922110;0;201002;306;0;0;0;0;0;0;0
0061;斯宾塞-霍伊斯;Spencer Hawes;5;4;7;71;77;73;71;79;78;77;67;69;70;68;74;79;76;23;4;76人;4;4;9238305;0;200710;521;0;0;0;0;0;0;0
0062;尼古拉-武切维奇;Nikola Vucevic;5;0;9;68;80;70;77;76;66;75;61;73;73;73;77;71;74;21;0;76人;4;3;4822149;0;201116;322;0;0;0;0;0;0;0
0063;拉沃伊-艾伦;Lavoy Allen;4;5;5;61;70;61;67;75;71;73;67;62;62;69;63;73;68;22;0;76人;4;3;4301240;0;201150;786;0;0;0;0;0;0;0
0064;克雷格-布莱金斯;Craig Brackins;4;0;5;65;73;63;70;72;67;68;63;62;63;64;66;68;67;21;1;76人;4;2;2282970;0;201021;877;0;0;0;0;0;0;0
0065;弗朗西斯科-埃尔森;Francisco Elson;5;0;6;60;72;59;73;73;65;70;61;64;59;67;65;68;66;35;12;76人;4;2;1765323;0;199941;775;0;1;0;0;0;0;0
0066;安德烈斯-诺西奥尼;Andrés Nocioni;3;4;6;58;63;72;73;70;61;68;63;62;72;62;64;64;65;32;7;76人;4;2;2256324;0;200400;1372;0;0;0;0;0;0;0
0067;泽维尔-希拉斯;Xavier Silas;2;0;5;67;69;66;70;67;60;67;65;60;68;61;64;64;64;23;0;76人;4;3;3110064;0;201100;3074;0;0;0;0;0;0;0
0068;托尼-巴蒂;Tony Battie;5;4;6;69;71;63;69;71;63;72;66;63;62;65;67;68;67;35;14;76人;4;2;3030758;0;199705;823;0;0;0;0;0;0;0
0069;安德里亚-巴尼亚尼;Andrea Bargnani;5;4;9;73;78;83;81;80;70;83;66;75;78;78;82;78;80;26;5;猛龙;5;4;10522963;0;200601;185;0;0;0;0;0;0;0
0070;德马尔-德罗赞;DeMar DeRozan;2;3;9;71;82;68;85;86;70;72;71;80;65;81;76;77;77;22;2;猛龙;5;4;7760760;0;200909;98;0;0;0;0;0;0;0
0071;詹姆斯-约翰逊;James Johnson;4;5;7;68;76;71;76;77;73;76;68;68;70;70;73;76;74;24;2;猛龙;5;4;7637187;0;200916;1618;0;0;0;0;0;0;0
0072;何塞-卡尔德隆;Jose Calderon;1;2;8;84;73;82;80;80;63;71;78;71;83;72;84;77;80;30;6;猛龙;5;4;9745514;0;200500;243;0;0;0;0;0;0;0
0073;莱昂德罗-巴博萨;Leandro Barbosa;2;1;8;77;79;71;76;78;65;70;71;72;72;69;75;72;74;29;8;猛龙;5;3;4867710;0;200328;362;0;0;0;0;0;0;0
0074;加里-福布斯;Gary Forbes;2;3;7;67;73;75;70;72;63;72;69;66;76;61;70;70;70;26;1;猛龙;5;3;3894060;0;201000;3079;0;0;0;0;0;0;0
0075;杰里-贝勒斯;Jerryd Bayless;1;2;7;74;71;79;70;72;64;71;73;66;80;61;75;72;73;23;3;猛龙;5;3;6784059;0;200811;193;0;0;0;0;0;0;0
0076;埃德-戴维斯;Ed Davis;4;5;7;69;80;61;68;76;78;79;64;69;62;64;69;77;73;22;1;猛龙;5;3;6273759;0;201013;428;0;0;0;0;0;0;0
0077;利纳斯-克雷扎;Linas Kleiza;3;4;6;68;73;76;73;75;61;72;64;65;75;66;71;68;71;26;6;猛龙;5;3;5306248;0;200527;1152;0;0;0;0;0;0;0
0078;阿米尔-约翰逊;Amir Johnson;4;5;7;70;81;62;76;78;78;77;67;70;63;71;73;78;76;24;6;猛龙;5;3;6558964;0;200556;1604;0;0;0;0;0;0;0
0079;阿兰-安德森;Alan Anderson;3;2;6;69;68;76;74;73;63;65;67;63;75;66;71;67;70;29;6;猛龙;5;3;4566537;0;200500;3086;0;0;0;0;0;0;0
0080;阿隆-格雷;Aaron Gray;5;0;7;61;72;65;73;75;63;71;60;67;64;67;67;68;68;27;4;猛龙;5;3;4321125;0;200749;1809;0;0;0;0;0;0;0
0081;所罗门-阿拉比;Solomon Alabi;5;0;6;59;75;60;76;68;68;67;63;64;60;69;67;66;66;23;1;猛龙;5;3;3601435;0;201050;759;0;0;0;0;0;0;0
0082;拉素尔-巴特勒;Rasual Butler;3;2;5;67;73;72;75;74;64;65;72;62;72;67;70;69;70;32;9;猛龙;5;2;2844320;0;200253;1697;0;0;0;0;0;0;0
0083;安东尼-卡特;Anthony Carter;1;2;5;72;72;64;71;69;63;64;70;61;67;61;68;67;67;36;12;猛龙;5;2;2943037;0;199900;2894;0;0;0;0;0;0;0
0084;贾马尔-马格洛伊尔;Jamaal Magloire;5;0;5;57;70;57;63;73;70;67;68;61;58;57;59;70;65;33;11;猛龙;5;2;2604852;0;200019;1255;0;0;0;0;0;0;0
0085;洛尔-邓;Luol Deng;3;4;8;64;85;80;82;86;68;75;77;80;79;74;79;80;81;26;7;公牛;6;4;10537311;0;200407;437;0;0;0;0;0;0;0
0086;德里克-罗斯;Derrick Rose;1;0;10;86;95;76;85;92;64;63;85;90;77;80;90;82;86;22;3;公牛;6;5;15920079;0;200801;50;0;0;1;0;0;0;0
0087;罗尼-布鲁尔;Ronnie Brewer;2;3;7;63;78;68;73;80;64;70;83;69;70;63;68;78;72;26;5;公牛;6;3;5138773;0;200614;898;0;0;0;0;0;0;0
0088;乔金-诺阿;Joakim Noah;5;0;8;58;88;51;65;95;86;88;60;80;53;61;67;91;80;26;4;公牛;6;4;11380925;0;200709;287;0;0;0;0;0;0;0
0089;卡洛斯-布泽尔;Carlos Boozer;4;5;8;63;87;56;84;91;73;87;65;81;58;78;74;84;80;30;9;公牛;6;4;10728133;0;200235;203;0;0;0;0;0;0;1
0090;凯尔-科沃尔;Kyle Korver;2;3;7;62;73;90;87;78;57;63;60;68;89;74;79;64;72;30;8;公牛;6;3;4971726;0;200351;249;0;0;0;0;0;0;0
0091;CJ-沃特森;C.J. Watson;1;0;6;75;67;81;75;76;60;61;70;64;82;65;76;68;72;26;4;公牛;6;3;6262852;0;200700;3025;0;0;0;0;0;0;0
0092;泰-吉布森;Taj Gibson;4;5;7;57;73;52;77;84;78;76;58;69;54;68;63;78;71;27;2;公牛;6;3;6334684;0;200926;522;0;0;0;0;0;0;0
0093;约翰-卢卡斯;John Lucas III;1;0;6;67;74;71;68;72;58;60;68;64;74;58;69;64;67;29;6;公牛;6;3;4537570;0;200500;3034;0;0;0;0;0;0;0
0094;欧米尔-阿西克;Omer Asik;5;0;6;58;82;53;54;80;71;86;59;68;54;50;61;78;70;25;1;公牛;6;3;4503956;0;200836;771;0;0;0;0;0;0;0
0095;吉米-巴特勒;Jimmy Butler;2;3;9;60;73;75;85;79;65;70;79;73;76;72;73;76;74;22;0;公牛;6;2;2709073;0;201130;89;0;0;0;0;0;0;0
0096;理查德-汉密尔顿;Richard Hamilton;2;3;8;68;80;74;88;80;61;65;75;75;78;85;79;72;76;33;12;公牛;6;3;5940479;0;199907;107;0;1;0;0;0;0;0
0097;布莱恩-斯卡拉布莱恩;Brian Scalabrine;4;5;6;57;76;53;70;78;70;73;53;66;55;62;61;70;66;33;10;公牛;6;2;2307233;0;200135;1459;0;1;0;0;0;0;0
0098;迈克-詹姆斯;Michael Perry James;1;0;6;62;67;65;66;73;62;60;68;63;68;54;62;66;64;22;9;公牛;6;3;3893557;0;200100;1632;0;1;0;0;0;0;0
0099;阿隆佐-基;Alonzo Gee;2;3;6;62;76;68;74;80;62;68;75;66;70;64;67;73;70;24;2;骑士;7;3;6938441;0;200900;1070;0;0;0;0;0;0;0
0100;拉蒙-塞申斯;Ramon Sessions;1;2;7;72;71;65;78;75;60;64;68;67;68;67;71;67;69;25;4;骑士;7;4;8838174;0;200756;2113;0;0;0;0;0;0;0
0101;凯里-欧文;Kyrie Irving;1;2;10;78;78;80;83;79;57;62;74;76;79;78;82;70;77;19;0;骑士;7;4;12003533;0;201101;136;0;0;0;0;0;0;0
0102;安托万-贾米森;Antawn Jamison;4;3;9;57;85;72;80;86;61;73;68;79;71;72;75;74;74;35;13;骑士;7;4;10611486;0;199804;236;0;0;0;0;0;0;0
0103;欧米-卡斯比;Omri Casspi;3;4;7;57;76;72;70;78;64;69;65;68;72;61;66;69;69;23;2;骑士;7;3;4607771;0;200923;537;0;0;0;0;0;0;0
0104;莱斯特-哈德森;Lester Hudson;1;2;6;65;72;65;68;72;57;59;63;64;68;57;65;62;64;27;2;骑士;7;2;2186193;0;200958;1822;0;0;0;0;0;0;0
0105;丹尼尔-吉布森;Daniel Gibson;1;2;6;61;68;82;74;76;54;58;60;64;83;61;71;61;66;25;5;骑士;7;3;5187027;0;200642;1076;0;0;0;0;0;0;0
0106;安东尼-帕克;Anthony Parker;2;3;6;63;71;80;73;78;53;52;73;65;80;63;71;64;68;36;14;骑士;7;3;4712139;0;199721;2067;0;0;0;0;0;0;0
0107;特里斯坦-汤普森;Tristan Thompson;4;5;7;58;75;52;60;80;71;78;53;69;54;53;59;73;66;20;0;骑士;7;3;6342805;0;201104;695;0;0;0;0;0;0;0
0108;曼尼-哈里斯;Manny Harris;2;0;6;66;71;69;67;72;63;61;67;64;71;58;65;65;65;23;1;骑士;7;3;4210721;0;201000;3057;0;0;0;0;0;0;0
0109;萨马尔多-萨谬尔斯;Samardo Samuels;5;4;6;54;76;59;54;76;70;71;57;65;59;49;59;70;65;22;1;骑士;7;3;3903716;0;201000;3058;0;0;0;0;0;0;0
0110;本-尤佐;Ben Uzoh;1;0;6;70;69;71;65;71;63;58;67;63;74;55;68;64;66;23;1;骑士;7;3;5309192;0;201000;3059;0;0;0;0;0;0;0
0111;赛米-艾尔登;Semih Erden;5;0;6;58;73;55;55;78;67;70;63;65;56;50;58;71;65;25;3;骑士;7;3;3088860;0;200860;1661;0;0;0;0;0;0;0
0112;卢克-哈兰高迪;Luke Harangody;4;0;6;60;66;58;62;77;67;65;56;64;59;55;59;67;63;24;1;骑士;7;2;3086043;0;201052;1006;0;0;0;0;0;0;0
0113;克里斯蒂安-艾恩加;Christian Eyenga;3;0;6;65;75;64;66;70;64;67;63;64;65;59;64;65;66;23;2;骑士;7;2;1097520;0;200930;1660;0;0;0;0;0;0;0
0114;迈切尔-汤普森;Mychel Thompson;2;0;6;69;70;67;63;68;65;65;67;63;69;55;64;66;65;23;0;骑士;7;2;2501698;0;201100;3060;0;0;0;0;0;0;0
0115;DJ-肯尼迪;D.J. Kennedy;3;0;6;66;73;61;60;73;67;68;64;64;63;53;61;68;65;22;0;骑士;7;3;3636884;0;201100;3061;0;0;0;0;0;0;0
0116;莱恩-霍林斯;Ryan Hollins;5;4;6;57;78;55;53;75;66;73;59;66;56;48;59;70;65;27;5;骑士;7;2;2511486;0;200650;1068;0;0;0;0;0;0;0
0117;安德森-瓦莱乔;Anderson Varejão;5;4;8;56;80;53;67;83;75;81;70;74;54;61;64;79;72;29;7;骑士;7;4;11394933;0;200430;701;0;0;0;0;0;0;0
0118;格雷格-门罗;Greg Monroe;5;4;9;66;88;61;77;88;79;87;60;81;61;76;77;85;81;21;1;活塞;8;4;12725005;0;201007;275;0;0;0;0;0;0;0
0119;罗德尼-斯塔基;Rodney Stuckey;1;2;8;80;79;75;78;78;63;71;78;72;77;70;80;76;78;25;4;活塞;8;4;7895725;0;200715;679;0;0;0;0;0;0;0
0120;泰肖恩-普林斯;Tayshaun Prince;3;0;9;72;77;70;81;79;76;74;77;74;70;74;76;79;78;31;9;活塞;8;3;7450090;0;200223;290;0;1;0;0;0;0;0
0121;约纳斯-杰雷布科;Jonas Jerebko;4;0;7;64;75;79;80;75;69;75;73;68;77;73;76;74;75;24;2;活塞;8;3;5575296;0;200939;1098;0;0;0;0;0;0;0
0122;本-戈登;Ben Gordon;2;0;8;75;76;81;82;78;61;67;70;71;81;74;80;70;75;28;7;活塞;8;3;6170868;0;200403;472;0;0;0;0;0;0;0
0123;奥斯汀-达耶;Austin Daye;3;0;6;65;71;73;75;73;66;70;69;64;73;66;70;70;71;23;2;活塞;8;3;3773609;0;200915;909;0;0;0;0;0;0;0
0124;杰森-马克希尔;Jason Maxiell;4;5;7;62;79;63;78;84;77;79;69;71;63;71;70;81;76;28;6;活塞;8;3;5107459;0;200526;2003;0;0;0;0;0;0;0
0125;查理-维兰纽瓦;Charlie Villanueva;4;0;7;61;71;75;76;77;72;72;67;67;73;68;70;74;72;26;6;活塞;8;3;4918538;0;200507;2202;0;0;0;0;0;0;0
0126;本-华莱士;Ben Wallace;5;4;8;65;74;61;70;80;77;78;73;71;61;65;68;81;75;36;15;活塞;8;3;3751917;0;199600;108;0;1;0;0;0;3;2
0127;威尔-拜纳姆;Will Bynum;1;2;6;76;71;72;75;70;63;65;71;63;74;66;73;68;71;28;6;活塞;8;3;3774797;0;200500;2874;0;0;0;0;0;0;0
0128;沃农-麦克林;Vernon Macklin;5;0;5;60;70;57;66;73;70;71;62;61;58;60;61;70;66;25;0;活塞;8;2;2582821;0;201152;1291;0;0;0;0;0;0;0
0129;达米恩-威尔金斯;Damien Wilkins;3;2;6;68;73;67;74;70;65;68;68;64;68;66;68;67;69;31;7;活塞;8;2;2975615;0;200400;3036;0;0;0;0;0;0;0
0130;沃克-拉塞尔;Walker Russell Sr.;1;0;5;75;67;70;69;70;57;60;61;60;73;60;70;60;66;29;0;活塞;8;2;3031376;0;201100;2461;0;0;0;0;0;0;0
0131;布兰顿-奈特;Brandon Knight;1;2;8;73;78;72;75;79;63;67;73;75;80;67;76;73;75;19;0;活塞;8;3;7079992;0;201108;284;0;0;0;0;0;0;0
0132;丹尼-格兰杰;Danny Granger;3;0;9;75;77;81;85;83;71;75;76;76;80;79;82;79;82;28;6;步行者;9;4;10728668;0;200517;219;0;0;0;0;0;0;0
0133;保罗-乔治;Paul George;2;3;10;65;75;76;79;84;70;72;80;78;77;70;75;80;77;21;1;步行者;9;4;9036848;0;201010;139;0;0;0;0;0;0;0
0134;泰勒-汉斯布鲁;Tyler Hansbrough;4;0;7;63;79;67;73;78;70;73;64;69;67;67;71;73;72;26;2;步行者;9;3;5438381;0;200913;1038;0;0;0;0;0;0;0
0135;罗伊-希伯特;Roy Hibbert;5;0;9;64;77;50;65;87;90;87;68;78;66;69;68;87;78;25;3;步行者;9;4;11779076;0;200817;324;0;0;0;0;0;0;0
0136;乔治-希尔;George Hill;1;2;9;81;77;79;80;80;69;76;75;75;80;72;82;78;80;25;3;步行者;9;3;6317922;0;200826;326;0;0;0;0;0;0;0
0137;大卫-韦斯特;David West;4;5;9;68;87;70;77;84;71;79;70;74;69;71;77;76;77;31;8;步行者;9;4;9221718;0;200318;315;0;0;0;0;0;0;0
0138;达伦-科里森;Darren Collison;1;0;8;79;75;78;77;76;68;70;74;70;80;69;80;74;77;24;2;步行者;9;3;7143971;0;200921;544;0;0;0;0;0;0;0
0139;AJ-普莱斯;A.J. Price;1;2;6;70;64;75;72;70;63;67;66;62;77;61;70;66;68;25;2;步行者;9;3;3447209;0;200952;2085;0;0;0;0;0;0;0
0140;兰斯-斯蒂芬森;Lance Stephenson;2;3;8;68;77;76;78;83;69;71;78;71;77;69;74;79;76;21;1;步行者;9;2;2692611;0;201040;675;0;0;0;0;0;0;0
0141;邓台-琼斯;Dahntay Jones;3;2;7;63;68;70;72;75;70;68;78;66;70;63;67;74;71;31;8;步行者;9;3;3588768;0;200320;1412;0;0;0;0;0;0;0
0142;路易斯-阿蒙德森;Lou Amundson;4;0;6;61;70;63;71;73;70;73;65;64;63;63;64;71;68;29;5;步行者;9;3;3768413;0;200620;3038;0;0;0;0;0;0;0
0143;凯莱洛-费申科;Kyrylo Fesenko;5;0;6;70;71;61;69;74;63;76;70;64;61;65;67;71;69;25;4;步行者;9;3;3397005;0;200738;968;0;0;0;0;0;0;0
0144;杰夫-艾尔斯;Jeff Ayres;4;5;6;66;74;63;63;70;67;70;65;64;63;58;65;68;66;24;2;步行者;9;2;2524230;0;200931;782;0;0;0;0;0;0;0
