﻿No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
15;小罗恩-哈珀;Ron Harper Jr.;3;2;6;60;65;64;62;70;64;68;58;65;62;62;60;64;63;25;3;凯尔特人;1;1;676435;202200;1022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;马克斯-舒尔加;Max Shulga;2;1;6;65;60;68;62;70;58;63;63;60;70;65;62;62;62;23;0;凯尔特人;1;1;636435;202557;3315;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;阿马里-威廉姆斯;Amari Williams;5;4;6;58;66;50;55;73;63;65;55;65;50;64;56;64;60;23;0;凯尔特人;1;2;636435;202546;3304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;小迈克尔-波特;Michael Porter Jr.;3;4;8;71;83;91;86;85;68;80;69;82;91;86;88;78;84;27;7;篮网;2;2;35859950;201814;396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
19;尼古拉斯-克拉克斯顿;Nicolas Claxton;5;0;8;76;88;60;58;87;85;87;74;84;45;50;71;90;81;26;6;篮网;2;3;27556817;201931;1145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;诺阿-克洛尼;Noah Clowney;5;4;7;66;74;77;78;82;72;74;76;76;80;60;75;78;77;21;2;篮网;2;3;3243933;202321;2917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;卡梅伦-托马斯;Cam Thomas;2;1;8;70;76;84;85;87;57;65;67;82;86;85;83;70;77;23;4;篮网;2;1;5993172;202127;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;特伦斯-曼;Terance Mann;2;3;6;75;75;73;78;81;67;70;80;76;73;69;76;78;77;29;6;篮网;2;3;6772435;201948;1295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;叶戈尔-杰明;Egor Demin;3;2;8;75;72;80;82;74;63;65;72;73;82;71;79;69;75;19;0;篮网;2;4;7835170;202508;3272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;德雷克-鲍威尔;Drake Powell;3;2;7;74;77;75;75;77;65;72;69;75;75;74;77;72;75;20;0;篮网;2;4;4180998;202522;3281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;戴罗恩-夏普;Day'Ron Sharpe;5;0;6;63;83;59;61;83;75;85;62;79;50;50;66;81;74;23;4;篮网;2;2;6000000;202129;1577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;海伍德-海史密斯;Haywood Highsmith;3;4;6;61;70;79;73;78;67;71;76;70;75;70;70;75;74;29;7;篮网;2;1;5200000;201800;1027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;扎伊尔-威廉姆斯;Ziaire Williams;3;4;7;62;72;67;76;81;70;64;76;70;73;71;69;74;73;24;4;篮网;2;2;6250000;202110;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;泰雷斯-马丁;Tyrese Martin;2;3;7;70;70;75;72;77;63;75;75;74;77;61;72;75;73;26;3;篮网;2;1;1575814;202251;1253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;杰伦-威尔森;Jalen Wilson;3;4;7;59;75;72;71;79;68;71;70;72;75;63;68;73;72;25;2;篮网;2;1;1891857;202351;2934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;丹尼-沃尔夫;Danny Wolf;4;5;7;68;74;76;65;77;68;73;65;75;75;65;73;72;72;21;0;篮网;2;4;3596050;202527;3285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;本-萨拉夫;Ben Saraf;1;2;7;78;73;73;62;76;62;62;64;75;75;65;74;66;70;19;0;篮网;2;4;3701704;202526;3284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;诺兰-特拉奥雷;Nolan Traore;1;0;7;73;68;77;66;75;58;63;63;69;76;67;73;64;69;19;0;篮网;2;4;4615970;202519;3279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;EJ-利德尔;E.J. Liddell;3;4;6;60;62;64;62;71;60;63;60;62;63;62;59;62;61;24;3;篮网;2;1;636435;202241;1222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;泰森-艾蒂安;Tyson Etienne;1;2;6;65;59;64;60;70;58;59;60;60;65;62;61;60;60;25;1;篮网;2;1;636435;202200;3258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;杰伦-布伦森;Jalen Brunson;1;2;10;87;88;92;94;91;64;71;74;90;90;92;98;79;90;29;7;尼克斯;3;4;24960001;201833;419;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;卡尔-安东尼-唐斯;Karl-Anthony Towns;5;4;9;67;90;83;83;85;78;91;65;91;85;78;89;86;87;30;10;尼克斯;3;3;49205800;201501;86;0;5;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
37;米卡尔-布里奇斯;Mikal Bridges;2;3;8;78;82;84;84;90;74;72;86;83;83;75;85;86;85;29;7;尼克斯;3;5;34660000;201810;415;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
38;约什-哈特;Josh Hart;3;4;8;81;80;78;78;90;70;83;79;81;80;70;81;85;84;30;8;尼克斯;3;3;18144000;201730;493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;OG-阿奴诺比;OG Anunoby;4;3;8;67;78;82;78;85;82;76;87;80;84;72;80;87;83;28;8;尼克斯;3;4;36637932;201723;344;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
40;米切尔-罗宾逊;Mitchell Robinson;5;0;7;55;82;50;61;80;83;94;70;80;50;58;63;88;77;27;7;尼克斯;3;1;14318182;201836;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;迈尔斯-麦克布莱德;Miles McBride;1;2;7;74;72;84;79;82;62;60;77;73;82;70;80;73;77;24;4;尼克斯;3;2;4710144;202136;1283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;乔丹-克拉克森;Jordan Clarkson;2;1;7;72;75;82;80;82;58;66;72;80;82;80;81;71;76;33;11;尼克斯;3;1;3634153;201446;549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
43;盖尔雄-亚布塞莱;Guerschon Yabusele;4;5;7;58;80;76;72;83;67;77;67;78;75;70;74;76;75;29;3;尼克斯;3;2;6000000;201616;1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;兰德里-沙梅特;Landry Shamet;2;1;7;74;72;81;73;74;62;63;65;67;78;70;75;66;71;28;7;尼克斯;3;1;3080921;201826;1441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;帕科姆-达迪耶;Pacome Dadiet;3;4;7;60;70;68;73;75;69;71;70;68;67;59;65;72;70;19;1;尼克斯;3;4;1808080;202425;3155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;阿里尔-胡克波尔蒂;Ariel Hukporti;5;4;6;57;75;56;57;81;89;68;56;66;57;52;60;79;70;23;1;尼克斯;3;1;1533841;202458;3185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;小凯文-麦卡勒;Kevin McCullar Jr.;2;3;7;63;76;70;69;71;70;72;71;65;72;65;67;72;69;23;1;尼克斯;3;1;676435;202456;3183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;泰勒-科莱克;Tyler Kolek;1;2;6;72;71;73;65;72;59;64;69;67;71;63;70;66;69;23;1;尼克斯;3;3;2087519;202434;3163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;穆罕默德-迪亚瓦拉;Mohamed Diawara;4;3;6;63;65;68;61;70;63;63;63;62;67;60;62;63;63;20;0;尼克斯;3;1;1450000;202551;3309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;托桑-厄沃马;Tosan Evbuomwan;3;4;6;62;62;61;59;71;60;63;61;63;61;60;58;62;61;24;2;尼克斯;3;1;676435;202300;3125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;特雷-杰米森;Trey Jemison;5;0;6;55;70;51;55;73;62;63;52;63;50;55;55;62;59;25;2;尼克斯;3;1;676435;202300;3099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;乔尔-恩比德;Joel Embiid;5;0;10;73;88;74;86;82;86;87;70;88;81;92;89;88;88;31;11;76人;4;5;57874635;201403;100;0;7;0;1;4;0;0;0;0;0;0;2;0;0;3;0;0;0;1;0;0
53;泰雷斯-马克西;Tyrese Maxey;1;2;9;84;85;91;87;88;62;67;77;89;92;87;95;77;87;24;5;76人;4;4;35147000;202021;603;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;保罗-乔治;Paul George;3;4;9;76;76;86;84;82;75;74;84;78;87;85;85;82;85;35;15;76人;4;3;49205800;201010;139;0;9;0;1;0;5;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0
55;昆汀-格莱姆斯;Quentin Grimes;2;3;7;75;84;84;80;84;68;72;80;84;84;72;84;80;82;25;4;76人;4;1;8741209;202125;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;凯利-乌布雷;Kelly Oubre Jr.;3;2;7;62;83;75;77;83;69;75;81;84;76;70;76;80;79;30;10;76人;4;1;7983000;201515;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;VJ-埃奇库姆;VJ Edgecombe;2;1;8;75;76;81;78;84;66;75;74;79;82;76;81;78;79;20;0;76人;4;4;12609551;202503;3261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;安德烈-德拉蒙德;Andre Drummond;5;0;7;55;81;64;52;77;81;93;55;80;65;50;65;83;75;32;13;76人;4;1;5000000;201209;206;0;2;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
59;多米尼克-巴洛;Dominick Barlow;4;5;6;65;78;64;72;79;76;82;70;76;60;63;70;80;75;22;4;76人;4;1;636435;202100;830;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;贾里德-麦凯恩;Jared McCain;2;3;8;74;72;80;80;79;54;63;71;75;79;77;79;68;74;21;1;76人;4;4;4020360;202416;3146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;凯尔-洛瑞;Kyle Lowry;2;1;8;80;70;73;75;77;67;68;76;68;74;65;75;74;74;39;19;76人;4;1;3634153;200624;266;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
62;阿德姆-博纳;Adem Bona;5;0;6;49;80;58;65;82;86;84;65;70;50;45;60;86;74;21;1;76人;4;3;1157153;202441;3170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;特伦登-沃特福特;Trendon Watford;4;5;6;61;77;72;69;79;72;77;66;66;68;64;69;76;73;24;4;76人;4;2;2650000;202100;2218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;贾巴里-沃克;Jabari Walker;4;3;7;63;71;67;63;73;64;70;63;74;72;64;68;67;68;25;3;76人;4;1;636435;202257;2213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;埃里克-戈登;Eric Gordon;2;3;6;71;69;76;73;73;55;63;63;68;71;64;71;62;67;37;17;76人;4;1;3634153;200807;471;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
66;贾斯汀-爱德华兹;Justin Edwards;3;4;6;64;64;69;70;72;62;65;63;68;72;64;66;64;66;21;1;76人;4;1;1339115;202400;3210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;乔奈-布鲁姆;Johni Broome;5;0;6;59;64;54;56;74;63;63;54;66;55;54;56;63;60;23;0;76人;4;4;1993792;202535;3293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;亨特-萨利斯;Hunter Sallis;2;0;6;63;60;64;60;70;58;62;61;61;64;61;59;61;60;22;0;0;0;0;0;202500;3382;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;斯科蒂-巴恩斯;Scottie Barnes;4;3;9;77;84;78;83;87;81;82;83;88;78;80;86;88;87;24;4;猛龙;5;5;35878057;202104;182;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
70;布兰登-英格拉姆;Brandon Ingram;3;4;8;76;81;80;93;82;70;77;74;82;82;95;88;78;84;28;9;猛龙;5;3;39004050;201602;162;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;RJ-巴雷特;RJ Barrett;2;3;8;79;83;79;77;87;67;75;76;88;81;79;84;80;82;25;6;猛龙;5;2;25794643;201903;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;伊曼纽尔-奎克利;Immanuel Quickley;1;2;8;83;78;83;81;81;70;68;77;80;82;80;86;77;82;26;5;猛龙;5;4;32500000;202025;563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;雅各布-珀尔特尔;Jakob Poeltl;5;0;7;56;87;55;72;83;82;89;66;85;43;70;70;87;79;30;9;猛龙;5;5;24700000;201609;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;桑德罗-马穆凯拉什维利;Sandro Mamukelashvili;5;4;7;72;79;80;78;77;71;78;67;77;78;70;81;76;78;24;4;猛龙;5;5;2750000;202154;1262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;科林·默里-博伊尔斯;Collin Murray-Boyles;4;5;7;60;82;73;65;80;74;83;77;75;68;55;70;82;76;20;0;猛龙;5;5;7205691;202509;3273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;格雷迪-迪克;Gradey Dick;2;3;7;67;75;77;81;79;65;68;72;74;78;73;75;73;74;21;2;猛龙;5;3;4763543;202313;1796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;贾马尔-谢德;Jamal Shead;1;2;7;85;71;77;68;74;61;65;68;75;77;61;79;67;74;22;1;猛龙;5;2;1862265;202445;3173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;奥查伊-阿巴吉;Ochai Agbaji;3;4;7;64;74;76;77;80;65;65;72;76;74;68;73;71;73;25;3;猛龙;5;2;4310280;202214;748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;贾科比-沃尔特;Ja'Kobe Walter;2;3;6;60;71;80;72;79;68;71;75;70;78;69;71;76;73;20;1;猛龙;5;4;3465000;202419;3149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;乔纳森-莫格博;Jonathan Mogbo;4;5;6;64;73;72;69;77;71;72;67;70;68;66;69;73;71;23;1;猛龙;5;2;1862265;202431;3161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;加勒特-坦普尔;Garrett Temple;2;3;6;68;76;76;79;78;48;64;72;68;74;70;74;66;70;39;16;猛龙;5;1;3634153;200900;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;贾米森-巴特尔;Jamison Battle;4;3;6;63;74;72;66;70;63;66;63;70;72;63;69;65;67;24;1;猛龙;5;2;1680412;202400;3230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;恰奇-赫本;Chucky Hepburn;1;0;6;64;62;61;61;71;61;59;62;61;66;62;61;62;61;22;0;猛龙;5;1;636435;202500;3319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;AJ-劳森;A.J. Lawson;2;3;6;63;64;65;64;68;59;61;63;60;64;60;60;61;61;25;3;猛龙;5;1;676435;202200;1202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;阿莱贾-马丁;Alijah Martin;3;2;6;62;60;63;60;70;62;61;64;60;64;59;58;63;61;23;0;猛龙;5;1;636435;202539;3297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;约什-吉迪;Josh Giddey;2;1;8;89;81;82;80;85;72;82;81;86;80;74;87;85;86;23;4;公牛;6;4;25000000;202106;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;尼古拉-武切维奇;Nikola Vucevic;5;0;8;74;84;82;81;80;72;88;56;85;80;78;86;79;82;35;14;公牛;6;1;20000000;201116;322;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;科比-怀特;Coby White;1;2;8;77;81;81;82;84;60;65;74;86;86;86;87;74;81;25;6;公牛;6;1;12000000;201907;508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;马塔斯-布泽利斯;Matas Buzelis;3;4;8;67;81;79;78;78;80;75;74;82;78;72;78;79;80;20;1;公牛;6;4;5195520;202411;3142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;扎克-科林斯;Zach Collins;5;4;6;70;79;76;75;79;72;84;63;78;72;65;78;78;78;28;8;公牛;6;1;16741200;201710;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;艾萨克-奥科罗;Isaac Okoro;3;2;7;65;72;78;73;83;73;68;83;74;75;65;72;80;77;24;5;公牛;6;2;11000000;202005;810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;杰伦-史密斯;Jalen Smith;5;4;7;50;78;82;70;78;76;84;65;77;80;60;73;80;77;25;5;公牛;6;2;8571429;202010;1446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;阿约-多森姆;Ayo Dosunmu;2;1;7;76;80;84;82;81;60;64;71;80;80;73;82;70;77;25;4;公牛;6;1;7000000;202138;951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;帕特里克-威廉姆斯;Patrick Williams;4;3;7;65;71;79;70;79;72;72;83;74;76;66;73;78;76;24;5;公牛;6;4;18000000;202004;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;凯文-赫尔特;Kevin Huerter;2;3;7;70;75;79;77;74;67;68;72;82;78;72;77;71;75;27;7;公牛;6;1;16830357;201819;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;特雷-琼斯;Tre Jones;1;0;7;83;79;64;79;78;61;65;70;80;65;64;77;70;74;25;5;公牛;6;3;8000000;202041;1421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;杰文-卡特;Jevon Carter;1;2;7;73;70;79;76;70;60;63;73;70;80;61;76;67;72;30;7;公牛;6;1;6500000;201832;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;朱利安-菲利普斯;Julian Phillips;3;4;6;60;73;65;71;78;69;72;71;71;68;65;66;74;71;22;2;公牛;6;2;1891857;202335;2923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;诺阿-埃森格;Noa Essengue;4;3;7;68;76;73;74;76;67;67;65;68;73;67;73;69;71;18;0;公牛;6;4;4481636;202512;3274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;达伦-特里;Dalen Terry;3;4;6;62;74;60;62;74;60;64;68;68;64;63;62;66;65;22;3;公牛;6;2;3510480;202218;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;特伦廷-弗劳尔斯;Trentyn Flowers;3;4;6;61;64;61;62;73;59;60;62;64;61;62;59;62;62;20;1;公牛;6;1;636435;202400;3224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;伊曼纽尔-米勒;Emanuel Miller;3;2;6;65;64;63;61;70;57;61;64;64;62;60;61;61;62;25;1;公牛;6;1;636435;0;3243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;拉克兰-欧尔布里希;Lachlan Olbrich;5;0;6;57;63;56;55;72;63;64;55;67;57;59;57;63;60;21;0;公牛;6;1;636435;202555;3313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;多诺万-米切尔;Donovan Mitchell;2;1;10;83;89;92;87;92;69;70;80;88;93;87;94;82;89;29;8;骑士;7;3;35410310;201713;131;0;6;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;埃文-莫布里;Evan Mobley;4;5;9;74;85;74;75;89;87;88;79;88;75;70;82;93;87;24;4;骑士;7;5;53817156;202103;624;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0
106;贾莱特-阿伦;Jarrett Allen;5;0;8;66;89;55;74;87;83;85;74;85;53;67;74;88;82;27;8;骑士;7;1;20000000;201722;342;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;达里厄斯-加兰;Darius Garland;1;0;8;87;76;87;87;81;59;65;65;77;90;81;91;68;81;26;6;骑士;7;3;36725670;201905;234;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;德安德烈-亨特;De'Andre Hunter;3;4;7;67;76;80;83;82;73;74;76;77;82;78;79;79;80;28;6;骑士;7;2;21696429;201904;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;杰隆-泰森;Jaylon Tyson;3;4;7;68;73;82;77;79;74;78;76;77;79;65;76;80;79;22;1;骑士;7;4;3326160;202420;3150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;马克思-斯特鲁斯;Max Strus;3;2;7;75;72;86;82;82;63;61;75;73;83;75;81;71;77;29;6;骑士;7;2;15212068;201900;683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;朗佐-鲍尔;Lonzo Ball;1;2;7;82;68;72;65;75;70;73;82;65;77;50;72;79;75;28;8;骑士;7;2;13798449;201702;191;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;小克雷格-波特;Craig Porter;1;2;7;73;75;76;74;75;69;73;74;75;70;70;76;75;75;25;2;骑士;7;2;1891857;202300;3009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
