No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
37;奥马里-斯佩尔曼;Omari Spellman;4;0;5;57;73;59;69;73;73;72;50;62;60;61;61;68;65;23;2;尼克斯;3;1;1990000;0;201830;2145;0;0;0;0;0;0;0
38;伊格纳斯-布拉兹代基斯;Ignas Brazdeikis;3;0;6;56;68;62;67;69;56;60;60;63;64;57;59;59;60;22;1;尼克斯;3;3;670000;0;201947;1734;0;0;0;0;0;0;0
39;雅各布-埃文斯;Jacob Evans;2;3;5;59;59;66;60;60;45;45;54;58;68;50;57;46;52;23;2;尼克斯;3;2;1930000;0;201828;1657;0;0;0;0;0;0;0
40;西奥-平森;Theo Pinson;2;3;6;63;62;65;59;69;59;62;60;61;67;50;58;61;59;25;2;尼克斯;3;2;1440000;0;201800;1394;0;0;0;0;0;0;0
41;埃尔弗里德-佩顿;Elfrid Payton;1;0;8;77;83;71;78;79;59;73;59;73;74;70;78;67;73;26;6;尼克斯;3;1;5000000;0;201410;1382;0;0;0;0;0;0;0
42;凯文-诺克斯;Kevin Knox;3;0;7;70;70;67;65;75;70;65;64;66;68;59;66;68;68;21;2;尼克斯;3;1;3500000;0;201809;1366;0;0;0;0;0;0;0
43;弗朗克-尼利基纳;Frank Ntilikina;1;0;7;68;70;72;76;74;50;54;61;66;74;64;71;58;65;22;3;尼克斯;3;1;4250000;0;201708;1360;0;0;0;0;0;0;0
44;奥斯汀-里弗斯;Austin Rivers;2;1;8;71;78;71;80;78;59;71;74;72;72;71;74;72;73;28;8;尼克斯;3;3;3330000;0;201210;1217;0;0;0;0;0;0;0
45;迈克尔-基德-吉尔克里斯特;Michael Kidd-Gilchrist;4;3;5;63;79;64;77;84;67;75;71;65;64;70;70;77;73;27;8;尼克斯;3;1;1950000;0;201202;1072;0;0;0;0;0;0;0
46;雷吉-布洛克;Reggie Bullock;2;3;7;51;71;82;81;83;51;61;63;68;82;66;70;64;68;29;7;尼克斯;3;1;10500000;0;201325;904;0;0;0;0;0;0;0
47;奥比-托平;Obi Toppin;4;5;8;53;81;60;67;79;79;73;60;73;61;59;64;76;70;22;0;尼克斯;3;4;5500000;0;202008;700;0;0;0;0;0;0;0
48;丹尼斯-史密斯;Dennis Smith Jr.;1;0;8;70;78;73;75;76;47;70;64;71;75;65;74;65;70;23;3;尼克斯;3;1;4000000;0;201709;670;0;0;0;0;0;0;0
49;伊曼纽尔-奎克利;Immanuel Quickley;1;0;6;60;72;74;71;72;51;68;50;64;76;59;67;57;63;21;0;尼克斯;3;4;3200000;0;202025;563;0;0;0;0;0;0;0
50;贾里德-哈珀;Jared Harper;1;2;7;61;59;64;59;65;59;59;59;62;67;48;58;58;58;23;1;尼克斯;3;1;500000;0;201900;489;0;0;0;0;0;0;0
51;亚历克-伯克斯;Alec Burks;2;1;7;61;77;75;75;81;51;67;59;69;76;64;70;64;67;29;9;尼克斯;3;1;6000000;0;201112;398;0;0;0;0;0;0;0
52;诺伦斯-诺埃尔;Nerlens Noel;5;4;7;59;79;49;59;83;79;83;74;70;51;54;61;85;73;26;7;尼克斯;3;1;5000000;0;201306;288;0;0;0;0;0;0;0
53;米切尔-罗宾逊;Mitchell Robinson;5;0;6;55;79;45;63;84;87;87;55;68;48;57;59;86;73;22;2;尼克斯;3;2;3500000;0;201836;263;0;0;0;0;0;0;0
54;朱利叶斯-兰德尔;Julius Randle;5;0;8;72;83;62;79;83;62;78;64;75;62;77;77;74;75;26;6;尼克斯;3;2;21000000;0;201407;252;0;0;0;0;0;0;0
55;RJ-巴雷特;RJ Barrett;3;2;9;73;81;70;80;73;63;68;63;74;70;74;77;66;73;20;1;尼克斯;3;3;8000000;0;201903;184;0;0;0;0;0;0;0
56;以赛亚-乔;Isaiah Joe;2;3;4;51;74;69;76;72;58;63;58;60;71;62;63;61;62;20;0;76人;4;2;1200000;0;202049;2099;0;0;0;0;0;0;0
57;特伦斯-弗格森;Terrance Ferguson;2;3;6;60;71;68;70;76;57;60;61;64;70;59;64;62;63;22;3;76人;4;1;3940000;0;201721;1789;0;0;0;0;0;0;0
58;托尼-布拉德利;Tony Bradley;5;4;6;52;75;54;57;74;60;74;53;65;55;51;57;66;62;23;3;76人;4;1;3540000;0;201728;1730;0;0;0;0;0;0;0
59;德里克-沃顿;Derrick Walton Jr.;1;0;5;75;72;78;79;67;42;60;56;61;80;69;77;54;66;25;2;76人;4;1;140000;0;201700;1551;0;0;0;0;0;0;0
60;迈克-斯科特;Mike Scott;4;0;7;60;73;68;74;70;48;62;50;66;68;66;68;54;61;32;8;76人;4;1;5000000;0;201243;1460;0;0;0;0;0;0;0
61;谢克-米尔顿;Shake Milton;2;3;7;66;74;68;74;74;61;62;68;67;70;64;68;66;67;24;2;76人;4;2;760000;0;201824;1310;0;0;0;0;0;0;0
62;保罗-里德;Paul Reed;5;4;4;40;74;40;59;78;79;73;42;60;44;50;49;73;62;21;0;76人;4;2;600000;0;202058;1212;0;0;0;0;0;0;0
63;富尔坎-科尔克马兹;Furkan Korkmaz;2;3;6;62;74;72;70;74;50;54;56;65;73;60;67;56;62;23;3;76人;4;1;2230000;0;201626;1133;0;0;0;0;0;0;0
64;贾斯汀-安德森;Justin Anderson;2;3;7;59;73;66;77;77;59;71;65;68;68;65;66;68;67;26;5;76人;4;1;140000;0;201521;793;0;0;0;0;0;0;0
65;马蒂斯-塞布尔;Matisse Thybulle;2;0;7;68;71;67;74;79;70;68;82;68;69;65;68;78;73;23;1;76人;4;3;3000000;0;201920;661;0;0;0;0;0;0;0
66;泰雷斯-马克西;Tyrese Maxey;2;0;8;70;73;78;75;73;60;65;68;69;78;66;74;66;71;19;0;76人;4;4;3200000;0;202021;603;0;0;0;0;0;0;0
67;塞斯-库里;Seth Curry;2;1;6;72;77;83;78;74;40;66;68;65;83;70;78;62;70;30;7;76人;4;3;7810000;0;201300;558;0;0;0;0;0;0;0
68;托拜厄斯-哈里斯;Tobias Harris;3;4;8;69;78;79;79;84;53;69;65;73;78;72;77;68;74;28;9;76人;4;4;36000000;0;201119;487;0;0;0;0;0;0;0
69;丹尼-格林;Danny Green;2;3;8;70;76;78;83;76;58;66;66;71;78;74;78;67;73;33;11;76人;4;1;15370000;0;200946;221;0;3;0;0;0;0;0
70;本-西蒙斯;Ben Simmons;1;4;9;85;92;45;85;83;70;82;88;81;51;80;77;87;82;24;4;76人;4;5;31910000;0;201601;156;0;0;0;0;0;0;1
71;乔尔-恩比德;Joel Embiid;5;4;10;54;93;78;85;89;85;89;70;87;74;79;83;91;87;26;6;76人;4;3;30100000;0;201403;100;0;0;0;0;0;2;0
72;德怀特-霍华德;Dwight Howard;5;0;9;54;84;40;55;84;81;82;58;78;44;50;58;82;71;35;16;76人;4;1;2600000;0;200401;36;0;1;0;0;5;1;2
73;保罗-沃特森;Paul Watson;2;1;5;60;58;60;58;62;59;60;56;58;63;48;54;56;55;26;3;猛龙;5;1;500000;0;201700;2219;0;0;0;0;0;0;0
74;马特-托马斯;Matt Thomas;2;1;5;68;59;62;65;71;55;49;59;59;65;56;60;56;58;26;1;猛龙;5;3;890000;0;201700;2171;0;0;0;0;0;0;0
75;杰伦-哈里斯;Jalen Harris;2;3;5;60;79;79;78;77;48;63;52;64;79;67;73;58;66;22;0;猛龙;5;2;500000;0;202059;1826;0;0;0;0;0;0;0
76;亨利-埃伦森;Henry Ellenson;4;0;6;62;70;66;79;74;60;68;47;64;66;71;68;62;65;23;3;猛龙;5;2;1737145;0;201618;1652;0;0;0;0;0;0;0
77;斯坦利-约翰逊;Stanley Johnson;3;0;8;62;70;68;74;84;47;68;65;71;69;65;67;66;68;24;5;猛龙;5;1;6750000;0;201508;1617;0;0;0;0;0;0;0
78;阿利兹-约翰逊;Alize Johnson;3;2;5;58;60;59;57;64;59;62;55;59;61;48;53;57;56;24;2;猛龙;5;1;141000;0;201850;1602;0;0;0;0;0;0;0
79;亚历克斯-莱恩;Alex Len;5;4;5;46;73;46;67;77;69;71;51;63;49;58;55;69;63;27;7;猛龙;5;1;2260000;0;201305;1182;0;0;0;0;0;0;0
80;马拉奇-弗林;Malachi Flynn;2;1;6;67;73;70;74;73;51;67;76;64;72;65;69;68;68;22;0;猛龙;5;4;3200000;0;202029;975;0;0;0;0;0;0;0
81;奥谢-布里塞特;Oshae Brissett;3;2;5;62;63;64;57;65;59;61;57;59;65;49;57;58;58;22;1;猛龙;5;1;500000;0;201900;897;0;0;0;0;0;0;0
82;诺曼-鲍威尔;Norman Powell;2;3;7;59;74;77;79;84;45;61;59;69;77;67;71;62;67;27;5;猛龙;5;2;9470000;0;201546;844;0;1;0;0;0;0;0
83;帕特里克-麦考;Patrick McCaw;2;3;6;60;70;72;70;76;60;60;57;64;73;59;65;62;64;25;4;猛龙;5;1;2100000;0;201638;610;0;0;0;0;0;0;0
84;渡边雄太;Yuta Watanabe;4;5;6;42;73;54;59;64;59;69;45;62;56;49;52;57;55;26;2;猛龙;5;2;1200000;0;201800;449;0;0;0;0;0;0;0
85;特伦斯-戴维斯;Terence Davis;2;3;6;68;74;76;71;74;67;62;69;65;77;62;71;68;70;23;1;猛龙;5;3;1500000;0;201900;432;0;0;0;0;0;0;0
86;克里斯-布歇;Chris Boucher;4;5;6;45;77;64;73;75;77;74;60;65;64;62;63;74;69;28;3;猛龙;5;2;6750000;0;201700;420;0;2;0;0;0;0;0
87;德安德烈-本布里;DeAndre' Bembry;2;3;6;63;64;63;59;74;62;66;68;63;66;50;58;68;63;26;4;猛龙;5;2;1600000;0;201621;386;0;0;0;0;0;0;0
88;阿隆-贝恩斯;Aron Baynes;5;4;7;55;76;82;66;72;68;74;42;67;78;60;70;66;68;34;8;猛龙;5;2;7150000;0;200900;379;0;0;0;0;0;0;0
89;OG-阿奴诺比;OG Anunoby;3;4;7;54;77;74;62;76;78;75;72;68;74;53;64;77;72;23;3;猛龙;5;1;2440000;0;201723;344;0;1;0;0;0;0;0
90;凯尔-洛瑞;Kyle Lowry;1;2;9;82;84;87;84;83;50;68;65;78;87;77;89;68;79;34;14;猛龙;5;1;31000000;0;200624;266;0;1;0;0;0;0;3
91;弗雷德-范弗利特;Fred VanVleet;1;2;9;83;79;86;77;75;60;62;68;74;87;70;86;67;77;26;4;猛龙;5;4;21250000;0;201600;210;0;1;0;0;0;0;0
92;帕斯卡尔-西亚卡姆;Pascal Siakam;4;5;10;50;90;84;79;84;75;81;68;84;81;70;79;81;80;26;4;猛龙;5;4;29000000;0;201627;157;0;1;0;0;0;1;0
93;小扎克-诺维尔;Zach Norvell;2;3;5;60;60;62;56;66;59;60;56;59;65;47;55;57;56;23;2;公牛;6;1;500000;0;201800;2063;0;0;0;0;0;0;0
94;亚当-莫科卡;Adam Mokoka;2;1;5;59;60;60;57;63;59;60;58;58;63;47;54;57;55;22;1;公牛;6;1;700000;0;201900;2043;0;0;0;0;0;0;0
95;钱德勒-哈奇森;Chandler Hutchison;3;4;5;60;65;61;61;72;61;66;63;60;63;52;57;65;62;24;2;公牛;6;3;2330000;0;201822;1830;0;0;0;0;0;0;0
96;马尔科-西蒙诺维奇;Marko Simonovic;4;5;6;58;69;66;70;63;69;68;55;62;66;62;64;63;63;21;0;公牛;6;2;1700000;0;202044;1566;0;0;0;0;0;0;0
97;丹尼尔-加福德;Daniel Gafford;3;4;5;59;61;60;59;69;69;63;58;59;62;50;55;63;60;22;1;公牛;6;4;890000;0;201938;1081;0;0;0;0;0;0;0
98;诺阿-冯莱;Noah Vonleh;4;5;7;52;75;64;70;82;52;74;60;69;64;61;64;67;66;25;6;公牛;6;1;2100000;0;201409;970;0;0;0;0;0;0;0
99;里安-阿尔奇迪亚科诺;Ryan Arcidiacono;2;1;6;62;60;64;59;71;59;62;59;61;66;49;57;61;59;26;3;公牛;6;3;3000000;0;201600;754;0;0;0;0;0;0;0
100;赛迪斯-杨;Thaddeus Young;4;3;8;62;80;70;66;81;52;78;70;73;69;60;70;71;70;32;13;公牛;6;2;13500000;0;200712;729;0;0;0;0;0;0;0
101;帕特里克-威廉姆斯;Patrick Williams;3;4;7;48;72;62;69;76;69;72;55;67;64;57;59;68;64;19;0;公牛;6;4;7500000;0;202004;711;0;0;0;0;0;0;0
102;丹泽尔-瓦伦丁;Denzel Valentine;2;3;7;65;68;74;75;75;50;65;60;66;75;64;69;61;66;27;4;公牛;6;4;4700000;0;201614;703;0;0;0;0;0;0;0
103;加勒特-坦普尔;Garrett Temple;2;1;7;66;74;74;80;76;48;62;60;68;75;70;72;60;67;34;11;公牛;6;1;5000000;0;200900;692;0;0;0;0;0;0;0
104;托马斯-萨托兰斯基;Tomas Satoransky;1;2;7;70;77;76;72;68;42;60;60;66;78;62;74;56;66;29;4;公牛;6;2;10000000;0;201232;659;0;0;0;0;0;0;0
105;卢克-科内特;Luke Kornet;4;5;7;57;66;72;78;74;70;72;57;65;71;68;67;69;68;25;3;公牛;6;1;2100000;0;201700;546;0;0;0;0;0;0;0
106;科比-怀特;Coby White;1;2;9;73;79;77;76;68;56;60;75;72;79;67;77;66;72;20;1;公牛;6;3;6500000;0;201907;508;0;0;0;0;0;0;0
107;克里斯蒂亚诺-费利西奥;Cristiano Felicio;5;4;5;59;71;41;67;79;61;71;53;63;45;61;57;67;62;28;5;公牛;6;1;8000000;0;201500;461;0;0;0;0;0;0;0
108;奥托-波特;Otto Porter Jr.;3;0;9;59;79;81;79;84;51;73;71;77;80;69;75;71;74;27;7;公牛;6;1;26500000;0;201303;394;0;0;0;0;0;0;0
109;劳里-马尔卡宁;Lauri Markkanen;4;0;9;60;84;81;83;80;68;76;60;77;78;76;80;73;76;23;3;公牛;6;1;4500000;0;201707;269;0;0;0;0;0;0;0
110;温德尔-卡特;Wendell Carter Jr.;5;4;7;52;70;65;66;79;75;73;51;67;64;58;62;73;68;21;2;公牛;6;1;4500000;0;201807;245;0;0;0;0;0;0;0
111;扎克-拉文;Zach LaVine;2;1;9;72;88;84;84;90;60;66;75;82;83;77;84;76;80;25;6;公牛;6;2;20000000;0;201413;119;0;0;0;0;0;0;0
112;马特-穆尼;Matthew Mooney;2;1;5;60;59;59;56;63;61;60;56;58;62;46;53;57;55;24;1;骑士;7;1;500000;0;201900;2052;0;0;0;0;0;0;0
113;马奎斯-博尔登;Marques Bolden;5;4;5;56;58;56;56;63;62;66;61;58;57;49;53;61;57;22;1;骑士;7;1;500000;0;201900;1727;0;0;0;0;0;0;0
114;迪伦-温德勒;Dylan Windler;3;2;5;60;72;68;66;74;52;66;62;62;69;57;63;62;64;24;1;骑士;7;3;2130000;0;201926;1547;0;0;0;0;0;0;0
115;迪恩-韦德;Dean Wade;3;4;6;60;60;59;58;65;63;63;58;60;61;49;54;60;58;24;1;骑士;7;1;700000;0;201900;1540;0;0;0;0;0;0;0
116;艾萨克-奥科罗;Isaac Okoro;2;3;7;60;76;67;68;76;69;69;79;68;69;58;65;76;70;19;0;骑士;7;4;7000000;0;202005;810;0;0;0;0;0;0;0
117;丹特-埃克萨姆;Dante Exum;1;2;5;65;73;71;74;74;45;59;56;62;74;62;69;56;64;25;6;骑士;7;1;9590000;0;201405;776;0;0;0;0;0;0;0
118;科林-塞克斯顿;Collin Sexton;1;2;9;73;81;78;73;84;52;65;73;77;80;64;78;71;75;22;2;骑士;7;1;4000000;0;201808;663;0;0;0;0;0;0;0
119;小拉里-南斯;Larry Nance Jr.;5;4;6;63;84;55;74;84;64;85;59;69;56;70;70;77;73;28;5;骑士;7;3;10000000;0;201527;636;0;0;0;0;0;0;0
120;索恩-梅克;Thon Maker;5;4;7;44;72;70;72;75;68;72;57;67;68;62;64;70;67;23;4;骑士;7;1;3020000;0;201610;615;0;0;0;0;0;0;0
121;贾维尔-麦基;JaVale McGee;5;0;7;42;86;40;52;82;87;81;50;72;44;45;53;82;68;33;12;骑士;7;1;4200000;0;200818;608;0;3;0;0;0;0;0
122;马修-德拉维多瓦;Matthew Dellavedova;1;2;6;73;73;77;79;75;51;63;59;65;79;69;76;61;69;30;7;骑士;7;1;1250000;0;201300;434;0;0;0;0;0;0;0
123;小凯文-波特;Kevin Porter Jr.;2;3;6;60;75;73;63;68;56;65;65;64;74;54;65;62;64;20;1;骑士;7;3;3000000;0;201930;395;0;0;0;0;0;0;0
124;切迪-奥斯曼;Cedi Osman;3;2;6;70;77;76;70;80;60;70;62;66;75;64;72;68;71;25;3;骑士;7;4;8840000;0;201531;359;0;0;0;0;0;0;0
125;达里厄斯-加兰;Darius Garland;2;1;7;70;74;81;77;73;60;63;69;67;81;68;76;66;72;21;1;骑士;7;3;7000000;0;201905;234;0;0;0;0;0;0;0
126;安德烈-德拉蒙德;Andre Drummond;5;4;9;53;85;51;74;79;81;92;56;77;53;67;67;84;76;27;8;骑士;7;1;26970000;0;201209;206;0;0;0;0;0;0;1
127;凯文-乐福;Kevin Love;4;5;9;60;85;79;82;82;60;84;63;78;77;75;80;74;77;32;12;骑士;7;3;31260000;0;200805;121;0;1;0;0;0;2;0
128;凯里-托马斯;Khyri Thomas;2;1;5;59;58;60;58;63;59;59;56;58;63;48;54;56;55;24;2;活塞;8;2;840000;0;201838;2169;0;0;0;0;0;0;0
129;斯维亚托斯拉夫-米哈伊柳克;Sviatoslav Mykhailiuk;2;0;6;55;79;79;75;68;43;45;44;64;79;63;70;44;58;23;2;活塞;8;2;1000000;0;201847;2032;0;0;0;0;0;0;0
130;路易斯-金;Louis King;3;2;5;59;60;59;57;65;59;61;57;59;61;48;53;58;56;21;1;活塞;8;1;500000;0;201900;1899;0;0;0;0;0;0;0
131;梅森-普拉姆利;Mason Plumlee;5;4;8;67;81;41;69;83;61;81;67;74;45;66;65;75;70;30;7;活塞;8;3;8330000;0;201322;1397;0;0;0;0;0;0;0
132;扎南-穆萨;Dzanan Musa;2;3;5;50;59;67;61;60;50;50;50;58;69;49;54;47;51;21;2;活塞;8;1;1000000;0;201829;1343;0;0;0;0;0;0;0
133;罗德尼-麦格鲁德;Rodney McGruder;2;3;5;54;70;74;68;74;47;60;52;62;75;56;63;55;60;29;4;活塞;8;2;5000000;0;201300;1278;0;0;0;0;0;0;0
134;萨宾-李;Saben Lee;2;1;6;68;74;72;70;71;51;66;74;64;73;61;69;66;68;20;0;活塞;8;2;2300000;0;202038;1209;0;0;0;0;0;0;0
135;德朗-赖特;Delon Wright;2;1;8;70;68;71;63;76;65;69;68;68;72;55;67;70;68;28;5;活塞;8;3;9000000;0;201520;1190;0;0;0;0;0;0;0
136;塞古-敦布亚;Sekou Doumbouya;4;3;7;56;76;65;70;72;70;74;62;67;65;62;65;70;68;20;1;活塞;8;3;1200000;0;201915;949;0;0;0;0;0;0;0
137;韦恩-艾灵顿;Wayne Ellington;2;0;7;55;73;80;82;76;40;62;55;67;80;68;72;56;64;33;11;活塞;8;1;2600000;0;200928;785;0;0;0;0;0;0;0
138;以赛亚-斯图尔特;Isaiah Stewart;5;0;8;50;77;45;60;80;81;83;50;72;48;53;57;80;69;19;0;活塞;8;4;3700000;0;202016;684;0;0;0;0;0;0;0
139;约什-杰克逊;Josh Jackson;2;3;8;68;76;70;75;78;65;68;67;71;72;66;71;70;71;24;3;活塞;8;1;1200000;0;201704;531;0;0;0;0;0;0;0
140;基利安-海斯;Killian Hayes;2;1;7;74;74;72;77;67;51;49;68;65;73;69;73;57;66;19;0;活塞;8;4;6000000;0;202007;494;0;0;0;0;0;0;0
141;杰拉米-格兰特;Jerami Grant;3;4;7;49;78;71;78;86;77;69;53;71;71;66;67;72;71;26;6;活塞;8;3;20000000;0;201439;476;0;0;0;0;0;0;0
142;萨迪克-贝;Saddiq Bey;3;4;9;58;72;77;73;82;76;78;75;74;76;63;69;81;76;21;0;活塞;8;4;3400000;0;202019;377;0;0;0;0;0;0;0
143;贾希尔-奥卡福;Jahlil Okafor;5;4;7;54;84;60;68;85;65;70;60;72;60;62;67;72;70;25;5;活塞;8;2;1700000;0;201503;357;0;0;0;0;0;0;0
144;布雷克-格里芬;Blake Griffin;4;5;9;76;85;74;81;90;66;75;64;81;72;78;83;77;80;31;11;活塞;8;2;34600000;0;200901;103;0;0;0;0;0;2;3
145;德里克-罗斯;Derrick Rose;1;2;10;74;86;73;86;80;50;60;68;81;75;77;82;65;74;32;12;活塞;8;1;7500000;0;200801;50;0;0;1;0;1;0;0
