No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
11;埃迪-豪斯;Eddie House;2;1;6;63;62;85;70;78;60;62;70;57;82;64;69;68;69;31;8;凯尔特人;1;2;2650000;0;200037;1041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
12;帕特里克-奥布莱恩特;Patrick O'Bryant;5;4;7;60;64;55;62;75;60;66;60;64;59;66;60;65;62;23;2;凯尔特人;1;2;1500000;0;200609;801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;萨姆-卡塞尔;Sam Cassell;1;0;6;70;66;65;72;70;50;60;60;62;68;61;67;58;63;39;3;凯尔特人;1;1;800000;0;199324;536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;JR-吉登斯;J. R. Giddens;2;1;5;57;65;58;64;75;50;50;55;64;67;50;56;55;56;24;3;凯尔特人;1;1;960000;0;200830;1877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;里昂-鲍威;Leon Powe;4;5;7;62;76;60;60;75;67;72;63;78;63;64;66;70;68;25;2;凯尔特人;1;1;800000;0;200649;842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
16;文斯-卡特;Vince Carter;2;3;8;76;78;85;83;82;67;73;73;84;82;86;85;76;81;32;10;篮网;2;3;14700000;0;199805;40;0;8;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
17;鲍比-西蒙斯;Bobby Simmons;2;3;7;64;62;81;67;75;62;68;68;68;81;67;70;69;69;29;6;篮网;2;2;10600000;0;200142;2228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;德文-哈里斯;Devin Harris;1;2;8;85;85;72;74;87;62;67;82;88;77;83;85;79;83;26;4;篮网;2;3;7800000;0;200405;1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;布鲁克-洛佩斯;Brook Lopez;5;4;9;65;83;62;70;89;84;82;64;82;68;78;76;87;81;21;0;篮网;2;4;2100000;0;200810;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;特伦顿-哈塞尔;Trenton Hassell;2;1;6;63;64;66;68;73;64;64;62;69;64;78;65;65;65;33;7;篮网;2;2;4350000;0;200129;1831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;莱恩-安德森;Ryan Anderson;4;0;8;61;67;75;61;79;64;70;68;75;84;64;69;71;70;21;0;篮网;2;3;1230000;0;200821;351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;希恩-威廉姆斯;Sean Williams;4;0;6;60;64;60;62;74;74;64;64;76;61;68;63;70;66;23;1;篮网;2;2;1520000;0;200717;2816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;埃杜阿多-纳胡拉;Eduardo Najera;4;3;6;65;60;62;66;74;62;64;64;66;76;62;64;65;65;33;8;篮网;2;2;3250000;0;200038;2055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;贾尔维斯-海耶斯;Jarvis Hayes;3;0;6;62;67;78;72;75;61;67;67;67;81;70;70;67;70;28;5;篮网;2;2;1910000;0;200310;1840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;肯扬-杜林;Keyon Dooling;1;2;6;74;67;80;62;75;61;64;70;70;79;69;74;68;71;29;8;篮网;2;2;3300000;0;200010;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;莫里斯-艾格;Maurice Ager;3;0;6;62;61;60;63;74;60;65;60;70;61;63;60;64;63;25;2;篮网;2;1;1000000;0;200628;1663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;斯特罗迈尔-斯威夫特;Stromile Swift;4;5;7;60;60;61;62;74;64;68;62;74;60;62;61;67;64;29;8;篮网;2;1;6200000;0;200002;685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;易建联;Yi Jianlian;4;0;8;62;67;69;69;85;67;73;68;78;72;85;71;76;74;22;1;篮网;2;3;3000000;0;200706;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;克里斯-道格拉斯罗伯茨;Chris Douglas-Roberts;2;3;7;64;62;63;64;76;60;63;62;69;60;68;61;65;63;22;0;篮网;2;3;440000;0;200840;928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;约什-布恩;Josh Boone;5;0;6;60;66;60;60;76;70;70;64;82;58;64;64;71;68;24;2;篮网;2;1;1210000;0;200623;871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;斯蒂芬-马布里;Stephon Marbury;1;0;7;77;72;60;64;75;60;64;74;75;68;74;71;70;71;32;12;尼克斯;3;1;21000000;0;199604;129;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;贾马尔-克劳福德;Jamal Crawford;2;1;8;77;64;84;82;82;60;63;70;64;82;82;79;70;75;29;8;尼克斯;3;3;8640000;0;200008;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;扎克-兰多夫;Zach Randolph;4;5;10;67;88;61;79;86;63;88;70;86;64;84;79;80;79;28;7;尼克斯;3;3;14700000;0;200119;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;大卫-李;David Lee;4;5;8;67;87;59;64;85;64;89;73;83;60;85;74;81;78;26;3;尼克斯;3;1;1800000;0;200530;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;达尼罗-加里纳利;Danilo Gallinari;3;4;8;62;62;86;66;75;70;74;70;60;85;74;70;74;73;21;0;尼克斯;3;4;2840000;0;200806;235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;昆廷-理查德森;Quentin Richardson;3;2;7;63;64;81;62;75;60;70;68;74;81;63;69;68;70;29;8;尼克斯;3;2;8700000;0;200018;582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;威尔森-钱德勒;Wilson Chandler;3;4;8;68;74;72;70;77;72;74;71;75;75;74;73;75;75;22;1;尼克斯;3;3;1170000;0;200723;1406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;内特-罗宾逊;Nate Robinson;1;0;6;72;76;74;68;74;60;69;77;77;78;66;75;73;74;25;3;尼克斯;3;1;2000000;0;200521;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;克里斯-杜洪;Chris Duhon;1;0;6;85;69;83;60;70;60;64;70;79;80;62;79;66;73;27;4;尼克斯;3;2;5600000;0;200438;946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;埃迪-库里;Eddy Curry;1;0;6;61;60;60;62;72;62;70;60;66;62;67;59;65;62;26;7;尼克斯;3;3;9720000;0;200104;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;马里克-罗斯;Malik Rose;4;3;6;59;60;60;63;73;61;61;60;70;64;58;60;63;61;34;12;尼克斯;3;1;7640000;0;199644;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
42;贾里德-杰弗里斯;Jared Jeffries;4;5;7;66;72;60;62;75;67;70;71;82;61;70;68;71;70;27;6;尼克斯;3;3;6000000;0;200211;1888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;安东尼-罗伯森;Anthony Roberson;2;0;6;65;60;59;61;73;60;59;60;65;65;62;59;61;60;26;2;尼克斯;3;2;800000;0;0;3032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;杰罗姆-詹姆斯;Jerome James;5;0;6;60;70;59;60;72;67;65;64;74;60;60;63;67;65;33;8;尼克斯;3;2;6200000;0;199836;1631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;马蒂-科林斯;Mardy Collins;1;2;5;67;67;59;61;72;62;64;67;70;67;61;63;66;65;25;2;尼克斯;3;2;1000000;0;200629;1137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;安德烈-伊戈达拉;Andre Iguodala;2;3;9;78;86;74;76;85;64;73;81;83;77;79;81;80;81;25;4;76人;4;4;11300000;0;200409;332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;安德烈-米勒;Andre Miller;1;0;8;84;82;63;78;84;61;70;76;84;62;83;80;76;78;33;9;76人;4;1;10000000;0;199908;278;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
48;埃尔顿-布兰德;Elton Brand;4;5;7;65;76;58;86;81;81;86;67;76;62;84;74;84;79;30;2;76人;4;2;13750000;0;199901;95;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
49;赛迪斯-杨;Thaddeus Young;4;3;8;62;81;70;70;77;64;74;77;83;70;73;74;74;74;21;1;76人;4;3;1970000;0;200712;729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;萨缪埃尔-戴勒姆波特;Samuel Dalembert;5;0;7;57;73;58;67;76;83;86;64;82;59;74;67;83;75;28;6;76人;4;3;11230080;0;200126;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;路易斯-威廉姆斯;Lou Williams;2;0;9;70;74;72;70;79;62;64;73;79;78;70;74;71;72;23;3;76人;4;1;4500000;0;200545;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;威利-格林;Willie Green;2;0;7;67;68;71;72;77;60;62;67;74;70;76;70;67;68;28;5;76人;4;2;3380000;0;200341;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;雷吉-埃文斯;Reggie Evans;4;3;6;59;63;58;60;75;60;70;64;68;58;63;59;67;63;29;6;76人;4;3;4640000;0;0;781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;唐耶尔-马绍尔;Donyell Marshall;4;0;5;64;62;58;61;70;61;61;60;63;55;59;58;61;60;36;14;76人;4;1;800000;0;199404;1266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;罗耶尔-埃维;Royal Ivey;1;2;6;62;62;70;60;72;59;61;64;69;65;66;63;63;63;27;4;76人;4;1;850000;0;200437;779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;贾森-史密斯;Jason Smith;4;5;6;59;66;58;64;73;64;66;62;68;57;61;60;66;63;23;1;76人;4;3;1320000;226;200720;2128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;卡里姆-拉什;Kareem Rush;2;3;6;62;61;61;60;73;64;64;62;60;61;59;57;65;61;28;5;76人;4;1;930000;0;200220;1943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;马利斯-斯贝茨;Marreese Speights;4;5;8;62;75;59;68;79;70;67;63;79;57;76;68;71;70;22;0;76人;4;4;1500000;0;200816;1454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;西奥-拉特利夫;Theo Ratliff;5;4;6;59;64;59;60;70;73;67;64;75;59;59;61;69;65;36;14;76人;4;3;1260000;0;199518;1179;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
60;克里斯-波什;Chris Bosh;4;5;10;68;85;64;90;86;73;89;70;85;68;87;81;84;83;25;5;猛龙;5;2;14400000;0;200304;93;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;杰梅因-奥尼尔;Jermaine ONeal;4;5;8;64;80;60;78;81;86;78;64;77;59;81;72;82;77;31;12;猛龙;5;2;21000000;0;199617;88;0;6;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;安德里亚-巴尼亚尼;Andrea Bargnani;5;4;7;64;74;85;75;72;76;74;64;74;81;76;78;74;76;24;2;猛龙;5;2;5000000;0;200601;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;何塞-卡尔德隆;Jose Calderon;1;0;7;92;73;80;81;74;58;64;71;65;77;79;85;68;77;28;3;猛龙;5;4;7430000;0;0;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;杰森-卡波诺;Jason Kapono;3;4;6;64;60;84;74;74;58;62;61;58;80;80;71;62;68;28;5;猛龙;5;2;5780000;0;200331;1900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
65;贾马里奥-穆恩;Jamario Moon;3;4;6;64;75;68;70;76;68;70;70;66;70;66;68;72;71;29;1;猛龙;5;1;700000;0;0;3041;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;安东尼-帕克;Anthony Parker;2;3;7;73;63;81;73;75;60;70;76;67;75;72;73;72;73;34;5;猛龙;5;1;4550000;0;199721;2067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;乔伊-格拉汉姆;Joey Graham;2;3;6;62;67;60;64;73;60;67;64;74;59;69;61;65;63;27;3;猛龙;5;1;2450000;0;200516;1804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;罗科-伍基奇;Roko Ukić;2;0;6;67;64;60;62;69;60;55;62;64;55;59;59;59;59;25;0;猛龙;5;1;1250000;0;200541;2224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;克里斯-亨弗里斯;Kris Humphries;4;0;7;62;63;58;62;75;63;64;61;67;57;64;59;65;63;24;4;猛龙;5;3;3200000;0;200414;1046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;威尔-所罗门;Will Solomon;1;0;6;68;62;62;68;73;59;62;61;63;60;58;63;62;63;31;1;猛龙;5;1;700000;0;200133;2744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;哈桑-亚当斯;Hassan Adams;3;2;5;60;62;61;58;70;56;61;59;60;63;59;57;59;59;25;1;猛龙;5;1;300000;0;200654;1585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;内森-杰瓦伊;Nathan Jawai;4;0;5;55;60;56;61;69;62;60;55;59;61;54;55;60;57;23;0;猛龙;5;2;440000;0;200841;1895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;德里克-罗斯;Derrick Rose;1;0;10;83;84;64;86;80;62;70;71;86;66;82;82;73;78;21;0;公牛;6;4;4800000;0;200801;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;乔金-诺阿;Joakim Noah;5;4;9;64;78;58;60;82;78;82;67;84;56;63;68;82;76;24;1;公牛;6;3;2300000;0;200709;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;本-戈登;Ben Gordon;2;0;7;72;72;88;87;76;64;68;67;73;89;85;84;69;77;26;4;公牛;6;1;6400000;0;200403;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
76;洛尔-邓;Luol Deng;3;0;8;67;81;61;83;83;67;76;76;79;61;83;74;78;77;24;4;公牛;6;3;9400000;0;200407;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;柯克-辛里奇;Kirk Hinrich;1;0;8;72;64;79;73;78;67;65;81;70;78;79;75;76;76;28;5;公牛;6;1;10000000;0;200307;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
78;泰鲁斯-托马斯;Tyrus Thomas;4;0;8;62;78;59;70;78;86;77;77;78;60;77;69;83;77;23;2;公牛;6;1;3750000;0;200604;1507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;德鲁-古登;Drew Gooden;4;0;7;62;70;62;76;78;64;78;67;78;55;76;69;73;71;28;6;公牛;6;1;7150000;0;200204;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;拉里-休斯;Larry Hughes;1;0;7;67;67;77;74;73;64;67;77;69;75;77;73;73;73;30;10;公牛;6;2;13000000;0;199808;329;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
81;塞德里克-西蒙斯;Cedric Simmons;3;4;6;62;62;59;66;72;61;63;64;61;62;59;59;64;62;23;2;公牛;6;2;1700000;0;200615;2231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;萨博-塞弗罗萨;Thabo Sefolosha;2;3;7;64;70;64;62;75;70;68;72;76;64;74;65;73;68;25;2;公牛;6;2;2000000;0;200613;662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;安德烈斯-诺西奥尼;Andrés Nocioni;3;4;7;62;72;82;65;75;64;70;64;72;78;68;71;68;71;29;4;公牛;6;2;8000000;0;0;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;阿隆-格雷;Aaron Gray;5;0;6;62;67;58;62;74;62;70;61;68;55;69;62;67;64;24;1;公牛;6;1;700000;0;200749;1809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;德梅特里斯-尼克尔斯;Demetris Nichols;3;4;6;60;61;55;62;69;57;61;60;63;65;58;57;59;59;25;1;公牛;6;1;700000;0;200753;2058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;迈克尔-鲁芬;Michael Ruffin;4;5;5;48;62;52;62;70;62;60;62;61;54;52;51;62;57;32;10;公牛;6;1;800000;0;199932;1229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;勒布朗-詹姆斯;LeBron James;3;4;11;86;95;77;84;94;76;81;82;91;78;87;91;89;91;24;5;骑士;7;2;14500000;0;200301;2;0;4;2;2;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
88;莫里斯-威廉姆斯;Mo Williams;1;0;8;74;68;90;78;75;57;67;70;64;86;79;81;68;75;26;5;骑士;7;2;8350000;0;200347;710;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;沃利-斯泽比亚克;Wally Szczerbiak;2;0;7;65;61;76;62;75;60;68;63;65;78;64;66;66;66;32;2;骑士;7;1;14000000;0;199906;1474;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;本-华莱士;Ben Wallace;5;4;7;62;66;49;59;75;76;76;70;76;53;59;60;77;69;35;12;骑士;7;1;14500000;0;0;108;0;4;0;0;3;2;0;1;0;2;0;0;0;5;1;0;0;0;0;1;0
91;德隆蒂-韦斯特;Delonte West;2;1;7;72;73;78;70;76;62;67;78;75;77;71;74;73;74;26;4;骑士;7;2;3850000;0;200424;2200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;丹尼尔-吉布森;Daniel Gibson;1;2;7;65;62;80;64;75;62;64;66;69;80;73;71;67;69;23;2;骑士;7;1;3700000;0;200642;1076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;安德森-瓦莱乔;Anderson Varejão;4;5;8;62;80;55;63;79;70;78;70;78;58;73;67;77;72;27;4;骑士;7;3;5780000;0;200430;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;扎诸纳斯-伊尔戈斯卡斯;Zydrunas Ilgauskas;5;0;7;60;74;62;82;78;77;80;65;74;57;79;71;79;75;34;10;骑士;7;2;11000000;0;199620;1592;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;埃里克-斯诺;Eric Snow;1;0;6;63;64;61;65;72;62;62;56;63;74;65;63;61;62;36;8;骑士;7;1;7300000;0;199543;1464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;亚历山大-帕夫洛维奇;Sasha Pavlović;2;3;6;63;63;73;60;74;62;63;61;69;70;64;64;64;64;25;5;骑士;7;1;4500000;0;200319;1374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;JJ-希克森;J. J. Hickson;4;5;8;60;65;59;60;80;68;66;60;78;55;51;60;70;65;21;0;骑士;7;4;1300000;0;200819;721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;塔伦斯-金塞;Tarence Kinsey;2;3;6;61;59;63;62;70;61;62;60;67;61;62;59;61;60;25;2;骑士;7;1;800000;0;0;3049;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;贾瓦德-威廉姆斯;Jawad Williams;4;3;5;56;61;58;56;69;62;62;53;60;59;62;55;60;58;26;0;骑士;7;1;440000;0;0;3050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;洛伦岑-怀特;Lorenzen Wright;4;5;5;55;62;55;63;70;62;63;58;63;60;66;57;62;60;33;12;骑士;7;1;1260000;0;199607;1060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;达内尔-杰克逊;Darnell Jackson;4;5;5;56;62;57;60;70;64;62;55;66;53;62;56;62;59;23;0;骑士;7;1;450000;0;200852;1890;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;昌西-比卢普斯;Chauncey Billups;1;0;9;85;68;87;74;83;62;67;76;74;88;78;85;75;81;33;11;活塞;8;2;11000000;0;199703;92;0;3;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0
103;泰肖恩-普林斯;Tayshaun Prince;3;4;8;70;74;76;76;77;75;74;74;74;70;77;75;77;77;29;6;活塞;8;2;9500000;0;200223;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0
104;拉希德-华莱士;Rasheed Wallace;5;4;7;63;63;78;79;76;76;78;73;60;81;78;71;79;75;35;14;活塞;8;1;14000000;0;199504;109;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
105;阿米尔-约翰逊;Amir Johnson;3;4;7;60;68;60;61;78;73;68;62;63;61;58;59;71;66;22;3;活塞;8;2;3700000;0;200556;1604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;理查德-汉密尔顿;Richard Hamilton;2;3;8;77;78;76;88;79;60;67;67;77;75;88;82;69;76;31;9;活塞;8;2;10000000;0;199907;107;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
107;罗德尼-斯塔基;Rodney Stuckey;2;1;8;77;74;62;73;80;60;67;73;83;71;82;74;72;73;23;1;活塞;8;3;1700000;0;200715;679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;沃尔特-赫尔曼;Walter Herrmann;4;0;6;62;61;55;62;76;61;64;62;62;58;62;58;65;62;30;2;活塞;8;1;2000000;0;0;3023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;威尔-拜纳姆;Will Bynum;1;0;6;70;73;62;68;75;60;62;68;63;61;68;67;67;67;26;1;活塞;8;2;700000;0;0;2874;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;阿隆-阿弗拉罗;Arron Afflalo;2;0;8;64;64;77;69;81;60;62;64;75;79;77;71;67;69;24;1;活塞;8;3;1000000;0;200727;341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
