No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
49;约翰-萨尔蒙斯;John Salmons;3;2;7;63;74;74;81;79;40;52;67;70;74;71;73;57;66;23;1;76人;4;3;1200000;0;200226;1426;0;0;0;0;0;0;0
50;威利-格林;Willie Green;2;0;6;50;76;81;67;77;56;53;55;66;81;55;67;58;63;21;0;76人;4;2;450000;0;200341;1818;0;0;0;0;0;0;0
51;吉登-汉密尔顿;Zendon Hamilton;5;4;5;44;68;40;68;84;61;73;53;63;44;58;52;70;61;27;3;76人;4;2;600000;0;0;2834;0;0;0;0;0;0;0
52;格雷格-巴克纳;Greg Buckner;2;3;6;55;66;73;79;57;53;56;59;67;74;65;66;52;60;26;4;76人;4;2;2400000;0;199853;1692;0;0;0;0;0;0;0
53;文斯-卡特;Vince Carter;3;2;10;72;94;81;83;94;71;78;72;89;80;78;86;83;86;25;5;猛龙;5;6;12000000;0;199805;40;0;0;0;0;0;1;1
54;唐耶尔-马绍尔;Donyell Marshall;4;3;7;58;80;84;81;86;81;88;76;71;81;73;77;88;83;29;9;猛龙;5;2;4805196;0;199404;1266;0;0;0;0;0;0;0
55;克里斯-波什;Chris Bosh;5;4;9;56;83;73;82;80;71;77;62;77;70;75;76;76;76;18;0;猛龙;5;4;3348000;0;200304;93;0;0;0;0;0;0;0
56;杰伦-罗斯;Jalen Rose;1;2;7;77;75;80;81;75;52;59;66;68;81;72;80;63;73;29;9;猛龙;5;4;14487000;0;199413;596;0;0;0;0;0;0;0
57;莫里斯-皮特森;Morris Peterson;3;2;7;65;77;85;83;81;40;52;71;71;83;74;79;59;70;25;1;猛龙;5;3;1646079;0;200021;2082;0;0;0;0;0;0;0
58;阿尔文-威廉姆斯;Alvin Williams;2;1;7;75;72;74;75;82;40;42;70;68;75;67;74;58;66;28;6;猛龙;5;4;5850000;0;199748;2180;0;0;0;0;0;0;0
59;罗德-斯特里克兰;Rod Strickland;1;0;6;83;67;71;78;69;40;48;63;62;74;70;76;53;66;36;15;猛龙;5;1;887317;0;198819;682;0;0;0;0;0;1;0
60;米尔特-帕勒西奥;Milt Palacio;1;0;5;81;75;72;82;85;40;40;42;64;74;74;78;47;64;24;4;猛龙;5;1;688679;0;0;2888;0;0;0;0;0;0;0
61;罗杰-梅森;Roger Mason;2;1;6;59;77;84;86;85;40;43;40;68;83;73;76;47;63;22;1;猛龙;5;2;363679;0;200231;2030;0;0;0;0;0;0;0
62;迪昂-格洛弗;Dion Glover;2;1;5;59;76;72;78;73;40;47;60;62;73;66;68;52;61;24;4;猛龙;5;1;1000000;0;0;5001;0;0;0;0;0;0;0
63;迈克尔-库里;Michael Curry;3;2;5;56;73;65;77;80;49;46;57;63;66;66;65;55;61;34;9;猛龙;5;1;2800000;0;0;2889;0;0;0;0;0;0;0
64;拉蒙德-穆雷;Lamond Murray;3;2;5;55;79;63;79;69;44;53;55;62;65;68;66;51;59;29;8;猛龙;5;3;4875000;0;199407;632;0;0;0;0;0;0;0
65;巴特尔;Mengke Bateer;5;0;3;67;77;46;67;70;43;68;63;57;49;63;61;57;59;27;2;猛龙;5;1;636679;0;199000;186;0;0;0;0;0;0;0
66;科里-布朗特;Corie Blount;5;4;5;40;74;40;58;45;52;75;70;57;44;49;48;55;52;33;10;猛龙;5;1;1680000;0;199325;1745;0;0;0;0;0;0;0
67;安东尼奥-戴维斯;Antonio Davis;5;4;7;51;79;50;75;81;73;86;60;70;52;67;63;80;72;36;10;公牛;6;3;12000000;0;199045;915;0;0;0;0;0;0;0
68;埃迪-库里;Eddy Curry;5;4;6;55;86;49;72;84;70;84;51;69;51;66;65;77;72;20;2;公牛;6;2;3500000;0;200104;556;0;0;0;0;0;0;0
69;泰森-钱德勒;Tyson Chandler;4;5;7;53;82;46;71;84;80;84;63;71;50;63;61;83;72;20;2;公牛;6;2;4300000;0;200102;292;0;0;0;0;0;0;0
70;贾马尔-克劳福德;Jamal Crawford;2;1;8;69;76;77;71;77;58;57;72;71;77;63;73;67;70;22;3;公牛;6;1;2500000;0;200008;250;0;0;0;0;0;0;0
71;斯科蒂-皮蓬;Scottie Pippen;3;2;10;72;74;76;69;69;63;67;67;73;75;63;72;66;70;37;16;公牛;6;2;5200000;0;198705;66;0;6;0;0;3;2;2
72;杰罗姆-威廉姆斯;Jerome Williams;4;0;6;52;72;46;67;81;71;80;68;67;50;58;56;78;68;29;7;公牛;6;5;7000000;0;199626;1526;0;0;0;0;0;0;0
73;柯克-辛里奇;Kirk Hinrich;1;2;7;77;70;80;75;83;40;40;64;71;81;66;78;56;68;21;0;公牛;6;4;2500000;0;200307;328;0;0;0;0;0;0;0
74;杰伊-威廉姆斯;Jay Williams;1;2;7;84;75;72;70;76;40;46;67;68;74;63;77;57;68;21;1;公牛;6;3;4500000;0;200202;2183;0;0;0;0;0;0;0
75;杰尼罗-帕戈;Jannero Pargo;1;2;5;70;73;80;82;70;40;47;65;61;81;70;77;54;67;23;1;公牛;6;1;560000;0;0;2848;0;0;0;0;0;0;0
76;肯达尔-吉尔;Kendall Gill;3;2;9;65;80;74;78;75;40;49;68;74;74;70;74;55;66;34;13;公牛;6;1;1000000;0;0;523;0;0;0;0;0;0;0
77;艾迪-罗宾逊;Eddie Robinson;3;2;8;64;80;63;73;85;42;59;67;74;65;65;68;62;66;26;4;公牛;6;3;5500000;0;0;2846;0;0;0;0;0;0;0
78;马库斯-费泽尔;Marcus Fizer;3;4;6;43;86;40;67;66;60;85;68;65;45;56;52;70;62;24;3;公牛;6;1;3700000;0;200004;463;0;0;0;0;0;0;0
79;林顿-约翰逊三世;Linton Johnson;3;2;4;40;68;69;81;66;59;61;66;58;70;65;60;61;62;22;0;公牛;6;1;360000;0;0;1619;0;0;0;0;0;0;0
80;罗纳德-杜普里;Ronald Dupree;3;2;5;52;77;69;47;77;40;52;60;63;70;40;56;54;56;21;0;公牛;6;1;990000;0;0;2847;0;0;0;0;0;0;0
81;保尔-薛利;Paul Shirley;4;3;3;48;81;40;60;54;53;62;40;56;45;52;52;47;49;25;0;公牛;6;1;360000;0;0;2850;0;0;0;0;0;0;0
82;勒布朗-詹姆斯;LeBron James;3;2;10;80;87;71;77;88;68;76;73;85;71;71;81;79;81;18;0;骑士;7;4;4600000;0;200301;2;0;0;0;0;0;0;0
83;扎诸纳斯-伊尔戈斯卡斯;Zydrunas Ilgauskas;5;0;7;53;83;49;73;87;96;80;53;73;51;66;65;88;77;27;5;骑士;7;2;14000000;0;0;1592;0;0;0;0;0;0;0
84;卡洛斯-布泽尔;Carlos Boozer;4;5;8;55;88;56;75;83;73;89;60;76;58;67;69;81;75;21;1;骑士;7;1;560000;0;200235;203;0;0;0;0;0;0;0
85;杰夫-麦金尼斯;Jeff McInnis;1;0;6;88;73;75;74;85;51;50;78;67;77;68;80;69;75;28;6;骑士;7;1;3600000;0;199637;1280;0;0;0;0;0;0;0
86;埃里克-威廉姆斯;Eric Williams;3;4;6;64;78;66;73;85;40;51;75;68;67;65;68;62;66;30;8;骑士;7;1;5500000;0;199514;1520;0;0;0;0;0;0;0
87;达胡安-瓦格纳;Dajuan Wagner;2;1;6;70;70;73;82;80;40;41;71;66;74;72;73;57;66;19;1;骑士;7;3;2600000;0;200206;2175;0;0;0;0;0;0;0
88;托尼-巴蒂;Tony Battie;5;4;5;49;76;40;69;81;71;80;46;64;44;61;56;74;65;26;6;骑士;7;5;5200000;0;199705;823;0;0;0;0;0;0;0
89;李-耐龙;Lee Nailon;3;4;6;49;75;67;75;78;40;67;70;66;68;63;63;63;64;27;3;骑士;7;1;740000;0;199943;2057;0;0;0;0;0;0;0
90;凯文-奥利;Kevin Ollie;1;0;5;75;70;65;70;70;40;46;75;61;68;61;69;58;64;30;6;骑士;7;5;2950000;0;0;2852;0;0;0;0;0;0;0
91;杰森-卡波诺;Jason Kapono;3;2;5;55;72;89;90;77;40;49;47;62;86;77;76;49;64;21;0;骑士;7;2;500000;0;0;1900;0;0;0;0;0;0;0
92;杰拉尼-麦考伊;Jelani McCoy;4;5;6;40;71;40;66;85;71;71;55;67;45;54;50;73;62;27;5;骑士;7;4;520000;0;199833;1282;0;1;0;0;0;0;0
93;伊拉-纽贝尔;Ira Newble;3;2;5;49;75;69;77;69;55;53;63;62;70;64;64;57;61;27;3;骑士;7;5;2950000;0;0;2851;0;0;0;0;0;0;0
94;德萨盖纳-迪奥普;DeSagana Diop;5;0;4;40;74;40;56;71;75;78;46;59;44;47;48;71;60;20;2;骑士;7;2;2500000;0;200108;1772;0;0;0;0;0;0;0
95;昌西-比卢普斯;Chauncey Billups;1;2;9;88;81;84;79;94;55;63;80;81;85;73;88;78;84;26;6;活塞;8;4;5455200;0;199703;92;0;0;0;0;0;0;0
96;拉希德-华莱士;Rasheed Wallace;4;5;9;52;88;70;81;90;83;89;71;82;69;72;75;90;83;28;8;活塞;8;5;11650000;0;199504;109;0;0;0;0;0;0;0
97;理查德-汉密尔顿;Richard Hamilton;2;3;8;74;86;80;90;96;57;61;82;80;80;82;85;79;82;24;4;活塞;8;5;8625000;0;199907;107;0;0;0;0;0;0;0
98;本-华莱士;Ben Wallace;5;4;9;48;75;44;46;95;99;98;86;79;47;40;53;105;80;27;7;活塞;8;3;7000000;0;199600;108;0;0;0;0;0;1;1
99;泰肖恩-普林斯;Tayshaun Prince;3;4;7;63;79;80;74;80;61;73;63;70;79;66;73;70;73;22;1;活塞;8;3;1338960;0;200223;290;0;0;0;0;0;0;0
100;梅米特-奥库;Mehmet Okur;4;5;7;53;71;77;83;77;71;76;54;67;75;72;71;72;71;23;1;活塞;8;1;1100000;0;200138;178;0;0;0;0;0;0;0
101;达科-米利西奇;Darko Miličić;5;4;6;60;85;45;78;82;68;83;48;69;48;73;67;75;71;17;0;活塞;8;4;4135200;0;200302;280;0;0;0;0;0;0;0
102;科利斯-威廉森;Corliss Williamson;4;3;7;61;85;40;78;77;64;81;52;70;45;71;65;70;68;29;8;活塞;8;4;5800000;0;0;1538;0;0;0;0;0;0;0
103;麦克-詹姆斯;Mike James;1;2;7;70;67;79;76;79;40;45;67;68;80;65;74;58;67;27;2;活塞;8;1;638679;0;0;5001;0;0;0;0;0;0;0
104;林赛-亨特;Lindsey Hunter;2;1;6;84;77;65;68;68;40;46;62;64;67;64;71;51;62;32;10;活塞;8;5;2250000;0;199310;1047;0;1;0;0;0;0;0
105;卡洛斯-德尔菲诺;Carlos Delfino;2;3;6;44;73;73;75;81;40;57;60;66;74;60;63;58;61;20;0;活塞;8;1;532728;0;200325;1767;0;0;0;0;0;0;0
106;达尔文-哈姆;Darvin Ham;3;4;6;52;73;43;62;78;66;71;51;65;48;52;51;66;59;29;6;活塞;8;2;902546;0;0;1020;0;0;0;0;0;0;0
107;埃尔登-坎贝尔;Elden Campbell;5;4;7;40;77;40;64;58;72;78;41;64;44;54;52;64;58;34;13;活塞;8;3;3250000;0;199027;1121;0;0;0;0;0;0;0
108;杰梅因-奥尼尔;Jermaine ONeal;5;4;9;56;88;51;80;93;95;94;64;83;53;74;72;97;85;24;7;步行者;9;6;12000000;0;199617;88;0;0;0;0;0;0;2
109;罗恩-阿泰斯特;Metta World Peace;3;4;8;62;77;77;73;87;66;71;83;74;76;65;71;80;77;23;4;步行者;9;6;7400000;0;199916;171;0;0;0;0;0;0;0
110;伊布-巴吉;Ibou Badji;4;3;7;55;70;72;81;85;52;81;66;69;71;71;70;72;71;22;5;步行者;9;6;7625000;0;199826;367;0;0;0;0;0;0;0
111;贾马尔-汀斯利;Jamaal Tinsley;1;0;7;82;71;75;73;79;40;41;82;68;77;65;77;63;71;24;2;步行者;9;2;1054326;0;0;2885;0;0;0;0;0;0;0
112;雷吉-米勒;Reggie Miller;2;3;9;64;76;91;86;74;41;56;64;73;89;75;81;57;70;37;16;步行者;9;3;5500000;0;198711;59;0;0;0;0;0;0;3
113;肯尼-安德森;Kenny Anderson;1;0;7;78;69;71;81;81;45;41;68;67;74;71;76;59;68;32;12;步行者;9;1;1070000;0;199102;350;0;0;0;0;0;0;0
114;安东尼-约翰逊;Anthony Johnson;1;0;5;71;74;76;80;85;40;48;64;64;78;69;75;59;68;28;6;步行者;9;1;813679;0;199740;1607;0;0;0;0;0;0;0
115;乔纳森-本德;Jonathan Bender;4;3;5;50;67;77;66;80;69;67;48;63;75;56;63;68;66;21;4;步行者;9;3;6525000;0;199905;1711;0;0;0;0;0;0;0
116;奥斯汀-克罗希尔;Austin Croshere;4;3;5;55;76;72;78;77;43;64;55;63;71;69;69;57;63;27;6;步行者;9;4;7900000;0;0;2886;0;0;0;0;0;0;0
117;杰夫-福斯特;Jeff Foster;5;4;5;40;75;40;67;66;52;89;69;61;44;57;52;68;61;25;4;步行者;9;6;5000000;0;199921;980;0;0;0;0;0;0;0
118;詹姆斯-琼斯;James Jones;3;2;5;40;69;85;85;83;40;45;51;63;83;68;68;51;60;22;0;步行者;9;2;520046;0;200349;1422;0;0;0;0;0;0;0
119;弗瑞德-琼斯;Fred Jones;2;0;6;56;76;70;83;62;47;47;65;63;72;70;68;52;60;23;1;步行者;9;3;1872480;0;0;2758;0;0;0;0;0;0;0
120;斯科特-波拉德;Scot Pollard;5;4;5;40;68;40;69;70;58;79;57;61;44;58;50;66;59;27;5;步行者;9;3;5792250;0;199719;858;0;0;0;0;0;0;0
121;普里莫兹-布雷泽克;Primoz Brezec;5;0;6;40;81;40;63;50;64;72;43;61;44;54;53;56;54;23;2;步行者;9;2;1154326;0;200027;895;0;0;0;0;0;0;0
122;迈克尔-里德;Michael Redd;2;3;8;69;82;85;84;88;56;78;78;76;84;75;82;79;80;23;3;雄鹿;10;2;3000000;0;200043;122;0;0;0;0;0;0;0
123;基斯-范霍恩;Keith Van Horn;3;4;7;58;76;81;83;81;75;81;63;69;80;72;74;77;77;27;6;雄鹿;10;3;14000000;0;199702;456;0;0;0;0;0;0;0
124;戴斯蒙德-梅森;Desmond Mason;3;2;7;67;83;66;75;79;54;61;80;73;67;68;72;69;72;25;3;雄鹿;10;1;1800000;0;200017;1304;0;0;0;0;0;0;0
125;托尼-库科奇;Toni Kukoč;4;3;7;63;78;75;78;83;61;70;60;70;73;71;74;70;72;34;10;雄鹿;10;3;5000000;0;199029;1165;0;3;0;0;0;0;0
126;乔-史密斯;Joe Smith;4;5;7;58;80;54;77;81;70;84;53;70;56;69;66;75;71;27;8;雄鹿;10;5;6000000;0;199501;673;0;0;0;0;0;0;0
127;TJ-福特;T.J. Ford;1;2;8;82;69;66;72;85;53;55;71;71;69;64;73;68;71;19;0;雄鹿;10;4;2300000;0;200308;214;0;0;0;0;0;0;0
128;布莱恩-斯金纳;Brian Skinner;5;4;6;53;78;52;64;77;77;88;43;66;54;57;60;77;69;26;5;雄鹿;10;1;1500000;0;199822;2135;0;0;0;0;0;0;0
129;达蒙-琼斯;Damon Jones;1;2;6;79;70;77;72;78;51;53;62;65;79;64;76;60;69;26;5;雄鹿;10;1;750000;0;0;2842;0;0;0;0;0;0;0
130;布莱文-奈特;Brevin Knight;1;0;5;72;68;74;77;75;40;40;72;61;76;66;73;57;65;27;6;雄鹿;10;1;900000;0;199716;1345;0;0;0;0;0;0;0
131;埃里克-斯特里克兰;Erick Strickland;1;2;6;71;72;74;77;67;40;45;66;63;76;66;73;53;64;29;7;雄鹿;10;2;1600000;0;0;2843;0;0;0;0;0;0;0
132;丹-加祖里奇;Dan Gadzuric;5;4;5;42;75;40;49;78;78;83;59;63;44;42;48;79;64;24;1;雄鹿;10;2;650000;0;200234;1885;0;0;0;0;0;0;0
133;马库斯-海斯利普;Marcus Haislip;4;5;4;40;76;66;72;76;68;58;42;60;66;60;60;61;61;22;1;雄鹿;10;2;1500000;0;0;2844;0;0;0;0;0;0;0
134;贾森-卡菲;Jason Caffey;4;5;6;40;74;40;66;58;45;74;49;61;45;54;50;52;51;29;8;雄鹿;10;4;550000;0;199520;1106;0;0;0;0;0;0;0
135;斯蒂芬-杰克逊;Stephen Jackson;3;2;8;66;83;81;82;81;61;75;69;74;80;74;79;73;77;24;3;老鹰;11;6;6000000;0;199743;241;0;1;0;0;0;0;0
136;鲍勃-苏拉;Bob Sura;2;1;7;68;81;68;73;78;63;87;73;70;70;65;70;78;74;29;8;老鹰;11;1;6000000;0;199517;1475;0;0;0;0;0;0;0
137;杰森-特里;Jason Terry;1;2;7;73;79;83;83;82;40;45;65;71;84;73;82;58;71;25;4;老鹰;11;3;7500000;0;199910;305;0;0;0;0;0;0;0
138;贾森-科利尔;Jason Collier;5;4;5;54;77;53;63;81;72;84;51;64;54;57;60;77;69;25;3;老鹰;11;1;1500000;0;200015;1923;0;0;0;0;0;0;0
139;克里斯-克劳福德;Chris Crawford;4;5;5;55;79;74;74;79;54;69;63;64;72;65;70;66;68;27;6;老鹰;11;2;3250000;0;199751;1928;0;0;0;0;0;0;0
140;塞尔克-雷布拉夏;Zeljko Rebraca;5;0;5;45;78;40;72;77;79;81;40;63;44;63;56;75;66;30;2;老鹰;11;1;4200000;0;0;2861;0;0;0;0;0;0;0
141;雅克-沃恩;Jacque Vaughn;1;0;6;77;68;67;79;74;40;40;66;63;70;69;73;54;64;27;6;老鹰;11;1;800000;0;0;1553;0;0;0;0;0;0;0
142;乔尔-普尔兹比拉;Joel Przybilla;5;0;5;40;76;40;58;79;70;85;40;63;44;49;50;74;62;23;3;老鹰;11;1;2300000;0;200009;652;0;0;0;0;0;0;0
143;维斯里-佩尔森;Wesley Person;2;3;6;65;71;87;85;64;40;44;47;62;86;73;77;43;62;31;9;老鹰;11;1;7700000;0;0;648;0;0;0;0;0;0;0
144;阿兰-亨德森;Alan Henderson;4;5;4;40;80;40;70;83;65;77;45;62;45;58;53;70;62;30;8;老鹰;11;2;8000000;0;199516;500;0;0;0;0;0;0;0
145;玛玛多-恩迪亚耶;Mamadou N'diaye;5;0;6;40;73;40;50;78;82;75;40;65;44;42;47;74;61;27;3;老鹰;11;1;750000;0;200026;2724;0;0;0;0;0;0;0
146;鲍里斯-迪奥;Boris Diaw;2;3;7;53;77;75;71;78;50;62;40;69;76;59;66;53;60;20;0;老鹰;11;4;1400000;0;200321;207;0;0;0;0;0;0;0
