image;name;nameBirth;potential;positionFirst;positionSecond;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;draft;info;stateHeight;stateWeight
47;科怀-伦纳德;Kawhi Leonard;10;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
48;大卫-罗宾逊;David Robinson;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;216;107
49;奥斯卡-罗伯特森;Oscar Robertson;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;196;93
50;德里克-罗斯;Derrick Rose;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;86
51;皮特-马拉维奇;Pete Maravich;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;86
52;卡尔-马龙;Karl Malone;10;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;113
53;摩西-马龙;Moses Malone;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;102
54;鲍勃-麦卡杜;Bob McAdoo;10;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;102
55;特雷西-麦克格雷迪;Tracy McGrady;10;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;95
56;凯文-麦克海尔;Kevin McHale;10;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;102
57;乔治-麦肯;George Mikan;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;111
58;厄尔-门罗;Earl Monroe;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;79
59;雷吉-米勒;Reggie Miller;10;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;84
60;史蒂夫-纳什;Steve Nash;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;81
61;德克-诺维茨基;Dirk Nowitzki;10;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;111
62;朱利叶斯-欧文;Julius Erving;10;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;95
63;罗伯特-帕里什;Robert Parish;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;102
64;鲍勃-佩蒂特;Bob Pettit;10;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;95
65;加里-佩顿;Gary Payton;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;82
66;斯科蒂-皮蓬;Scottie Pippen;10;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;98
67;萨姆-琼斯;Sam Jones;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;83
68;内特-瑟蒙德;Nate Thurmond;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;99
69;比尔-沙曼;Bill Sharman;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;86
70;约翰-斯托克顿;John Stockton;10;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;77
71;以赛亚-托马斯;Isiah Thomas;10;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;86
72;多米尼克-威尔金斯;Dominique Wilkins;10;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;95
73;兰尼-威尔肯斯;Lenny Wilkens;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;79
74;拉塞尔-威斯布鲁克;Russell Westbrook;10;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;91
75;德维恩-韦德;Dwyane Wade;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;100
76;杰里-韦斯特;Jerry West;10;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;83
77;比尔-沃顿;Bill Walton;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;211;104
78;詹姆斯-沃西;James Worthy;10;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
79;多尔夫-谢伊斯;Dolph Schayes;10;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;95
80;姚明;Yao Ming;10;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;229;140
81;帕特里克-尤因;Patrick Ewing;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;108
82;尼古拉-约基奇;Nikola Jokic;10;5;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;113
83;拉马库斯-阿尔德里奇;LaMarcus Aldridge;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;211;111
84;吉尔伯特-阿里纳斯;Gilbert Arenas;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;196;98
85;安东尼-爱德华兹;Anthony Edwards;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;95
86;卡尔-安东尼-唐斯;Karl-Anthony Towns;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;211;108
87;格雷格-奥登;Greg Oden;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;124
88;杰梅因-奥尼尔;Jermaine ONeal;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;108
89;吉米-巴特勒;Jimmy Butler;9;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
90;拉梅洛-鲍尔;LaMelo Ball;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;82
91;布拉德利-比尔;Bradley Beal;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;93
92;昌西-比卢普斯;Chauncey Billups;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;91
93;克里斯-波什;Chris Bosh;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;106
94;德文-布克;Devin Booker;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;93
95;埃尔顿-布兰德;Elton Brand;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;102
96;杰伦-布朗;Jaylen Brown;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;101
97;拜伦-戴维斯;Baron Davis;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;90
98;德马尔-德罗赞;DeMar DeRozan;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;99
99;乔-杜马斯;Joe Dumars;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;84
100;乔尔-恩比德;Joel Embiid;10;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;113
101;史蒂夫-弗朗西斯;Steve Francis;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;95
102;达龙-福克斯;De’Aaron Fox;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;76
103;布雷克-格里芬;Blake Griffin;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;114
104;德雷蒙德-格林;Draymond Green;9;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;104
105;安芬尼-哈达威;Anfernee Hardaway;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
106;蒂姆-哈达威;Tim Hardaway;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;82
107;理查德-汉密尔顿;Richard Hamilton;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;88
108;本-华莱士;Ben Wallace;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;108
109;拉希德-华莱士;Rasheed Wallace;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;95
110;艾尔-霍福德;Al Horford;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;104
111;朱-霍乐迪;Jrue Holiday;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;92
112;谢伊-吉尔杰斯-亚历山大;Shai Gilgeous-Alexander;10;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;196;82
113;马努-吉诺比利;Manu Ginóbili;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;93
114;保罗-加索尔;Pau Gasol;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;108
115;马克-加索尔;Marc Gasol;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;216;120
116;肖恩-坎普;Shawn Kemp;9;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;104
117;凯德-康宁汉姆;Cade Cunningham;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;95
118;德马库斯-考辛斯;DeMarcus Cousins;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;122
119;扎克-拉文;Zach LaVine;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;90
120;扎克-兰多夫;Zach Randolph;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;106
121;凯文-乐福;Kevin Love;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;114
122;迈克尔-里德;Michael Redd;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;97
123;米奇-里奇蒙德;Mitch Richmond;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;95
124;林书豪;Jeremy Lin;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;91
125;拉沙德-刘易斯;Rashard Lewis;9;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;102
126;拉简-隆多;Rajon Rondo;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;84
127;丹尼斯-罗德曼;Dennis Rodman;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;99
128;布兰登-罗伊;Brandon Roy;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;196;95
129;斯蒂芬-马布里;Stephon Marbury;9;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;90
130;CJ-麦科勒姆;CJ McCollum;9;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;183;82
131;多诺万-米切尔;Donovan Mitchell;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;98
132;贾-莫兰特;Ja Morant;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;79
133;阿朗佐-莫宁;Alonzo Mourning;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;108
134;克里斯-穆林;Chris Mullin;9;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;98
135;迪肯贝-穆托姆博;Dikembe Mutombo;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;218;118
136;凯里-欧文;Kyrie Irving;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;191;87
137;托尼-帕克;Tony Parker;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;84
138;保罗-皮尔斯;Paul Pierce;9;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;106
139;保罗-乔治;Paul George;9;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;99
140;阿维达斯-萨博尼斯;Arvydas Sabonis;9;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;108
141;多曼塔斯-萨博尼斯;Domantas Sabonis;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;211;108
142;厄尔-麦尼考尔特;Earl Manigault;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;-
143;奥斯卡-施密特;Oscar Schmidt;10;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;-
144;阿玛雷-斯塔德迈尔;Amar'e Stoudemire;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;111
145;佩贾-斯托亚科维奇;Peja Stojaković;9;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;104
146;杰森-塔图姆;Jayson Tatum;10;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;95
147;克莱-汤普森;Klay Thompson;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;102
148;安德鲁-威金斯;Andrew Wiggins;9;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;89
149;德隆-威廉姆斯;Deron Williams;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;93
150;蔡恩-威廉森;Zion Williamson;9;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;129
151;克里斯-韦伯;Chris Webber;9;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;111
152;斯伯特-韦伯;Spud Webb;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;165;60
153;维克托-文班亚马;Victor Wembanyama;9;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
154;约翰-沃尔;John Wall;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;95
155;肯巴-沃克;Kemba Walker;9;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;184;83
156;本-西蒙斯;Ben Simmons;9;1;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;108
157;帕斯卡尔-西亚卡姆;Pascal Siakam;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;104
158;格兰特-希尔;Grant Hill;9;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;102
159;阿兰-休斯顿;Allan Houston;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;95
160;特雷-杨;Trae Young;9;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;82
161;易建联;Yi Jianlian;9;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;212;108
162;布兰登-英格拉姆;Brandon Ingram;9;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;86
163;拉里-约翰逊;Larry Johnson;9;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;196;104
164;乔-约翰逊;Joe Johnson;9;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;108
165;阿不都沙拉木;Abudushalamu Abudurexiti;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
166;谢里夫-阿布杜-拉希姆;Shareef Abdur-Rahim;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;102
167;埃德里斯-阿德巴约;Bam Adebayo;8;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
168;拉夫-阿尔斯通;Rafer Alston;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;183;77
169;特雷沃-阿里扎;Trevor Ariza;8;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;205;100
170;托尼-阿伦;Tony Allen;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;97
171;罗恩-阿泰斯特;Metta World Peace;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;108
172;泰瑞克-埃文斯;Tyreke Evans;8;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;100
173;德安德烈-艾顿;Deandre Ayton;8;5;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;216;113
174;蒙塔-艾利斯;Monta Ellis;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;190;91
175;贾登-艾维;Jaden Ivey;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
176;拉玛尔-奥多姆;Lamar Odom;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;104
177;查尔斯-奥克利;Charles Oakley;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;99
178;梅米特-奥库;Mehmet Okur;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;108
179;维克托-奥拉迪波;Victor Oladipo;8;2;1;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;193;95
180;八村塁;Rui Hachimura;8;4;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
181;肖恩-巴蒂尔;Shane Battier;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;203;100
182;斯科蒂-巴恩斯;Scottie Barnes;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;102
183;马文-巴格利;Marvin Bagley;7;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;109
184;RJ-巴雷特;RJ Barrett;8;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;93
185;安德里亚-巴尼亚尼;Andrea Bargnani;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;108
186;巴特尔;Mengke Bateer;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
187;卡隆-巴特勒;Caron Butler;8;3;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;201;103
188;尼古拉斯-巴图姆;Nicolas Batum;8;3;4;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;95
189;安德鲁-拜纳姆;Andrew Bynum;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;129
190;保罗-班凯罗;Paolo Banchero;8;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;0;0
191;朗佐-鲍尔;Lonzo Ball;8;1;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;86
192;德斯蒙德-贝恩;Desmond Bane;8;2;3;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;98
193;杰里-贝勒斯;Jerryd Bayless;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;91
194;马利克-比斯利;Malik Beasley;8;2;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;198;94
195;迈克尔-比斯利;Michael Beasley;8;4;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;206;107
196;迈克-毕比;Mike Bibby;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;188;86
197;克里斯塔普斯-波尔津吉斯;Kristaps Porziņģis;8;4;5;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;221;109
198;博扬-博格达诺维奇;Bojan Bogdanovic;8;3;2;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;208;108
199;安德鲁-博古特;Andrew Bogut;8;5;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;213;117
200;特雷尔-布兰登;Terrell Brandon;8;1;0;0;0;0;0;0;0;0;0;0;0;0;-25;-25;-25;18;0;0;185;82
