name;team;teamID;age;yearsContract;salary;techLevel;techDev;baseShotIntPercent;baseShotTriplePercent;baseOffensive;baseDefense;loyalty
厄尔-沃特森;0;0;37;0;0;0;1;41;41;38;39;10
莱昂内尔-霍林斯;0;0;63;0;0;1;1;37;38;39;43;10
杰夫-霍纳塞克;0;0;53;0;0;0;0;39;38;39;39;10
卢克-沃顿;0;0;36;0;0;0;0;35;42;43;39;10
斯坦-范甘迪;0;0;57;0;0;1;0;40;38;39;45;10
德里克-费舍尔;0;0;42;0;0;-2;-2;39;39;39;41;10
劳埃德-皮尔斯;0;0;41;0;0;1;0;38;42;44;37;10
肯尼-阿特金森;0;0;49;0;0;0;1;38;44;41;37;10
布拉德-史蒂文斯;0;0;40;0;0;2;1;35;44;44;36;10
埃托雷-梅西纳;0;0;56;0;0;1;1;39;36;38;46;10
大卫-费兹戴尔;0;0;42;0;0;0;0;39;39;41;40;10
布莱恩-肖;0;0;50;0;0;0;0;38;38;39;41;10
乔治-卡尔;0;0;65;0;0;1;1;35;46;43;38;10
詹姆斯-伯雷格;0;0;43;0;0;0;1;39;39;38;38;10
阿尔文-金特里;0;0;62;0;0;0;2;35;44;42;36;10
弗兰克-沃格尔;0;0;42;0;0;1;1;37;35;36;44;10
奎因-斯奈德;0;0;50;0;0;0;1;38;42;42;36;10
乔-马祖拉;0;0;42;0;0;1;1;37;42;43;38;10
雅克-沃恩;0;0;47;0;0;1;1;39;39;39;38;10
汤姆-锡伯杜;0;0;58;0;0;1;0;40;35;38;45;10
道格-里弗斯;0;0;55;0;0;1;1;38;38;41;39;10
尼克-纳斯;0;0;40;0;0;1;1;39;38;37;44;10
比利-多诺万;0;0;51;0;0;1;1;41;39;41;41;10
比克斯塔夫;0;0;40;0;0;1;1;41;39;41;38;10
德维恩-凯西;0;0;59;0;0;1;1;39;40;41;38;10
里克-卡莱尔;0;0;57;0;0;2;1;37;44;44;37;10
迈克-布登霍尔泽;0;0;47;0;0;2;1;35;44;43;37;10
内特-麦克米兰;0;0;52;0;0;1;0;45;37;36;43;10
斯蒂夫-克里福德;0;0;65;0;0;0;1;39;38;37;44;10
埃里克-斯波尔斯特拉;0;0;46;0;0;2;1;38;36;38;45;10
贾马尔-莫斯利;0;0;43;0;0;0;1;39;38;39;45;10
小韦斯-昂塞尔德;0;0;48;0;0;1;0;42;36;38;43;10
贾森-基德;0;0;49;0;0;1;1;37;45;41;38;10
斯蒂芬-塞拉斯;0;0;45;0;0;1;0;38;40;39;38;10
泰勒-詹金斯;0;0;43;0;0;1;1;35;43;44;38;10
威利-格林;0;0;40;0;0;1;1;42;34;41;41;10
格雷格-波波维奇;0;0;67;0;0;2;2;45;37;42;40;10
迈克-马龙;0;0;45;0;0;1;1;41;40;38;41;10
克里斯-芬奇;0;0;53;0;0;1;1;44;37;40;43;10
昌西-比卢普斯;0;0;46;0;0;0;1;43;35;36;42;10
马克-戴格诺特;0;0;42;0;0;0;2;39;40;41;38;10
威尔-哈迪;0;0;34;0;0;0;1;35;45;44;36;10
斯蒂夫-科尔;0;0;51;0;0;1;2;37;41;42;38;10
泰伦-卢;0;0;39;0;0;0;2;38;43;42;36;10
达尔文-哈姆;0;0;49;0;0;0;1;39;38;36;43;10
蒙蒂-威廉姆斯;0;0;42;0;0;2;1;36;44;43;36;10
迈克-布朗;0;0;52;0;0;0;2;39;38;39;45;10
