No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
18;杰夫-麦金尼斯;Jeff McInnis;1;2;7;78;69;72;74;76;62;64;73;68;67;71;74;70;72;31;9;篮网;2;1;5681962;0;199637;1280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;克里弗德-罗宾逊;Clifford Robinson;4;3;7;63;71;70;77;80;69;72;61;70;65;71;70;72;71;39;16;篮网;2;1;4002181;0;198936;590;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;波斯简-纳赫巴;Bostjan Nachbar;4;3;6;65;67;82;78;75;67;67;65;70;67;74;73;69;71;25;3;篮网;2;1;6403083;0;200215;2054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;雅克-沃恩;Jacque Vaughn;1;2;6;68;73;63;70;76;58;62;71;69;65;70;68;68;68;30;8;篮网;2;1;6688840;0;199727;1553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;拉蒙德-穆雷;Lamond Murray;3;4;6;64;66;76;70;77;65;67;66;64;63;62;66;69;68;32;11;篮网;2;1;7367264;0;199407;632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;杰森-科林斯;Jason Collins;5;0;6;58;72;50;61;80;74;75;55;68;57;60;60;75;68;27;4;篮网;2;2;11739929;0;200118;1924;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;安托万-怀特;Antoine Wright;2;3;5;69;69;66;73;77;63;66;69;62;63;62;65;70;67;21;0;篮网;2;1;5419566;0;200515;1861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;斯科特-帕吉特;Scott Padgett;4;0;6;65;64;73;71;72;67;68;64;66;67;62;67;68;67;29;6;篮网;2;1;5550225;0;199928;2066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;佐兰-普拉尼尼奇;Zoran Planinic;2;3;5;64;65;68;66;70;64;63;62;64;65;64;63;63;63;23;2;篮网;2;1;6561447;0;200322;2084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;斯蒂芬-马布里;Stephon Marbury;2;1;9;80;81;76;84;82;62;65;70;81;75;84;83;71;78;28;9;尼克斯;3;3;10691359;0;199604;129;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;贾马尔-克劳福德;Jamal Crawford;2;1;8;74;73;79;78;82;62;63;69;79;76;78;78;70;75;25;5;尼克斯;3;2;11411432;0;200008;250;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;史蒂夫-弗朗西斯;Steve Francis;1;2;8;77;77;72;76;80;62;61;69;76;72;78;78;69;74;28;6;尼克斯;3;1;5762103;0;199902;101;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
30;钱宁-弗莱;Channing Frye;5;4;7;62;74;72;80;76;70;73;55;75;70;79;75;71;73;22;0;尼克斯;3;2;10483569;0;200508;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;大卫-李;David Lee;4;5;8;64;81;62;70;77;67;74;62;75;63;66;70;71;71;22;0;尼克斯;3;1;4910588;0;200530;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;昆廷-理查德森;Quentin Richardson;3;2;7;62;68;78;70;77;67;67;72;72;74;68;69;72;71;25;5;尼克斯;3;2;11917415;0;200018;582;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;埃迪-库里;Eddy Curry;5;0;7;62;82;52;63;76;72;79;52;80;52;67;67;73;70;23;4;尼克斯;3;2;10503451;0;200104;556;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;安东尼奥-戴维斯;Antonio Davis;4;5;7;62;73;55;65;78;71;76;65;68;60;65;63;75;69;37;15;尼克斯;3;1;4065750;0;199045;915;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;莫里斯-泰勒;Maurice Taylor;4;0;6;63;79;59;70;78;69;71;61;70;62;65;68;71;69;29;8;尼克斯;3;1;6906166;0;199714;2154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;内特-罗宾逊;Nate Robinson;1;0;7;69;70;71;72;83;55;61;66;74;68;72;71;67;69;21;0;尼克斯;3;2;11025493;0;200521;264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;昆特尔-伍兹;Qyntel Woods;3;4;6;60;71;69;71;74;66;66;68;67;65;65;65;69;68;24;3;尼克斯;3;1;7996571;0;200221;2225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;马里克-罗斯;Malik Rose;4;3;6;65;71;60;64;78;65;70;63;65;61;66;64;70;67;31;9;尼克斯;3;1;6525886;0;199644;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;杰齐-巴特勒;Jackie Butler;5;4;6;62;72;57;62;74;68;72;60;69;60;64;63;70;67;20;1;尼克斯;3;1;7867479;0;200400;834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;杰罗姆-詹姆斯;Jerome James;5;0;5;55;73;57;60;77;68;71;54;63;57;63;61;69;65;30;7;尼克斯;3;1;6985325;0;199836;1631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;阿伦-艾弗森;Allen Iverson;1;2;10;85;88;83;93;91;63;65;76;92;88;94;96;78;88;30;9;76人;4;2;14008351;0;199601;17;0;6;2;3;3;0;0;0;0;0;1;4;3;0;0;0;0;1;0;0;0
42;克里斯-韦伯;Chris Webber;4;0;8;76;85;65;78;83;74;88;72;88;60;83;81;84;82;32;12;76人;4;3;16245627;0;199301;151;0;5;0;1;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
43;安德烈-伊戈达拉;Andre Iguodala;3;2;8;76;82;73;74;88;71;73;83;80;70;72;77;83;81;21;1;76人;4;2;15837693;0;200409;332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;萨缪埃尔-戴勒姆波特;Samuel Dalembert;5;0;7;55;77;52;68;81;90;85;59;75;59;66;65;86;76;24;4;76人;4;3;14177329;0;200126;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;凯尔-科沃尔;Kyle Korver;2;3;7;65;68;87;82;78;62;66;68;67;80;71;76;69;73;24;2;76人;4;1;7563762;0;200351;249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;约翰-萨尔蒙斯;John Salmons;2;1;7;70;74;70;78;78;62;63;70;72;67;75;72;69;71;26;3;76人;4;1;6568554;0;200226;1426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;马特-巴恩斯;Matt Barnes;3;2;7;61;70;76;70;76;67;67;77;67;74;65;68;73;71;25;3;76人;4;1;7663482;0;200246;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;威利-格林;Willie Green;2;1;7;68;71;72;75;78;60;63;71;74;68;70;71;69;70;24;2;76人;4;1;4396088;0;200341;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;斯蒂文-亨特;Steven Hunter;5;4;4;53;73;52;64;78;76;73;60;69;58;63;61;75;68;24;4;76人;4;2;12433944;0;200115;1852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;李-耐龙;Lee Nailon;3;4;6;63;71;65;69;77;64;65;68;67;61;64;64;69;67;30;6;76人;4;1;4700138;0;199943;2057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;迈克尔-布拉德利;Michael Bradley;4;5;5;62;68;59;62;79;69;68;60;62;60;60;60;70;66;26;4;76人;4;1;4825715;0;200117;2741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;沙福里克-兰多夫;Shavlik Randolph;4;0;6;58;72;62;67;72;67;72;59;67;60;64;63;68;66;22;0;76人;4;1;4901542;0;200500;3039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;路易斯-威廉姆斯;Lou Williams;2;1;8;66;72;68;74;73;56;59;62;70;68;73;69;61;65;19;0;76人;4;1;4963126;0;200545;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;詹姆斯-托马斯;James Thomas;4;3;5;61;69;60;61;74;65;65;60;61;60;63;60;66;63;25;1;76人;4;1;5487413;0;200400;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;凯文-奥利;Kevin Ollie;1;0;6;64;70;64;69;73;60;61;61;63;62;62;64;62;63;33;8;76人;4;1;6647471;0;199700;2852;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;克里斯-波什;Chris Bosh;4;5;9;68;87;72;86;89;79;86;72;88;71;85;83;87;85;21;2;猛龙;5;2;15401521;0;200304;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;莫里斯-皮特森;Morris Peterson;2;3;7;71;74;85;78;82;63;68;76;78;82;75;79;75;77;28;5;猛龙;5;2;10774707;0;200021;2082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;迈克-詹姆斯;Michael Lamont James;1;0;7;77;75;86;80;81;57;59;68;81;85;78;85;67;77;30;4;猛龙;5;2;16692446;0;200100;1633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;杰伦-罗斯;Jalen Rose;2;3;7;68;79;77;82;80;64;67;76;73;72;74;76;74;75;32;11;猛龙;5;1;4745299;0;199413;596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;何塞-卡尔德隆;Jose Calderon;1;0;7;82;72;73;76;77;62;63;70;70;68;72;77;69;74;24;0;猛龙;5;1;6275651;0;200500;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;查理-维兰纽瓦;Charlie Villanueva;4;5;7;63;78;69;78;82;71;76;59;75;69;73;74;75;74;21;0;猛龙;5;2;11952411;0;200507;2202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;马特-邦纳;Matt Bonner;4;5;7;56;70;88;80;71;65;65;51;68;75;63;72;62;67;25;2;猛龙;5;1;4998977;0;200345;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;乔伊-格拉汉姆;Joey Graham;3;4;6;58;70;68;67;71;64;68;67;69;65;70;64;67;67;23;0;猛龙;5;1;6275651;0;200516;1804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;埃里克-威廉姆斯;Eric Williams;3;2;6;59;68;70;64;75;64;64;66;67;62;64;63;67;66;33;10;猛龙;5;1;4774070;0;199514;1520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;阿尔文-威廉姆斯;Alvin Williams;2;1;5;59;60;60;67;74;57;74;68;63;66;66;59;69;64;31;8;猛龙;5;1;500000;0;199748;2180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;劳伦-伍兹;Loren Woods;4;5;5;59;66;51;66;76;70;69;55;67;60;62;59;69;64;27;4;猛龙;5;1;4677461;0;200146;2226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;达里克-马丁;Darrick Martin;1;0;6;68;65;64;65;72;61;59;64;63;66;62;64;63;64;34;11;猛龙;5;1;4913072;0;199400;1250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;佩普-索;Pape Sow;5;0;5;52;72;60;63;71;68;71;52;64;61;64;61;67;64;24;1;猛龙;5;1;5195387;0;200447;2791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;安德烈-巴雷特;Andre Barrett;2;3;6;64;67;66;67;71;62;63;66;66;67;62;64;65;64;23;1;猛龙;5;1;6426763;0;200400;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;拉菲尔-阿鲁尤;Rafael Araujo;5;0;5;51;71;55;62;75;67;70;51;63;56;62;58;67;63;25;1;猛龙;5;1;6368010;0;200408;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;洛尔-邓;Luol Deng;3;4;8;68;82;76;80;85;72;77;81;81;72;77;78;83;81;20;1;公牛;6;2;10431142;0;200407;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;柯克-辛里奇;Kirk Hinrich;1;2;8;83;75;82;79;83;65;64;74;75;77;79;84;74;80;24;2;公牛;6;4;19307935;0;200307;328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;泰森-钱德勒;Tyson Chandler;5;0;8;61;81;59;64;84;85;88;66;78;58;64;68;88;78;23;4;公牛;6;3;16597511;0;200102;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;本-戈登;Ben Gordon;2;1;8;70;71;87;81;83;66;64;71;75;85;81;81;73;77;22;1;公牛;6;2;10916336;0;200403;472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
75;安德烈斯-诺西奥尼;Andrés Nocioni;4;3;7;65;75;81;80;81;67;74;69;75;74;77;78;75;76;26;1;公牛;6;2;11069151;0;200400;1372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;克里斯-杜洪;Chris Duhon;1;0;6;82;74;78;72;79;59;61;69;69;72;70;78;68;74;23;1;公牛;6;2;12203825;0;200438;946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;达柳斯-桑盖拉;Darius Songaila;4;0;6;64;78;66;72;80;71;73;59;71;60;72;70;73;72;27;3;公牛;6;1;7791286;0;200250;1436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;杰尼罗-帕戈;Jannero Pargo;1;2;6;72;67;73;69;77;57;60;71;61;66;69;70;67;69;26;3;公牛;6;1;7040854;0;200200;2848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;迈克尔-斯维特尼;Michael Sweetney;4;5;6;60;72;57;66;78;74;76;57;72;58;65;64;74;69;23;2;公牛;6;2;10483519;0;200309;2151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;奥塞拉-哈灵顿;Othella Harrington;4;5;6;63;72;61;78;78;67;71;62;65;59;65;66;71;69;31;9;公牛;6;3;16144405;0;199630;1827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;马里克-阿伦;Malik Allen;4;5;6;60;69;62;74;77;68;72;60;66;60;70;65;71;68;27;3;公牛;6;2;11999177;0;200200;2865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;卢克-辛歇尔;Luke Schenscher;5;0;5;52;78;51;65;74;71;72;50;65;50;62;59;69;64;23;0;公牛;6;2;12559173;0;200500;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;艾迪-巴斯顿;Eddie Basden;2;3;5;60;64;68;66;75;61;65;64;62;63;62;61;66;63;22;0;公牛;6;1;4140788;0;200500;5001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;埃里克-皮亚考斯基;Eric Piatkowski;2;3;5;64;64;66;71;74;57;58;60;62;64;61;63;61;62;35;11;公牛;6;1;6384940;0;199415;1393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;勒布朗-詹姆斯;LeBron James;3;4;10;85;95;77;81;96;75;79;84;95;79;88;91;89;91;21;2;骑士;7;4;21535351;0;200301;2;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
86;扎诸纳斯-伊尔戈斯卡斯;Zydrunas Ilgauskas;5;0;8;67;84;65;78;79;80;84;59;80;62;74;76;81;79;30;9;骑士;7;4;19962569;0;199620;1592;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;拉里-休斯;Larry Hughes;2;1;7;72;76;82;80;81;61;66;79;76;79;81;80;74;77;26;7;骑士;7;2;15487182;0;199808;329;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
88;唐耶尔-马绍尔;Donyell Marshall;3;4;7;61;72;80;76;79;71;71;78;70;73;65;71;77;75;32;11;骑士;7;2;11455211;0;199400;1266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;德鲁-古登;Drew Gooden;4;0;7;61;80;62;76;82;72;79;65;78;60;72;71;78;74;24;3;骑士;7;2;12290372;0;200204;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;达蒙-琼斯;Damon Jones;1;2;7;72;70;84;76;78;62;62;70;69;82;73;78;69;74;29;6;骑士;7;1;67533450;0;199900;2842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;罗纳德-穆雷;Ronald Murray;2;0;7;68;78;68;76;78;65;64;69;81;70;74;73;70;72;26;3;骑士;7;1;4229040;0;200242;2051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;埃里克-斯诺;Eric Snow;1;0;7;81;68;66;74;80;61;64;72;64;62;72;72;71;72;32;10;骑士;7;2;10631249;0;199543;1464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
93;安德森-瓦莱乔;Anderson Varejão;5;4;7;62;75;58;65;79;71;74;70;69;58;62;65;76;70;23;1;骑士;7;1;4777981;0;200430;701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;亚历山大-帕夫洛维奇;Sasha Pavlović;2;3;7;63;68;74;72;76;66;65;66;65;67;68;67;68;68;22;2;骑士;7;1;6998109;0;200319;1374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;阿兰-亨德森;Alan Henderson;4;0;6;62;73;58;65;78;71;69;55;62;60;63;62;70;66;33;10;骑士;7;1;5232327;0;199516;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;吉登-汉密尔顿;Zendon Hamilton;5;0;5;51;75;54;62;81;70;68;55;62;50;64;58;71;65;30;5;骑士;7;1;7151316;0;200000;2834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
97;卢克-杰克逊;Luke Jackson;3;2;6;55;63;70;68;75;58;62;62;63;62;63;61;63;63;24;1;骑士;7;1;6000029;0;200410;1095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;伊拉-纽贝尔;Ira Newble;3;2;6;54;66;60;65;72;58;61;52;62;60;61;58;58;59;30;5;骑士;7;1;6023945;0;200000;2851;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;斯蒂芬-格拉汉姆;Stephen Graham;2;3;6;53;70;63;69;72;55;62;55;63;63;62;60;59;59;23;0;骑士;7;1;7953113;0;200500;3027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;迈克-威尔克斯;Mike Wilks;1;0;5;67;66;62;66;67;52;50;54;62;64;61;63;52;58;26;3;骑士;7;1;7295922;0;200200;1516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;昌西-比卢普斯;Chauncey Billups;1;0;9;88;76;88;85;87;65;65;78;76;87;83;91;78;85;29;8;活塞;8;3;15627821;0;199703;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;泰肖恩-普林斯;Tayshaun Prince;3;4;8;72;82;77;81;88;72;76;83;79;74;82;80;84;83;25;3;活塞;8;2;14417340;0;200223;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;拉希德-华莱士;Rasheed Wallace;4;5;8;66;80;82;81;86;83;79;70;76;79;82;81;85;83;31;10;活塞;8;2;16377708;0;199504;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;理查德-汉密尔顿;Richard Hamilton;2;3;8;72;86;74;92;90;67;66;75;84;72;89;83;78;81;27;6;活塞;8;2;14568249;0;199907;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;本-华莱士;Ben Wallace;5;0;8;60;77;50;65;90;90;92;73;74;55;64;64;95;80;31;9;活塞;8;2;16780547;0;199600;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;安东尼奥-麦克戴斯;Antonio McDyess;4;5;7;65;82;58;76;80;75;79;64;75;60;70;71;78;74;31;10;活塞;8;2;10524451;0;199502;611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;卡洛斯-阿罗约;Carlos Arroyo;1;0;6;71;68;72;82;78;62;63;69;69;67;80;74;69;72;26;4;活塞;8;1;4514937;0;200100;762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;卡洛斯-德尔菲诺;Carlos Delfino;3;2;7;69;68;77;75;76;64;69;68;68;72;70;72;70;72;23;2;活塞;8;1;5637247;0;200325;1767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;莫里斯-埃文斯;Maurice Evans;2;3;6;60;73;79;70;78;65;67;72;65;70;64;68;72;70;27;4;活塞;8;1;7083892;0;200100;3043;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;托尼-德尔克;Tony Delk;1;0;6;70;67;75;71;78;58;60;67;67;65;68;71;66;69;31;9;活塞;8;1;6660230;0;199616;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
