No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;stateInjury;draft;image;info;rings;mvps;fmvps;allTeam1;allTeam2;allTeam3
39;蒙蒂-威廉姆斯;Monty Williams;3;4;5;63;71;55;68;50;70;68;70;56;58;60;59;62;62;25;2;尼克斯;3;2;1550000;0;199424;2185;0;0;0;0;0;0;0
40;JR-瑞德;J.R. Reid;4;0;5;48;57;48;68;54;48;53;48;54;51;56;49;44;47;28;0;尼克斯;3;1;820000;0;198905;2106;0;0;0;0;0;0;0
41;弗农-麦克斯韦尔;Vernon Maxwell;1;2;7;82;74;76;70;84;70;65;70;61;78;63;76;74;75;31;8;76人;4;2;4000000;0;198847;1293;0;2;0;0;0;0;0
42;杰里-斯塔克豪斯;Jerry Stackhouse;2;3;8;72;74;70;68;99;70;65;70;76;72;61;70;80;75;21;1;76人;4;2;6168000;0;199503;680;0;0;0;0;0;0;0
43;肖恩-布拉德利;Shawn Bradley;5;4;7;55;61;55;74;55;99;94;70;60;56;65;58;86;73;24;3;76人;4;3;11120000;0;199302;407;0;0;0;0;0;0;0
44;克莱伦斯-威瑟斯庞;Clarence Weatherspoon;4;3;7;55;89;55;68;67;70;95;70;69;57;61;65;78;72;26;4;76人;4;3;15170000;0;199209;2194;0;0;0;0;0;0;0
45;杰夫-马龙;Jeff Malone;2;3;7;82;72;70;82;60;70;65;73;63;72;75;76;66;72;35;13;76人;4;1;7730000;0;198310;1261;0;0;0;0;0;0;0
46;斯格特-威廉姆斯;Scott Williams;4;5;6;55;62;55;66;65;70;96;70;59;57;57;55;77;67;28;6;76人;4;3;6960000;0;199000;2191;0;3;0;0;0;0;0
47;沙隆-怀特;Sharone Wright;5;4;6;55;76;55;65;60;79;78;70;60;56;59;60;73;67;23;1;76人;4;2;10190000;0;199406;1061;0;0;0;0;0;0;0
48;埃尔摩尔-本内特;Elmer Bennett;1;0;5;84;60;55;70;60;70;65;70;55;60;62;66;65;66;26;4;76人;4;2;1410000;0;199238;1715;0;0;0;0;0;0;0
49;理查德-杜马斯;Richard Dumas;3;0;6;70;68;62;65;60;70;65;70;57;64;58;62;65;65;27;5;76人;4;1;1340000;0;199146;1780;0;0;0;0;0;0;0
50;格雷格-格雷厄姆;Greg Graham;2;0;5;76;62;58;70;60;70;65;70;55;61;62;62;65;64;25;3;76人;4;2;2992000;0;198952;1813;0;0;0;0;0;0;0
51;蒂姆-佩里;Tim Perry;4;0;5;56;74;55;65;60;70;70;70;58;57;57;58;66;62;31;8;76人;4;3;6130000;0;198807;2077;0;0;0;0;0;0;0
52;德里克-阿尔斯通;Derrick Alston;4;5;5;56;66;55;65;60;70;68;70;55;57;56;55;66;61;24;2;76人;4;1;1480000;0;199433;1638;0;0;0;0;0;0;0
53;特雷沃-鲁芬;Trevor Ruffin;1;2;6;70;65;66;74;60;48;48;55;59;69;63;67;48;59;26;0;76人;4;2;900000;0;199000;1974;0;0;0;0;0;0;0
54;达蒙-斯塔德迈尔;Damon Stoudamire;1;0;8;90;70;82;88;84;70;65;75;71;83;81;88;76;83;23;0;猛龙;5;3;3390000;0;199507;678;0;0;0;0;0;0;0
55;奥利弗-米勒;Oliver Miller;5;0;7;55;86;55;73;70;85;82;70;69;56;67;68;81;75;26;4;猛龙;5;3;7628000;0;199222;620;0;0;0;0;0;0;0
56;特雷西-穆雷;Tracy Murray;3;0;7;62;74;80;79;80;70;66;70;68;79;69;73;73;74;25;4;猛龙;5;2;1360000;0;199218;633;0;1;0;0;0;0;0
57;埃尔文-罗伯特森;Alvin Robertson;2;0;7;68;66;64;74;80;70;65;99;66;66;64;66;84;74;34;12;猛龙;5;1;1500000;0;198407;593;0;0;0;0;0;0;0
58;威利-安德森;Willie Anderson;3;2;7;74;70;66;66;80;70;65;83;62;67;60;66;77;73;29;8;猛龙;5;1;6300000;0;198810;1677;0;0;0;0;0;0;0
59;艾德-平克尼;Ed Pinckney;4;0;6;55;70;55;65;80;70;79;70;60;57;57;58;77;68;33;11;猛龙;5;1;5774000;0;198510;2083;0;0;0;0;0;0;0
60;阿西-厄尔;Acie Earl;5;0;6;56;76;55;65;50;83;73;70;57;56;59;60;69;65;26;3;猛龙;5;3;2260000;0;199319;1785;0;0;0;0;0;0;0
61;扎恩-塔巴克;Zan Tabak;5;0;6;55;69;55;65;72;70;71;70;59;56;58;58;71;65;26;5;猛龙;5;3;1250000;0;199151;1477;0;2;0;0;0;0;0
62;约翰-塞利;John Salley;5;4;6;55;80;55;66;50;73;79;75;61;56;60;62;68;65;32;10;猛龙;5;2;7938000;0;198611;1434;0;2;0;0;0;0;0
63;吉米-金;Jimmy King;2;0;5;74;68;60;65;50;70;65;81;56;63;58;63;66;64;22;1;猛龙;5;3;1400000;0;199535;1897;0;0;0;0;0;0;0
64;托尼-马森伯格;Tony Massenburg;4;0;6;55;78;55;65;65;70;71;70;61;57;57;60;69;64;29;6;猛龙;5;1;1350000;0;199043;1263;0;0;0;0;0;0;0
65;维克多-亚历山大;Victor Alexander;5;0;5;55;70;55;65;60;70;70;70;56;56;58;58;66;62;23;5;猛龙;5;1;4430000;0;199000;2253;0;0;0;0;0;0;0
66;卡洛斯-罗杰斯;Carlos Rogers;3;4;5;55;60;55;65;45;70;90;70;55;58;54;53;68;61;25;2;猛龙;5;2;1880000;0;199411;1987;0;0;0;0;0;0;0
67;迈克尔-乔丹;Michael Jordan;2;1;11;81;96;88;86;99;91;78;99;97;85;90;93;101;97;33;12;公牛;6;2;18210000;0;198403;1;0;3;3;3;7;1;0
68;斯科蒂-皮蓬;Scottie Pippen;3;4;10;88;86;61;79;92;87;76;99;85;60;80;81;96;89;31;9;公牛;6;3;15820000;0;198705;66;0;3;0;0;2;1;1
69;丹尼斯-罗德曼;Dennis Rodman;4;5;9;57;70;55;65;99;98;99;70;62;57;57;58;102;81;35;10;公牛;6;2;8160000;0;198627;127;0;2;0;0;0;0;2
70;罗恩-哈珀;Ron Harper;1;2;7;84;84;60;79;88;70;72;85;68;64;76;77;85;80;32;10;公牛;6;3;8700000;0;198608;491;0;0;0;0;0;0;0
71;卢克-朗利;Lucien Longley;5;0;8;64;82;55;84;84;81;86;70;66;56;78;71;86;79;27;5;公牛;6;2;7590000;0;199107;574;0;0;0;0;0;0;0
72;托尼-库科奇;Toni Kukoč;3;4;7;87;69;69;61;99;70;67;70;88;65;73;75;80;78;28;6;公牛;6;3;9400000;0;199029;1165;0;0;0;0;0;0;0
73;比尔-温宁顿;Bill Wennington;5;4;7;55;76;55;82;77;79;76;70;73;59;74;68;79;74;33;11;公牛;6;2;2320000;0;198516;1548;0;0;0;0;0;0;0
74;斯蒂夫-科尔;Steve Kerr;1;2;7;61;76;90;89;72;60;59;70;63;90;81;80;65;74;31;8;公牛;6;2;1400000;0;198850;542;0;0;0;0;0;0;0
75;朱德-布伊奇勒;Jud Buechler;3;2;7;72;76;73;74;74;70;65;70;69;69;71;73;70;73;28;6;公牛;6;2;1250000;0;199038;905;0;0;0;0;0;0;0
76;迪克-辛普金斯;Dickey Simpkins;4;0;6;58;70;55;65;70;95;68;70;61;57;57;58;79;69;24;2;公牛;6;2;1620000;0;199421;1580;0;0;0;0;0;0;0
77;贾森-卡菲;Jason Caffey;4;0;7;55;72;55;65;67;70;83;70;65;57;57;59;74;67;23;0;公牛;6;3;1430000;0;199520;1106;0;0;0;0;0;0;0
78;杰克-哈利;Jack Haley;5;4;5;55;73;55;70;66;70;76;70;56;56;63;60;71;66;32;9;公牛;6;2;1500000;0;198779;1016;0;0;0;0;0;0;0
79;兰迪-布朗;Randy Brown;2;1;5;74;55;55;68;50;70;65;70;55;59;59;59;62;60;28;5;公牛;6;2;2040000;0;199131;1744;0;0;0;0;0;0;0
80;詹姆斯-爱德华兹;James Edwards;5;0;5;55;60;55;65;50;70;65;70;54;56;57;54;61;58;36;19;公牛;6;1;1170000;0;197746;1674;0;2;0;0;0;0;0
81;特雷尔-布兰登;Terrell Brandon;1;0;9;87;80;83;86;90;50;60;85;79;84;80;89;77;84;26;5;骑士;7;4;2740000;0;199111;200;0;0;0;0;0;0;0
82;克里斯-米尔斯;Chris Mills;3;0;7;65;81;79;82;80;70;74;78;70;78;74;77;78;79;26;3;骑士;7;3;4220000;0;199322;618;0;0;0;0;0;0;0
83;丹-马尔利;Dan Majerle;2;3;7;71;70;81;80;89;70;71;70;69;81;70;76;78;77;31;8;骑士;7;3;11650000;0;198814;602;0;0;0;0;0;0;0
84;鲍比-菲尔斯;Bobby Phills;2;0;7;80;80;74;74;74;70;65;83;71;75;69;77;76;77;26;5;骑士;7;3;4712000;0;199145;457;0;0;0;0;0;0;0
85;丹尼-费里;Danny Ferry;3;4;7;65;68;78;87;77;70;77;70;66;77;77;75;75;76;30;7;骑士;7;5;16902000;0;198902;460;0;0;0;0;0;0;0
86;鲍勃-苏拉;Bob Sura;2;0;7;82;58;84;65;82;70;65;70;61;83;58;73;73;73;23;0;骑士;7;3;1280000;0;199517;1475;0;0;0;0;0;0;0
87;约翰-克罗蒂;John Crotty;1;0;7;76;74;72;92;60;70;65;70;58;74;81;78;65;73;27;4;骑士;7;2;1000000;0;199000;1162;0;0;0;0;0;0;0
88;特伊隆-希尔;Tyrone Hill;4;0;7;55;80;55;65;66;70;95;70;66;57;58;61;77;70;28;6;骑士;7;3;10000000;0;199011;1571;0;0;0;0;0;0;0
89;约翰-阿米奇;John Amaechi;5;4;7;55;74;55;74;84;70;70;70;64;56;67;63;76;70;25;1;骑士;7;1;1490000;0;199000;763;0;0;0;0;0;0;0
90;迈克尔-凯奇;Michael Cage;5;4;7;56;82;55;65;45;70;92;70;62;56;59;63;69;66;34;12;骑士;7;2;6904000;0;198414;1118;0;0;0;0;0;0;0
91;安东尼奥-朗;Antonio Lang;3;4;6;64;68;55;70;70;70;65;70;58;58;61;60;69;65;24;2;骑士;7;2;1260000;0;199429;1199;0;0;0;0;0;0;0
92;哈罗德-迈纳;Harold Miner;2;0;5;80;66;55;65;50;70;65;70;56;59;59;62;62;62;25;4;骑士;7;2;5222000;0;199212;2010;0;0;0;0;0;0;0
93;唐尼-马绍尔;Donny Marshall;3;0;5;62;60;55;70;50;70;66;70;55;58;60;57;62;60;24;1;骑士;7;2;1360000;0;199539;5001;0;0;0;0;0;0;0
94;格兰特-希尔;Grant Hill;3;2;10;90;90;71;78;90;79;78;82;83;70;78;86;87;88;24;2;活塞;8;4;14920000;0;199403;158;0;0;0;0;0;0;0
95;阿兰-休斯顿;Allan Houston;2;0;9;76;81;82;90;99;70;65;70;82;82;82;85;80;83;25;3;活塞;8;3;3068000;0;199311;159;0;0;0;0;0;0;0
96;乔-杜马斯;Joe Dumars;1;2;9;74;82;86;80;80;65;65;85;76;87;71;84;78;81;33;11;活塞;8;4;25544000;0;198518;99;0;2;0;1;0;1;2
97;林赛-亨特;Lindsey Hunter;1;0;7;82;74;82;72;88;70;65;71;65;83;65;80;76;78;25;3;活塞;8;3;4036000;0;199310;1047;0;0;0;0;0;0;0
98;奥蒂斯-索普;Otis Thorpe;4;0;7;62;90;55;65;90;70;83;70;79;57;60;68;83;76;34;12;活塞;8;2;8518000;0;198409;688;0;1;0;0;0;0;0
99;西奥-拉特利夫;Theo Ratliff;4;5;6;55;74;55;65;74;95;86;70;65;57;57;59;87;74;23;0;活塞;8;3;1180000;0;199518;1179;0;0;0;0;0;0;0
100;特里-米尔斯;Terry Mills;5;0;6;55;76;80;68;45;70;87;70;58;76;61;68;67;68;28;6;活塞;8;3;7198000;0;199016;1311;0;0;0;0;0;0;0
101;史蒂夫-巴多;Steve Bardo;1;2;5;78;58;55;65;80;70;65;71;56;60;56;62;73;67;28;6;活塞;8;2;1260000;0;199041;825;0;0;0;0;0;0;0
102;马克-韦斯特;Mark West;5;0;6;55;70;55;65;70;70;70;70;59;56;58;58;70;65;35;13;活塞;8;2;4490000;0;198330;1545;0;0;0;0;0;0;0
103;唐-瑞德;Don Reid;4;5;6;55;64;55;65;57;78;82;73;58;57;56;55;73;65;22;0;活塞;8;2;1070000;0;199558;1424;0;0;0;0;0;0;0
104;卢-罗;Lou Roe;3;0;5;66;66;55;65;70;70;65;70;58;58;57;58;69;64;24;1;活塞;8;1;1350000;0;199530;1977;0;0;0;0;0;0;0
105;马克-麦考恩;Mark Macon;2;0;5;66;60;55;78;60;70;65;71;55;59;66;60;66;63;27;5;活塞;8;3;6502000;0;199108;2017;0;0;0;0;0;0;0
106;埃里克-莱克纳;Eric Leckner;5;0;5;55;70;55;65;60;70;66;70;56;56;58;58;65;62;30;8;活塞;8;1;1400000;0;198817;1947;0;0;0;0;0;0;0
107;雷吉-米勒;Reggie Miller;2;3;10;76;82;99;96;90;71;72;80;81;80;76;90;83;87;31;9;步行者;9;4;11150000;0;198711;59;0;0;0;0;0;0;1
108;特拉维斯-贝斯特;Travis Best;1;0;8;89;70;73;84;90;70;65;70;70;75;77;83;76;80;24;0;步行者;9;2;1220000;0;199523;385;0;0;0;0;0;0;0
109;里克-施密茨;Rik Smits;5;4;8;66;88;55;78;60;99;86;70;69;56;75;72;84;79;30;8;步行者;9;2;16310000;0;198802;668;0;0;0;0;0;0;0
110;马克-杰克逊;Mark Jackson;1;0;7;87;77;76;78;79;70;65;70;72;78;72;83;72;78;31;9;步行者;9;4;8720000;0;198718;529;0;0;0;0;0;0;0
111;里基-皮尔斯;Ricky Pierce;2;0;7;80;80;78;94;60;70;65;70;61;78;87;84;65;75;37;14;步行者;9;1;2190000;0;198218;1389;0;0;0;0;0;0;0
112;海伍德-沃克曼;Haywoode Workman;1;0;7;86;72;71;68;60;70;65;85;60;74;62;75;72;74;30;7;步行者;9;3;1740000;0;198949;2215;0;0;0;0;0;0;0
113;埃迪-约翰逊;Eddie Johnson;3;0;7;78;80;76;74;60;70;65;70;61;75;70;76;65;72;37;15;步行者;9;1;2420000;0;198129;1605;0;0;0;0;0;0;0
114;德里克-麦凯;Derrick McKey;3;4;7;64;62;68;74;62;70;85;71;59;69;64;64;73;70;30;9;步行者;9;3;9500000;0;198709;2014;0;0;0;0;0;0;0
115;弗莱德-霍伊博格;Fred Hoiberg;2;3;7;65;55;71;99;65;70;66;72;56;72;83;71;68;70;24;1;步行者;9;2;1020000;0;199552;1069;0;0;0;0;0;0;0
116;戴尔-戴维斯;Dale Davis;4;5;7;55;70;55;65;78;70;88;70;69;57;57;59;80;70;27;5;步行者;9;2;17030000;0;199113;429;0;0;0;0;0;0;0
117;安东尼奥-戴维斯;Antonio Davis;4;0;7;55;76;55;70;68;70;84;70;66;57;62;62;74;68;28;6;步行者;9;2;1300000;0;199045;915;0;0;0;0;0;0;0
118;杜恩-费雷尔;Duane Ferrell;3;0;6;76;66;64;70;60;70;65;70;57;65;64;66;65;66;31;8;步行者;9;3;1520000;0;199000;966;0;0;0;0;0;0;0
119;斯科特-哈斯金;Scott Haskin;4;0;5;60;66;55;65;60;70;70;70;55;57;57;57;66;62;26;3;步行者;9;2;3292000;0;199000;1832;0;0;0;0;0;0;0
120;格伦-罗宾逊;Glenn Robinson;3;4;8;71;86;72;70;96;70;73;70;79;72;65;75;81;79;23;1;雄鹿;10;2;15290000;0;199401;589;0;0;0;0;0;0;0
121;文-贝克;Vin Baker;4;3;8;68;84;55;65;94;81;86;70;78;57;61;68;89;79;24;3;雄鹿;10;2;16300000;0;199308;383;0;0;0;0;0;0;0
122;埃里克-默多克;Eric Murdock;1;0;7;86;70;74;78;60;70;65;81;57;76;71;78;70;75;28;5;雄鹿;10;2;8120000;0;199121;2047;0;0;0;0;0;0;0
123;约翰-纽曼;Johnny Newman;3;0;7;66;74;72;88;76;70;65;70;63;72;79;74;71;74;32;10;雄鹿;10;3;3200000;0;198629;2061;0;0;0;0;0;0;0
124;李-梅贝利;Lee Mayberry;1;0;6;82;66;76;65;60;70;65;71;55;78;58;73;66;70;26;4;雄鹿;10;2;1990000;0;199223;2027;0;0;0;0;0;0;0
125;肖恩-莱斯佩特;Shawn Respert;2;0;7;82;68;64;90;60;70;65;70;57;66;82;74;65;70;24;0;雄鹿;10;2;3308000;0;199508;1950;0;0;0;0;0;0;0
126;埃里克-莫布利;Eric Mobley;5;0;6;55;76;55;65;60;77;78;70;58;56;59;60;72;66;26;2;雄鹿;10;2;3782000;0;199418;2042;0;0;0;0;0;0;0
127;兰多夫-基斯;Randolph Keys;3;0;6;66;68;55;82;60;70;65;70;57;58;72;64;65;66;30;8;雄鹿;10;1;1500000;0;198822;1876;0;0;0;0;0;0;0
128;托德-达耶;Todd Day;2;3;6;56;65;73;65;73;70;65;72;61;74;54;61;71;66;26;4;雄鹿;10;3;8060000;0;199208;910;0;0;0;0;0;0;0
129;特里-卡明斯;Terry Cummings;3;4;6;58;76;55;65;60;70;75;70;60;58;56;58;68;64;35;14;雄鹿;10;1;1190000;0;198202;1909;0;0;0;0;0;1;1
130;凯文-达克沃斯;Kevin Duckworth;5;0;5;55;80;55;65;60;73;67;70;59;56;59;61;67;64;32;10;雄鹿;10;3;12340000;0;198633;1753;0;0;0;0;0;0;0
131;马蒂-康伦;Marty Conlon;4;0;5;56;66;55;65;60;70;65;70;55;57;56;55;64;60;28;6;雄鹿;10;2;2790000;0;199000;1916;0;0;0;0;0;0;0
132;阿尔顿-李斯特;Alton Lister;5;0;6;70;65;66;55;55;61;60;68;50;70;45;60;57;58;38;2;雄鹿;10;2;1200000;0;198121;1960;0;0;0;0;0;0;0
133;穆奇-布雷洛克;Mookie Blaylock;1;0;8;80;74;80;65;90;50;71;99;74;81;58;78;87;82;29;7;老鹰;11;4;8150000;0;198912;414;0;0;0;0;0;0;0
134;安东尼-韦布;Anthony Jerome Webb;1;0;8;84;76;64;99;70;70;65;93;67;67;90;83;79;81;33;11;老鹰;11;2;5710000;0;199000;5001;0;0;0;0;0;0;0
135;史蒂夫-史密斯;Steve Delano Smith;2;0;8;78;81;75;82;96;70;65;70;78;76;75;80;79;80;27;5;老鹰;11;4;8622000;0;199105;674;0;0;0;0;0;0;0
136;格兰特-朗;Grant Long;4;3;7;55;84;55;74;84;70;86;73;72;57;66;66;82;74;30;8;老鹰;11;2;5660000;0;198833;573;0;1;0;0;0;0;0
137;克莱格-埃卢;Craig Ehlo;2;3;7;61;76;88;65;70;70;65;87;67;87;56;72;76;74;35;13;老鹰;11;2;5800000;0;198348;347;0;0;0;0;0;0;0
138;安德鲁-朗;Andrew Lang;5;0;7;55;82;55;80;60;85;85;70;65;56;73;68;78;73;30;8;老鹰;11;2;6470000;0;198828;572;0;0;0;0;0;0;0
139;霍华德-内森;Howard Nathan;1;0;7;82;64;76;66;70;70;65;77;58;78;58;73;72;72;24;3;老鹰;11;1;1280000;0;199000;1352;0;0;0;0;0;0;0
140;马特-布拉德;Matt Bullard;3;4;7;55;68;87;86;60;70;66;70;59;85;73;73;65;70;29;6;老鹰;11;1;1480000;0;199000;873;0;0;0;0;0;0;0
141;阿兰-亨德森;Alan Henderson;4;0;8;55;80;55;65;85;70;74;70;74;57;58;63;78;70;23;0;老鹰;11;3;1624000;0;199516;500;0;0;0;0;0;0;0
142;斯特西-奥格蒙;Stacy Augmon;3;0;7;64;81;62;65;54;70;77;83;64;64;58;64;71;69;28;5;老鹰;11;2;6850000;0;199109;804;0;0;0;0;0;0;0
143;肯-诺曼;Ken Norman;4;3;6;76;78;55;65;60;70;66;71;60;57;62;66;65;65;32;9;老鹰;11;2;7710000;0;198719;1369;0;0;0;0;0;0;0
144;托德-梦迪特;Todd Mundt;5;0;6;55;70;55;65;60;73;78;70;57;56;58;58;71;65;26;3;老鹰;11;1;1190000;0;199000;1309;0;0;0;0;0;0;0
145;唐尼-博伊斯;Donnie Boyce;2;0;5;72;68;66;65;60;70;65;70;57;68;57;64;65;64;23;1;老鹰;11;3;2490000;0;199542;1728;0;0;0;0;0;0;0
146;单涛;Shan Tao;5;0;6;54;78;54;63;81;76;83;60;67;55;57;61;80;71;26;4;山猫;12;4;8000000;0;199000;204;0;0;0;0;0;0;0
147;胡卫东;Hu Weidong;3;4;7;63;78;80;76;72;57;66;62;68;79;68;74;63;69;25;4;山猫;12;4;8000000;0;199000;229;0;0;0;0;0;0;0
