name;team;teamID;age;yearsContract;salary;techLevel;techDev;baseShotIntPercent;baseShotTriplePercent;baseOffensive;baseDefense;loyalty
泰伦-卢;0;0;18;0;0;0;2;38;43;42;36;5
达尔文-哈姆;0;0;18;0;0;0;1;39;38;36;43;5
蒙蒂-威廉姆斯;0;0;18;0;0;2;1;36;44;43;36;5
迈克-布朗;0;0;18;0;0;0;2;39;38;39;45;5
斯蒂夫-纳什;0;0;18;0;0;0;0;37;42;43;38;5
艾米-乌度卡;0;0;18;0;0;2;0;45;35;38;42;5
戴夫-乔格尔;0;0;18;0;0;1;1;39;37;37;44;5
斯科特-斯凯尔斯;0;0;18;0;0;1;1;38;37;38;43;5
斯蒂夫-克里福德;0;0;18;0;0;0;1;39;38;37;44;5
吉姆-博伊兰;0;0;18;0;0;0;0;38;40;40;40;5
弗雷德-霍伊博格;0;0;18;0;0;1;1;39;40;40;40;5
凯文-麦克海尔;0;0;18;0;0;0;0;45;36;42;41;5
迈克-德安东尼;0;0;18;0;0;1;1;34;46;45;35;5
大卫-布拉特;0;0;18;0;0;1;0;40;39;41;39;5
拜伦-斯科特;0;0;18;0;0;0;0;42;36;36;42;5
莱恩-桑德斯;0;0;18;0;0;0;0;35;44;42;36;5
特里-斯托茨;0;0;18;0;0;1;1;36;42;42;37;5
兰迪-惠特曼;0;0;18;0;0;1;1;38;40;40;38;5
斯科特-布鲁克斯;0;0;18;0;0;1;1;38;41;39;38;5
布雷特-布朗;0;0;18;0;0;0;1;35;45;43;36;5
厄尔-沃特森;0;0;18;0;0;0;1;41;41;38;39;5
莱昂内尔-霍林斯;0;0;18;0;0;1;1;37;38;39;43;5
杰夫-霍纳塞克;0;0;18;0;0;0;0;39;38;39;39;5
卢克-沃顿;0;0;18;0;0;0;0;35;42;43;39;5
斯坦-范甘迪;0;0;18;0;0;1;0;40;38;39;45;5
德里克-费舍尔;0;0;18;0;0;-2;-2;39;39;39;41;5
劳埃德-皮尔斯;0;0;18;0;0;1;0;38;42;44;37;5
肯尼-阿特金森;0;0;18;0;0;0;1;38;44;41;37;5
布拉德-史蒂文斯;0;0;18;0;0;2;1;35;44;44;36;5
埃托雷-梅西纳;0;0;18;0;0;1;1;39;36;38;46;5
大卫-费兹戴尔;0;0;18;0;0;0;0;39;39;41;40;5
布莱恩-肖;0;0;18;0;0;0;0;38;38;39;41;5
乔治-卡尔;0;0;18;0;0;1;1;35;46;43;38;5
詹姆斯-伯雷格;0;0;18;0;0;0;1;39;39;38;38;5
阿尔文-金特里;0;0;18;0;0;0;2;35;44;42;36;5
弗兰克-沃格尔;0;0;18;0;0;1;1;37;35;36;44;5
奎因-斯奈德;0;0;18;0;0;0;1;38;42;42;36;5
