﻿No;name;nameBirth;positionFirst;positionSecond;potential;skillPass;skillShotInterior;skillShotExterior;skillShotFree;skillPhysique;skillBlock;skillRebound;skillSteal;tendencyIn;tendencyEx;tendencyFr;ATT;DEF;Ranks;age;yearsLeague;team;teamID;yearsContract;salary;draft;image;info;allStars;allStarsMvps;allTeam1;allTeam2;allTeam3;best3ptsers;bestBlockers;bestPassers;bestRebounders;bestRookie;bestScorers;bestStealers;defTeam1;defTeam2;defTeam3;dpoy;fmvps;mvps;rings;sixmans
11;贝勒-沙伊尔曼;Baylor Scheierman;2;0;6;73;77;80;76;77;50;70;65;71;83;75;78;66;72;23;0;凯尔特人;1;5;2494320;202430;3160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;尼米亚斯-奎塔;Neemias Queta;5;4;6;52;80;50;68;80;74;84;55;80;40;50;61;78;70;24;3;凯尔特人;1;3;2162606;202139;1170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
13;泽维尔-蒂尔曼;Xavier Tillman Sr.;4;5;6;56;72;61;65;78;75;75;73;65;60;58;61;78;70;25;4;凯尔特人;1;2;2237691;202035;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
14;乔丹-沃尔什;Jordan Walsh;3;2;6;69;72;71;70;77;62;63;63;70;72;70;71;66;69;20;1;凯尔特人;1;3;1891857;202338;2926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
15;JD-戴维森;JD Davison;1;0;6;69;60;69;67;68;71;60;69;61;71;42;63;66;65;24;2;凯尔特人;1;1;578577;202253;1757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
16;德鲁-彼得森;Drew Peterson;3;4;6;67;64;62;64;59;67;69;69;62;67;66;63;65;65;24;1;凯尔特人;1;1;578577;202300;3097;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
17;迈尔斯-莫里斯;Miles Norris;4;3;6;68;77;59;63;74;66;59;51;70;60;65;67;62;64;24;1;凯尔特人;1;1;578577;202300;3012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;卡梅伦-约翰逊;Cameron Johnson;4;3;8;64;79;87;82;82;67;73;70;80;86;79;83;75;79;28;5;篮网;2;3;23625000;201911;737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;尼古拉斯-克拉克斯顿;Nicolas Claxton;5;4;8;60;88;60;68;85;84;86;73;77;50;55;69;88;79;25;5;篮网;2;4;27556817;201931;1145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;卡梅隆-托马斯;Cam Thomas;2;3;8;70;78;86;85;87;57;65;67;82;86;85;84;70;78;22;3;篮网;2;2;4041249;202127;1504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;丹吉洛-拉塞尔;D'Angelo Russell;1;0;8;82;74;82;82;80;52;65;66;79;83;82;86;67;77;28;9;篮网;2;1;18692307;201502;251;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;德安东尼-梅尔顿;De'Anthony Melton;2;1;7;74;70;80;77;76;67;67;85;71;77;69;76;77;76;26;6;篮网;2;1;12822000;201846;1300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;扎伊尔-威廉姆斯;Ziaire Williams;3;2;8;65;75;71;76;76;70;64;76;70;73;71;72;73;73;23;3;篮网;2;2;6133005;202110;713;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24;诺亚-克劳尼;Noah Clowney;4;5;7;55;72;79;73;82;71;74;68;71;66;63;69;76;73;20;1;篮网;2;4;3243933;202321;2917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;杰伦-威尔森;Jalen Wilson;3;4;7;59;75;74;71;79;68;71;70;73;64;63;68;73;71;24;1;篮网;2;2;1891857;202351;2934;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26;戴罗恩-夏普;Day'Ron Sharpe;5;0;6;56;80;64;61;82;75;82;65;79;36;36;61;80;71;22;3;篮网;2;2;3989122;202129;1577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27;达里克-怀特黑德;Dariq Whitehead;3;2;7;70;76;71;74;80;53;67;63;69;71;67;72;65;70;20;1;篮网;2;4;3114342;202322;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28;特伦登-沃特福特;Trendon Watford;4;5;6;61;73;67;69;79;69;73;66;66;68;64;67;74;70;23;3;篮网;2;1;2726603;202100;2218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29;基恩-约翰逊;Keon Johnson;2;3;6;60;72;65;72;79;61;63;76;69;66;67;65;72;68;22;3;篮网;2;1;578577;202121;1612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30;马克斯韦尔-刘易斯;Maxwell Lewis;3;2;6;60;65;68;68;70;65;61;70;68;73;66;65;66;66;20;1;篮网;2;3;1891857;202340;2858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31;托桑-厄沃马;Tosan Evbuomwan;4;3;6;70;68;59;62;71;60;69;61;70;61;60;64;64;64;23;1;篮网;2;2;1200000;202300;3125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
32;泰里斯-马丁;Tyrese Martin;2;3;6;64;63;70;68;71;55;66;70;62;72;50;63;65;64;25;2;篮网;2;2;1575814;202251;1253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;里斯-比克曼;Reece Beekman;1;0;6;73;62;71;67;57;60;55;63;61;70;64;68;56;62;22;0;篮网;2;1;578577;202400;3223;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;德鲁-提米;Drew Timme;4;5;6;60;74;59;57;62;67;64;50;73;59;58;62;59;61;24;1;篮网;2;2;1034216;202300;3259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;泰森-艾蒂安;Tyson Etienne;1;2;6;65;62;68;52;56;42;49;60;61;68;50;60;48;55;24;0;篮网;2;1;578577;202200;3258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;卡尔-安东尼-唐斯;Karl-Anthony Towns;5;4;10;65;92;87;85;85;78;92;66;91;88;80;91;87;89;29;9;尼克斯;3;4;49205800;201501;86;0;4;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
37;杰伦-布伦森;Jalen Brunson;1;2;10;86;87;90;91;88;64;69;76;86;92;90;96;78;88;28;6;尼克斯;3;5;24960001;201833;419;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;米卡尔-布里奇斯;Mikal Bridges;3;2;8;69;80;87;83;87;73;72;88;80;83;82;83;84;85;28;6;尼克斯;3;2;23300000;201810;415;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
39;OG-阿奴诺比;OG Anunoby;4;3;8;64;80;87;83;83;82;75;86;82;86;75;83;85;84;27;7;尼克斯;3;5;36637932;201723;344;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0
40;约什-哈特;Josh Hart;2;3;8;81;82;75;74;90;72;87;79;83;75;70;80;87;83;29;7;尼克斯;3;4;18144000;201730;493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;米切尔-罗宾逊;Mitchell Robinson;5;0;7;55;85;55;67;80;85;87;70;80;47;58;66;87;77;26;6;尼克斯;3;2;14318182;201836;263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;迈尔斯-麦克布莱德;Miles McBride;1;2;7;70;71;80;79;82;62;60;77;70;77;70;76;73;75;23;3;尼克斯;3;3;4710144;202136;1283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;普雷舍斯-阿丘瓦;Precious Achiuwa;4;5;7;60;79;60;65;81;75;81;72;74;60;60;66;81;74;24;4;尼克斯;3;1;6000000;202020;767;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;卡梅隆-佩恩;Cameron Payne;1;2;7;79;67;79;76;75;50;60;70;70;75;74;78;65;72;30;8;尼克斯;3;1;3003427;201514;647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;德朗-赖特;Delon Wright;2;1;7;70;69;71;75;77;61;68;78;67;72;66;70;73;72;32;9;尼克斯;3;1;3003427;201520;1190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;帕科姆-达迪耶;Pacome Dadiet;3;0;7;60;70;68;73;75;69;71;70;68;67;59;65;72;70;18;0;尼克斯;3;5;1808080;202425;3155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;阿里尔-胡克波尔蒂;Ariel Hukporti;5;0;6;57;75;56;57;81;89;68;56;66;57;52;60;79;70;22;0;尼克斯;3;2;1533841;202458;3185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;小凯文-麦卡勒;Kevin McCullar Jr.;2;3;7;63;76;70;69;71;70;72;71;65;72;65;67;72;69;22;0;尼克斯;3;1;578577;202456;3183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;PJ-塔克;P.J. Tucker;4;3;5;65;68;70;64;73;68;75;73;65;65;50;64;73;69;39;18;尼克斯;3;2;578577;200635;690;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
50;马琼-博尚;MarJon Beauchamp;3;2;7;61;76;58;68;76;64;77;74;68;58;47;60;74;68;22;2;尼克斯;3;1;578577;202224;869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
51;泰勒-科莱克;Tyler Kolek;1;0;6;64;73;70;73;72;49;66;74;64;72;63;68;67;68;22;0;尼克斯;3;4;2087519;202434;3163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
52;兰德里-沙梅特;Landry Shamet;2;1;6;69;70;75;71;72;45;60;75;63;77;57;69;63;67;27;6;尼克斯;3;1;1682008;201826;1441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;安通-沃特森;Anton Watson;4;0;6;55;73;60;67;76;69;70;57;65;61;59;61;69;65;23;0;尼克斯;3;1;578577;202454;3182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;乔尔-恩比德;Joel Embiid;5;0;10;72;91;74;91;85;85;90;70;91;80;92;91;90;90;30;10;76人;4;6;57874635;201403;100;0;7;0;1;4;0;0;0;0;0;0;2;0;0;3;0;0;0;1;0;0
55;泰雷斯-马克西;Tyrese Maxey;1;2;9;79;89;86;84;86;62;67;77;87;90;84;91;77;85;23;4;76人;4;5;35147000;202021;603;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;保罗-乔治;Paul George;3;4;9;74;80;84;84;84;72;76;84;82;84;83;85;83;85;34;14;76人;4;4;49205800;201010;139;0;9;0;1;0;5;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0
57;昆汀-格莱姆斯;Quentin Grimes;2;3;7;72;81;86;81;80;65;70;77;80;89;79;84;76;80;24;3;76人;4;2;4296682;202125;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;盖尔雄-亚布塞莱;Guerschon Yabusele;4;5;7;58;83;80;72;83;72;79;69;82;77;70;76;79;78;28;2;76人;4;1;2100000;201616;1584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;凯利-乌布雷;Kelly Oubre Jr.;3;2;7;60;83;72;77;83;69;75;81;84;74;70;74;80;78;29;9;76人;4;2;7983000;201515;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;贾里德-麦凯恩;Jared McCain;2;3;8;77;80;84;85;79;54;63;71;80;83;82;85;68;77;20;0;76人;4;5;4020360;202416;3146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;凯尔-洛瑞;Kyle Lowry;2;1;8;80;70;73;75;77;67;68;76;68;74;65;75;74;74;38;18;76人;4;1;3303771;200624;266;0;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
62;朗尼-沃克;Lonnie Walker IV;2;3;8;60;75;74;81;82;57;63;70;75;80;72;73;69;71;26;6;76人;4;2;1883431;201818;2214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;安德烈-德拉蒙德;Andre Drummond;5;0;7;53;81;51;65;79;75;87;56;70;42;63;61;80;71;31;12;76人;4;2;5000000;201209;206;0;2;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
64;埃里克-戈登;Eric Gordon;2;3;7;71;73;79;77;75;50;60;68;70;75;70;75;63;69;36;16;76人;4;2;3303771;200807;471;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
65;阿德姆-博纳;Adem Bona;5;0;6;46;72;48;76;74;77;76;53;68;50;66;59;74;67;20;0;76人;4;4;1157153;202441;3170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;贾里德-巴特勒;Jared Butler;1;2;6;65;74;67;68;73;59;60;69;70;68;65;68;65;67;23;3;76人;4;2;1732637;202140;1696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;杰伦-胡德-希菲诺;Jalen Hood-Schifino;2;3;6;72;68;68;70;72;62;62;67;64;70;66;68;65;67;20;1;76人;4;1;578577;202317;2209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;贾斯汀-爱德华兹;Justin Edwards;3;0;6;59;69;55;67;72;65;67;59;69;61;68;61;65;64;20;0;76人;4;2;1339115;202400;3210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;瑞奇-昆西尔四世;Ricky Council IV;2;0;6;68;60;69;64;63;61;64;58;60;70;65;64;59;62;23;1;76人;4;3;1891857;202300;2947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;杰夫-道丁;Jeff Dowtin Jr.;2;3;6;67;68;65;61;65;66;63;62;62;66;37;59;62;61;27;4;76人;4;1;578577;202000;1764;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;亚历克斯-里斯;Alex Reese;4;5;6;65;63;51;51;63;55;53;48;62;57;55;55;51;53;25;0;76人;4;1;578577;202100;3235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;斯科蒂-巴恩斯;Scottie Barnes;4;3;9;80;85;72;79;87;78;80;80;86;80;76;85;86;85;23;3;猛龙;5;5;10130980;202104;182;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
73;布兰登-英格拉姆;Brandon Ingram;3;4;9;79;81;84;91;82;67;74;71;84;85;91;90;76;84;27;8;猛龙;5;4;39004050;201602;162;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;RJ-巴雷特;RJ Barrett;3;2;8;79;86;77;77;87;67;75;76;88;81;79;84;79;83;24;5;猛龙;5;3;25794643;201903;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;伊曼纽尔-奎克利;Immanuel Quickley;1;2;8;79;78;81;82;81;59;68;70;80;82;80;85;71;79;25;4;猛龙;5;5;32500000;202025;563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;雅各布-珀尔特尔;Jakob Poeltl;5;0;7;56;87;55;72;83;84;89;66;87;43;70;70;87;79;29;8;猛龙;5;3;19500000;201609;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
77;格雷迪-迪克;Gradey Dick;2;3;8;67;75;82;81;79;65;68;72;77;80;73;77;73;75;20;1;猛龙;5;4;4763543;202313;1796;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78;克里斯-布歇;Chris Boucher;4;5;7;50;80;76;74;82;74;76;73;75;75;65;71;79;75;32;7;猛龙;5;1;10810000;201700;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
79;奥查伊-阿巴吉;Ochai Agbaji;3;2;7;64;79;80;77;80;65;65;72;76;74;68;75;71;74;24;2;猛龙;5;3;4310280;202214;748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;乔纳森-莫格博;Jonathan Mogbo;3;4;6;64;73;72;69;77;71;72;67;70;68;66;68;73;71;22;0;猛龙;5;3;1862265;202431;3161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;贾科比-沃尔特;Ja'Kobe Walter;2;3;6;65;71;72;74;79;61;71;75;70;71;69;70;74;71;19;0;猛龙;5;5;3465000;202419;3149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
82;乌尔里希-乔姆切;Ulrich Chomche;4;5;6;60;78;60;64;75;74;73;61;70;61;58;64;73;69;18;0;猛龙;5;2;1800000;202457;3184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;加勒特-坦普尔;Garrett Temple;2;1;6;68;76;76;79;78;48;64;62;68;74;70;74;62;68;38;15;猛龙;5;1;3303771;200900;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;科林-卡尔斯特顿;Colin Castleton;5;4;6;66;73;54;64;64;66;73;59;68;61;65;65;65;65;24;1;猛龙;5;1;578577;202200;3015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
85;AJ-劳森;A.J. Lawson;2;0;6;63;68;72;65;65;59;64;68;60;76;68;66;63;65;24;2;猛龙;5;1;578577;202200;1202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;贾里德-罗登;Jared Rhoden;3;2;6;73;65;70;64;62;58;61;71;57;72;68;66;61;65;25;2;猛龙;5;1;578577;202200;1239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;贾马尔-谢德;Jamal Shead;1;0;7;62;63;67;65;73;54;58;63;62;70;53;62;61;61;21;0;猛龙;5;3;1862265;202445;3173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
88;贾米森-巴特尔;Jamison Battle;3;0;6;64;56;75;65;62;55;54;62;56;76;65;64;55;60;23;0;猛龙;5;3;1680412;202400;3230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
89;尼古拉-武切维奇;Nikola Vucevic;5;0;8;72;87;81;81;82;70;87;58;87;78;79;87;79;83;34;13;公牛;6;2;20000000;201116;322;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
90;科比-怀特;Coby White;1;2;9;77;84;86;85;84;60;65;74;86;86;86;89;74;82;24;5;公牛;6;2;12000000;201907;508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
91;约什-吉迪;Josh Giddey;2;3;8;83;80;73;75;82;70;77;79;80;74;70;79;81;80;22;3;公牛;6;2;8352367;202106;233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
92;朗佐-鲍尔;Lonzo Ball;1;2;7;82;70;75;71;75;70;73;80;72;77;65;77;78;77;27;7;公牛;6;3;13798449;201702;191;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
93;杰伦-史密斯;Jalen Smith;5;4;7;55;81;73;74;76;75;79;67;77;72;68;73;77;76;24;4;公牛;6;3;8571429;202010;1446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
94;帕特里克-威廉姆斯;Patrick Williams;4;3;7;65;71;78;70;79;72;72;83;74;76;66;73;78;76;23;4;公牛;6;5;18000000;202004;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;阿约-多桑姆;Ayo Dosunmu;2;3;7;71;81;76;79;81;60;64;71;82;75;73;78;70;74;24;3;公牛;6;2;7000000;202138;951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;塔伦-霍顿-塔克;Talen Horton-Tucker;1;2;7;65;74;72;71;80;68;72;76;75;71;65;70;77;73;24;5;公牛;6;1;2425403;201948;1065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
97;凯文-赫尔特;Kevin Huerter;2;3;7;69;71;80;81;74;61;68;70;74;77;72;76;69;73;26;6;公牛;6;2;16830357;201819;497;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
98;扎克-科林斯;Zach Collins;5;0;6;60;77;71;72;79;72;76;56;74;72;71;73;74;73;27;7;公牛;6;2;16741200;201710;545;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
99;特雷-琼斯;Tre Jones;1;0;7;82;70;70;75;78;61;65;70;72;65;64;75;70;72;24;4;公牛;6;1;9104167;202041;1421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
100;马塔斯-布泽利斯;Matas Buzelis;3;0;8;57;72;72;74;75;69;71;70;72;70;70;68;72;71;19;0;公牛;6;5;5195520;202411;3142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
101;朱利安-菲利普斯;Julian Phillips;3;4;6;60;73;65;71;78;69;72;71;71;68;65;66;74;71;21;1;公牛;6;3;1891857;202335;2923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
102;达伦-特里;Dalen Terry;3;2;7;62;71;72;73;79;64;67;70;72;71;63;68;71;70;21;2;公牛;6;3;3510480;202218;697;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
103;杰文-卡特;Jevon Carter;1;0;6;76;72;71;70;70;50;58;68;63;74;61;72;61;67;29;6;公牛;6;2;6500000;201832;1912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
104;EJ-利德尔;E.J. Liddell;4;3;6;57;74;66;69;72;64;70;58;64;65;59;64;66;65;23;2;公牛;6;1;578577;202241;1222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
105;伊曼纽尔-米勒;Emanuel Miller;3;4;6;68;52;55;57;61;57;61;64;60;57;56;54;58;57;24;0;公牛;6;1;578577;0;3243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
106;贾米尔-杨;Jahmir Young;1;0;6;60;54;65;62;55;53;47;55;54;68;58;58;47;53;23;0;公牛;6;1;578577;0;3254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
107;埃文-莫布里;Evan Mobley;4;5;10;71;90;75;75;91;87;88;79;88;75;75;83;93;88;23;3;骑士;7;5;11227657;202103;624;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
108;多诺万-米切尔;Donovan Mitchell;2;1;10;83;86;90;88;92;69;70;79;85;90;87;92;82;88;28;7;骑士;7;4;35410310;201713;131;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
109;达里厄斯-加兰;Darius Garland;1;0;9;85;81;90;87;84;60;67;72;84;88;82;93;73;84;25;5;骑士;7;4;36725670;201905;234;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;贾勒特-阿伦;Jarrett Allen;5;0;9;60;89;60;74;87;85;87;74;86;53;67;74;90;82;26;7;骑士;7;2;20000000;201722;342;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
111;德安德烈-亨特;De'Andre Hunter;3;4;8;71;78;82;81;82;66;72;77;82;81;76;81;77;80;27;5;骑士;7;3;21696429;201904;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
112;泰-杰罗姆;Ty Jerome;2;1;7;76;78;91;85;80;63;63;70;77;91;85;87;70;79;27;5;骑士;7;1;2560975;201924;1099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
